Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Andrew Heaney,$5.1K,L,LAA,SP,OAK,7,7.57,25.00%,0.604,-900,4,9.0,-133,4.79,-0.58,1,0.304,,0.286,4.91,8,0.517,,0.532,10.13,3,3.07,9.11,0.50,0.493,9.55,0.29,0.33,15.1,2.96
Ian Kennedy,$6.0K,R,KCR,SP,TBR,5,5.86,15.00%,1.039,-300,2,10.0,-103,5.06,0.05,5,0.335,,0.213,9.10,4,0.326,,0.184,9.18,57,4.20,5.69,0.18,0.331,9.14,0.28,0.35,15.59,2.6
Jeff Samardzija,$9.0K,R,SFG,SP,@ SDP,3,5.00,27.50%,0.769,600,-1,7.5,103,3.68,0.02,4,0.347,,0.208,8.77,5,0.293,,0.140,8.24,59,3.45,4.38,0.16,0.317,8.48,0.37,0.26,21.16,2.35
Aaron Nola,$10.2K,R,PHI,SP,ATL,6,6.86,10.00%,2.380,1600,-2,8.5,-146,4.65,-0.07,4,0.306,,0.149,8.26,5,0.300,,0.121,10.95,41,3.10,3.83,0.15,0.303,9.75,0.44,0.23,23.8,2.33
Jhoulys Chacin,$7.6K,R,SDP,SP,SFG, , ,7.50%,2.240,700,0,7.5,-113,3.82,-0.02,6,0.333,,0.162,5.95,3,0.304,,0.109,9.26,60,4.07,4.88,0.17,0.323,7.05,0.40,0.20,16.8,2.21
Trevor Williams,$6.3K,R,PIT,SP,@ CHC, , ,4.00%,3.455,-300,4,8.5,151,3.73,3.73,7,0.342,,0.147,6.42,2,0.322,,0.164,7.92,33,4.15,5.00,0.18,0.338,6.75,0.37,0.21,13.82,2.19
Max Scherzer,$14.1K,R,WAS,SP,MIA,2,3.00,17.50%,1.762,2600,0,7.5,-205,4.48,-0.35,4,0.331,,0.208,10.32,5,0.199,,0.122,13.46,60,2.53,3.79,0.19,0.258,12.06,0.30,0.30,30.83,2.19
Jose Urena,$6.7K,R,MIA,SP,@ WAS, , ,1.00%,14.580,100,2,7.5,190,3.02,-0.15,3,0.352,,0.180,5.33,6,0.316,,0.173,7.83,52,4.58,5.56,0.15,0.328,7.00,0.35,0.27,14.58,2.18
Corey Kluber,$13.1K,R,CLE,SP,@ NYY,1,1.14,32.50%,0.834,1900,0,6.5,-107,3.21,-0.59,6,0.276,,0.122,10.65,3,0.259,,0.144,11.67,58,2.69,3.57,0.16,0.270,10.99,0.37,0.25,27.09,2.07
Drew Pomeranz,$8.8K,L,BOS,SP,@ TOR,9,8.43,10.00%,1.809,100,2,8.5,-102,4.2,-0.2,2,0.330,,0.112,10.39,7,0.307,,0.170,10.50,58,3.48,4.41,0.17,0.312,10.48,0.36,0.26,18.09,2.06
Austin Pruitt,$5.8K,R,TBR,SP,@ KCR, , ,4.00%,2.935,0,1,10.0,-107,4.94,0.45,5,0.353,,0.188,4.66,4,0.414,,0.232,7.64,25,4.18,5.28,0.16,0.380,5.98,0.36,0.28,11.74,2.02
Mike Montgomery,$7.1K,L,CHC,SP,PIT,8,7.86,12.50%,1.127,500,0,8.5,-161,4.77,4.77,0,0.265,,0.100,7.48,9,0.319,,0.120,9.19,89,3.69,4.50,0.15,0.319,9.19,0.47,0.17,14.09,1.98
Luis Severino,$11.5K,R,NYY,SP,CLE,4,5.29,15.00%,1.501,1500,0,6.5,-103,3.29,-0.41,5,0.305,,0.155,9.57,4,0.303,,0.141,10.59,47,3.21,4.18,0.18,0.304,10.02,0.35,0.24,22.52,1.96
Chris Tillman,$5.0K,R,BAL,SP,SEA, , ,2.00%,4.870,-500,2,10.5,-116,5.39,-0.33,4,0.370,,0.187,8.75,5,0.357,,0.213,7.16,49,4.57,5.80,0.18,0.363,7.87,0.34,0.28,9.74,1.95
Lucas Sims,$6.6K,R,ATL,SP,@ PHI, , ,7.50%,1.720,800,-3,8.5,136,3.85,0.07,5,0.345,,0.175,2.61,4,0.367,,0.206,5.06,5,5.02,5.92,0.16,0.355,3.70,0.28,0.26,12.9,1.95
Marcus Stroman,$9.2K,R,TOR,SP,BOS, , ,5.00%,3.404,300,1,8.5,-108,4.3,0.2,4,0.311,,0.124,7.94,5,0.319,,0.156,8.02,59,3.42,4.53,0.20,0.315,7.98,0.50,0.18,17.02,1.85
Daniel Gossett,$6.9K,R,OAK,SP,@ LAA, , ,1.00%,12.490,300,1,9.0,123,4.21,0.08,4,0.317,,0.095,6.23,5,0.372,,0.277,7.36,11,4.11,5.86,0.27,0.348,6.86,0.36,0.22,12.49,1.81
Antonio Senzatela,$6.2K,R,COL,SP,DET, , ,0.25%, ,1700,-5,13.0,-215,7.87,0.85,1,0.310,,0.202,7.17,8,0.329,,0.175,8.15,25,4.02,5.45,0.23,0.327,8.04,0.41,0.23,10.42,1.68
Marco Gonzales,$5.6K,L,SEA,SP,@ BAL, , ,2.00%,4.435,100,0,10.5,106,5.11,-0.17,1,0.422,,0.316,10.39,8,0.480,,0.333,5.27,5,4.38,7.87,0.37,0.474,5.84,0.38,0.24,8.87,1.58
Jordan Zimmermann,$4.7K,R,DET,SP,@ COL, , ,0.50%, ,200,1,13.0,199,5.13,-0.35,2,0.353,,0.202,6.36,7,0.376,,0.212,5.83,44,4.66,5.76,0.17,0.371,5.95,0.31,0.30,6.77,1.44
