Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Adam Conley,$6.3K,L,MIA,SP,@ TBR, , ,2.50%,6.872,-1700,14,8.5,111,4.09,0.3,2,0.340,,0.109,5.94,7,0.324,,0.192,9.22,30,4.46,5.02,0.12,0.328,8.49,0.28,0.29,17.18,2.73
Drew Pomeranz,$8.1K,L,BOS,SP,BAL, , ,22.50%,0.960,0,1,9.0,-139,4.85,-0.01,1,0.300,,0.103,9.92,8,0.316,,0.200,11.14,37,3.38,4.59,0.19,0.314,11.00,0.36,0.29,21.61,2.67
Nate Karns,$6.8K,R,KCR,SP,CHW, , ,1.00%,17.630,500,-5,7.5,-159,4.2,-0.17,5,0.295,,0.153,11.92,4,0.381,,0.214,8.40,27,3.94,5.15,0.18,0.333,10.36,0.36,0.28,17.63,2.59
Blake Snell,$6.7K,L,TBR,SP,MIA, , ,1.00%,17.220,-100,0,8.5,-121,4.41,0.2,3,0.289,,0.023,11.63,6,0.358,,0.133,9.28,25,4.52,4.51,0.09,0.335,10.06,0.30,0.26,17.22,2.57
Antonio Senzatela,$6.2K,R,COL,SP,@ SDP, , ,5.00%,3.124,-500,3,8.0,-113,4.08,-0.05,4,0.330,,0.234,6.57,5,0.283,,0.160,5.14,5,4.31,4.89,0.11,0.304,5.78,0.45,0.29,15.62,2.52
Jacob deGrom,$10.4K,R,NYM,SP,@ ATL, , ,32.50%,0.781,-600,2,8.5,-135,4.55,0.18,4,0.292,,0.103,10.31,5,0.317,,0.154,10.31,28,3.20,4.03,0.16,0.306,10.31,0.38,0.24,25.37,2.44
Gio Gonzalez,$8.8K,L,WAS,SP,ARI, , ,5.00%,4.272,-100,0,8.0,-141,4.33,0.14,2,0.282,,0.083,7.44,7,0.316,,0.139,10.22,37,3.65,4.49,0.15,0.308,9.60,0.38,0.24,21.36,2.43
Jameson Taillon,$8.2K,R,PIT,SP,@ CIN, , ,10.00%,1.940,-300,3,8.5,-115,4.35,-0.11,3,0.309,,0.101,6.75,6,0.307,,0.177,8.81,23,3.45,4.40,0.17,0.308,8.12,0.46,0.22,19.4,2.37
Hector Santiago,$7.5K,L,MIN,SP,OAK, , ,1.00%,17.590,100,-1,8.5,-125,4.45,0.15,2,0.338,,0.147,7.78,7,0.346,,0.219,7.66,38,4.75,5.78,0.16,0.344,7.69,0.30,0.34,17.59,2.35
Charlie Morton,$6.9K,R,HOU,SP,TEX, , ,25.00%,0.626,-300,0,8.5,-183,4.94,0.09,4,0.229,,0.092,13.72,5,0.403,,0.200,7.65,9,3.16,4.01,0.14,0.326,10.35,0.42,0.22,15.65,2.27
