Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Chris Archer,$6.9K,R,TBR,SP,@ LAA, , ,27.50%,0.696,-1700,10,7.5,156,3.23,-0.37,2,0.148,,0.084,1.30,7,0.515,,0.556,3.90,1,4.43,0.00,0.43,0.433,3.30,0.00,0.00,19.15,2.78,2,0.167,,0.047,1.30,7,0.359,,0.314,5.10,2,3.61,0.00,0.20,0.316,4.30,0.00,0.00,2,0.251,,0.098,3.20,7,0.354,,0.235,4.90,5,3.18,0.00,0.17,0.331,4.50,0.00,0.00,2,0.372,,0.208,3.10,7,0.306,,0.193,7.00,8,3.27,0.00,0.22,0.321,6.10,0.00,0.00,2,0.334,,0.177,5.10,7,0.291,,0.161,6.30,41,2.79,0.00,0.22,0.301,6.00,0.00,0.00
Vincent Velasquez,$7.3K,R,PHI,SP,@ STL, , ,30.00%,0.600,-1000,5,8.5,122,3.96,-0.07,2,0.545,,0.538,6.00,7,0.000,,0.000,12.00,1,-0.27,0.00,0.40,0.121,10.70,0.00,0.00,18,2.47,2,0.401,,0.435,4.90,7,0.166,,0.000,8.20,2,2.31,0.00,0.43,0.218,7.50,0.00,0.00,2,0.462,,0.438,5.40,7,0.191,,0.056,6.40,5,2.70,0.00,0.36,0.251,6.20,0.00,0.00,2,0.406,,0.326,5.70,7,0.228,,0.060,5.50,8,2.81,0.00,0.24,0.268,5.50,0.00,0.00,2,0.384,,0.253,4.60,7,0.310,,0.191,4.90,23,3.52,0.00,0.29,0.326,4.80,0.00,0.00
Caleb Smith,$6.5K,L,MIA,SP,LAD, , ,0.00%, ,-1100,6,7.5,147,3.29,-0.26,1,0.562,,0.033,0.00,8,0.105,,0.004,8.80,1,3.55,0.00,0.00,0.156,7.80,0.00,0.00,15.38,2.37,2,0.350,,0.000,1.50,7,0.484,,0.406,6.00,1,4.73,0.00,0.44,0.454,5.00,0.00,0.00,2,0.280,,0.000,1.90,7,0.476,,0.317,7.70,3,4.44,0.00,0.26,0.432,6.40,0.00,0.00,2,0.280,,0.000,1.90,7,0.476,,0.317,7.70,3,4.44,0.00,0.26,0.432,6.40,0.00,0.00,2,0.280,,0.000,1.90,7,0.476,,0.317,7.70,3,4.44,0.00,0.26,0.432,6.40,0.00,0.00
David Price,$8.4K,L,BOS,SP,BAL, , ,27.50%,0.656,1000,-8,9.5,-161,5.31,5.31,1,0.000,,0.000,0.00,8,0.344,,0.200,10.60,1,3.78,0.00,0.50,0.000,0.00,0.00,0.00,18.03,2.15,3,0.385,,0.000,6.80,6,0.147,,0.056,6.80,1,4.37,0.00,0.00,0.226,6.80,0.00,0.00,3,0.386,,0.043,4.20,6,0.272,,0.127,5.70,4,4.57,0.00,0.08,0.310,5.20,0.00,0.00,3,0.331,,0.040,3.70,6,0.257,,0.113,5.80,7,4.05,0.00,0.07,0.282,5.10,0.00,0.00,3,0.285,,0.067,4.50,6,0.304,,0.150,6.50,19,3.37,0.00,0.17,0.298,5.80,0.00,0.00
Chad Kuhl,$8.2K,R,PIT,SP,SDP, , ,25.00%,0.638,500,-4,8.0,-143,4.33,-0.44,7,0.280,,0.333,3.00,2,0.474,,0.357,6.00,1,4.02,0.00,0.33,0.323,3.70,0.00,0.00,15.94,1.94,1,0.421,,0.082,1.80,8,0.094,,0.003,8.70,2,2.87,0.00,0.00,0.130,8.00,0.00,0.00,1,0.322,,0.138,3.90,8,0.087,,0.000,8.10,4,1.45,0.00,0.07,0.113,7.60,0.00,0.00,1,0.318,,0.096,4.00,8,0.245,,0.139,10.20,7,2.60,0.00,0.15,0.253,9.50,0.00,0.00,1,0.340,,0.104,3.70,8,0.278,,0.180,8.80,16,3.11,0.00,0.19,0.285,8.30,0.00,0.00
Jeff Samardzija,$7.0K,R,SFG,SP,COL, , ,4.00%,3.340,1100,-8,8.0,-141,4.31,0.31,4,0.354,,0.230,6.90,5,0.475,,0.428,1.70,1,4.04,0.00,0.40,0.421,4.00,0.00,0.00,13.36,1.91,4,0.377,,0.000,5.60,5,0.293,,0.174,14.10,1,4.99,0.00,0.33,0.330,10.30,0.00,0.00,4,0.335,,0.143,2.50,5,0.300,,0.134,5.50,4,4.99,0.00,0.19,0.316,4.20,0.00,0.00,4,0.388,,0.165,3.10,5,0.268,,0.130,5.80,6,5.02,0.00,0.15,0.321,4.60,0.00,0.00,4,0.352,,0.140,3.70,5,0.335,,0.171,3.70,14,5.11,0.00,0.21,0.343,3.70,0.00,0.00
James Shields,$5.0K,R,CHW,SP,TEX, , ,2.50%,3.772,-1500,2,9.5,-100,4.67,0.42,6,0.374,,0.428,3.00,3,0.349,,0.111,3.00,1,5.21,0.00,0.14,0.366,3.00,0.00,0.00,9.43,1.89,1,0.279,,0.166,2.20,8,0.388,,0.193,8.70,2,4.01,0.00,0.33,0.376,7.90,0.00,0.00,1,0.356,,0.363,0.90,8,0.395,,0.215,8.30,4,4.17,0.00,0.36,0.391,7.40,0.00,0.00,1,0.271,,0.143,0.70,8,0.338,,0.173,7.70,8,4.13,0.00,0.17,0.331,7.00,0.00,0.00,1,0.240,,0.052,1.40,8,0.309,,0.161,8.40,21,3.62,0.00,0.14,0.301,7.60,0.00,0.00
Andrew Triggs,$6.8K,R,OAK,SP,@ TOR, , ,2.00%,6.350,-1000,6,9.5,106,4.61, ,6,0.424,,0.375,2.20,3,0.546,,0.545,11.00,1,4.47,0.00,0.38,0.465,5.10,0.00,0.00,12.7,1.87,3,0.462,,0.393,14.40,6,0.230,,0.077,7.20,1,2.98,0.00,0.29,0.307,9.60,0.00,0.00,3,0.356,,0.238,8.10,6,0.327,,0.188,4.90,4,3.06,0.00,0.21,0.337,5.90,0.00,0.00,3,0.361,,0.197,7.70,6,0.317,,0.164,5.90,7,2.87,0.00,0.17,0.332,6.50,0.00,0.00,3,0.337,,0.194,4.20,6,0.272,,0.165,6.50,35,2.99,0.00,0.23,0.294,5.70,0.00,0.00
Doug Fister,$5.4K,R,TEX,SP,@ CHW, , ,3.00%,3.267,-1400,3,9.5,-113,4.83,0.08,4,0.355,,0.400,3.00,5,0.355,,0.273,3.00,1,4.98,0.00,0.33,0.355,3.00,0.00,0.00,9.8,1.81,2,0.380,,0.200,1.30,7,0.345,,0.072,5.10,1,5.51,0.00,0.20,0.353,4.30,0.00,0.00,2,0.320,,0.200,3.30,7,0.312,,0.105,3.80,3,4.62,0.00,0.23,0.314,3.70,0.00,0.00,2,0.286,,0.139,3.10,7,0.307,,0.143,3.10,7,4.79,0.00,0.19,0.302,3.10,0.00,0.00,2,0.308,,0.193,3.60,7,0.333,,0.164,3.00,15,4.58,0.00,0.21,0.327,3.10,0.00,0.00
Matt Boyd,$7.5K,L,DET,SP,@ SEA, , ,0.50%, , ,-2,8.0,166,3.36,-0.36,3,0.217,,0.143,3.00,6,0.262,,0.077,6.00,1,3.89,0.00,0.00,0.247,5.00,0.00,0.00,13.02,1.74,7,0.193,,0.176,2.80,2,0.305,,0.185,6.90,2,3.13,0.00,0.20,0.218,3.70,0.00,0.00,7,0.374,,0.425,3.40,2,0.250,,0.128,5.20,5,3.45,0.00,0.29,0.346,3.80,0.00,0.00,7,0.400,,0.334,3.70,2,0.270,,0.107,4.80,7,3.65,0.00,0.24,0.371,3.90,0.00,0.00,7,0.379,,0.247,4.30,2,0.297,,0.121,4.20,37,3.96,0.00,0.19,0.361,4.30,0.00,0.00
