Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jaime Garcia,$5.8K,L,NYY,SP,@ NYM,12,15.17,17.50%,0.904,-1400,7,9.0,-154,4.99,0.16,2,0.301,,0.146,9.24,7,0.339,,0.184,7.94,52,3.76,5.07,0.21,0.331,8.23,0.47,0.21,15.82,2.73
Clayton Richard,$6.8K,L,SDP,SP,PHI,9,12.17, , ,-300,0,8.5,-138,4.57,-0.14,1,0.321,,0.041,9.23,8,0.396,,0.190,5.83,50,4.01,5.03,0.18,0.388,6.21,0.46,0.17,17.68,2.6
John Lackey,$6.9K,R,CHC,SP,CIN, , ,7.50%,2.245,-400,2,10.0,-225,6.12,6.12,5,0.349,,0.185,7.76,4,0.289,,0.179,9.34,53,3.71,5.24,0.21,0.322,8.46,0.34,0.26,16.84,2.44
Tanner Roark,$7.2K,R,WAS,SP,LAA,15,16.17, , ,-700,4,9.0,-131,4.77,0.14,4,0.326,,0.129,7.14,5,0.291,,0.110,8.52,58,3.98,4.71,0.15,0.307,7.91,0.40,0.22,17.34,2.41
Jimmy Nelson,$9.9K,R,MIL,SP,PIT,3,6.17, , ,900,1,8.5,-129,4.49,0.11,2,0.341,,0.177,9.71,7,0.334,,0.133,8.41,57,3.75,4.91,0.18,0.336,8.70,0.42,0.23,23.38,2.36
Yu Darvish,$13.7K,R,LAD,SP,CHW,1,1.67,45.00%,0.714,3300,0,7.5,-300,4.93,-0.37,6,0.312,,0.173,12.12,3,0.287,,0.167,10.35,42,3.05,4.37,0.19,0.304,11.53,0.32,0.29,32.14,2.35
Lance Lynn,$6.3K,R,STL,SP,@ BOS,16,16.33,5.00%,2.916,-1300,8,9.5,138,4.29,-0.34,4,0.372,,0.228,6.04,5,0.254,,0.145,9.63,24,4.08,5.46,0.19,0.306,8.03,0.34,0.29,14.58,2.31
Carlos Rodon,$6.7K,L,CHW,SP,@ LAD,13,15.50,10.00%,1.542,-1000,7,7.5,268,2.57,-0.13,1,0.292,,0.115,10.47,8,0.340,,0.161,10.05,36,3.54,4.88,0.20,0.335,10.10,0.34,0.26,15.42,2.3
Jon Gray,$7.6K,R,COL,SP,ATL,16,16.33,5.00%,3.460,900,-8,11.0,-178,6.35, ,5,0.319,,0.169,9.77,4,0.320,,0.131,10.48,40,3.39,4.34,0.19,0.319,10.09,0.38,0.21,17.3,2.28
Ricky Nolasco,$5.7K,R,LAA,SP,@ WAS,14,15.83, , ,-900,5,9.0,121,4.23,-0.14,4,0.318,,0.187,6.12,5,0.364,,0.226,8.65,56,4.04,5.37,0.17,0.344,7.53,0.35,0.31,12.99,2.28
Paul Blackburn,$5.9K,R,OAK,SP,KCR, , , , ,-600,1,9.5,111,4.57,0.33,5,0.275,,0.074,2.60,4,0.336,,0.154,4.76,8,4.67,4.96,0.13,0.302,3.56,0.44,0.18,13.18,2.23
Taijuan Walker,$6.6K,R,ARI,SP,@ HOU, , ,5.00%,2.892,-700,5,9.0,153,3.93,-0.18,5,0.302,,0.221,9.18,4,0.332,,0.172,7.92,43,3.82,5.26,0.19,0.315,8.62,0.35,0.29,14.46,2.19
Cole Hamels,$9.2K,L,TEX,SP,DET,11,13.83,5.00%,3.980,600,0,11.0,-174,6.31,0.28,1,0.260,,0.106,7.20,8,0.327,,0.160,9.26,47,3.83,4.85,0.17,0.320,9.03,0.41,0.23,19.9,2.16
