Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Andrew Heaney,$5.3K,L,LAA,SP,TEX,7,8.43,12.50%,1.172,-800,6,8.5,-162,4.78,-0.4,3,0.350,,0.500,5.40,6,0.451,,0.471,10.57,2,2.90,8.71,0.50,0.417,8.85,0.25,0.33,14.65,2.76
Luke Weaver,$6.9K,R,STL,SP,SDP,4,5.00,32.50%,0.548,-900,5,8.0,-172,4.57,-0.52,3,0.348,,0.154,8.27,6,0.346,,0.183,11.53,14,3.31,4.94,0.26,0.347,10.44,0.34,0.22,17.81,2.58
Ian Kennedy,$5.9K,R,KCR,SP,COL,13,13.00,5.00%,2.874,-400,4,9.0,-124,4.7,-0.17,4,0.332,,0.207,9.03,5,0.322,,0.182,9.12,56,4.20,5.64,0.18,0.326,9.08,0.27,0.35,14.37,2.44
Ervin Santana,$9.0K,R,MIN,SP,@ CHW,9,10.86,7.50%,2.761,400,1,9.5,-153,5.26,-0.62,5,0.290,,0.129,6.34,4,0.311,,0.168,8.74,55,4.07,4.94,0.16,0.299,7.41,0.35,0.27,20.71,2.3
Zachary Godley,$9.7K,R,ARI,SP,@ NYM,2,2.86,27.50%,0.802,900,2,9.0,-180,5.21,0.2,4,0.331,,0.203,9.33,5,0.315,,0.155,8.52,45,3.37,4.67,0.19,0.322,8.88,0.49,0.22,22.05,2.27
Corey Kluber,$12.7K,R,CLE,SP,BOS,1,1.71,30.00%,0.957,1700,0,7.5,-150,4.13,-0.53,4,0.275,,0.118,10.69,5,0.262,,0.147,11.54,57,2.71,3.58,0.16,0.268,11.16,0.37,0.25,28.71,2.26
Michael Fiers,$7.3K,R,HOU,SP,WAS,11,11.57,5.00%,3.218,200,-1,9.5,-151,5.24,-0.19,5,0.337,,0.177,7.37,4,0.368,,0.235,8.81,56,3.89,5.70,0.22,0.351,8.01,0.36,0.29,16.09,2.2
Antonio Senzatela,$5.8K,R,COL,SP,@ KCR, , ,0.25%, ,-500,5,9.0,114,4.3,-0.33,4,0.308,,0.210,7.40,5,0.323,,0.182,8.17,24,4.01,5.52,0.23,0.316,7.83,0.42,0.24,12.62,2.18
Matt Moore,$7.9K,L,SFG,SP,MIL, , , , ,-200,1,9.0,-114,4.6,-0.17,1,0.363,,0.174,8.57,8,0.308,,0.162,8.55,59,4.12,4.99,0.15,0.314,8.55,0.31,0.30,17.15,2.17
Rich Hill,$10.4K,L,LAD,SP,@ PIT,6,8.14,5.00%,4.426,1600,1,9.0,-153,4.98,-0.04,0,0.316,,0.116,8.80,9,0.271,,0.113,12.95,39,3.09,3.79,0.13,0.271,12.95,0.35,0.26,22.13,2.13
Mark Leiter Jr.,$7.1K,R,PHI,SP,MIA, , ,3.00%,4.847,900,-9,10.0,111,4.81,0.08,5,0.319,,0.195,7.45,4,0.306,,0.179,8.68,19,4.02,6.06,0.26,0.313,8.00,0.36,0.25,14.54,2.05
R.A. Dickey,$6.6K,R,ATL,SP,SEA, , ,4.00%,3.370,-700,6,9.5,-112,4.83,0.06,3,0.356,,0.209,6.40,6,0.351,,0.197,7.10,55,4.44,5.74,0.20,0.353,6.87,0.39,0.25,13.48,2.04
Jhoulys Chacin,$6.5K,R,SDP,SP,@ STL, , ,3.00%,4.393,-300,3,8.0,162,3.43,-0.48,3,0.329,,0.162,5.90,6,0.302,,0.110,9.36,59,4.03,4.84,0.17,0.311,8.21,0.40,0.20,13.18,2.03
Edwin Jackson,$6.4K,R,WAS,SP,@ HOU, , ,0.25%, ,-600,6,9.5,141,4.26,0.19,3,0.346,,0.189,7.40,6,0.390,,0.251,6.53,30,4.79,6.13,0.20,0.375,6.82,0.32,0.29,12.76,1.99
Dylan Bundy,$10.8K,R,BAL,SP,OAK, , , , ,2200,-2,10.0,-195,5.91,0.38,4,0.361,,0.216,6.70,5,0.324,,0.188,9.56,59,4.16,5.57,0.18,0.340,8.29,0.29,0.33,21.32,1.97
Luis Severino,$12.3K,R,NYY,SP,@ DET,3,3.29,40.00%,0.596,2400,0,9.0,-240,5.6,-0.1,3,0.305,,0.157,9.54,6,0.306,,0.139,10.50,46,3.23,4.17,0.18,0.306,10.18,0.35,0.24,23.85,1.94
Drew Pomeranz,$8.1K,L,BOS,SP,@ CLE,9,10.86,2.00%,7.560,-100,1,7.5,140,3.37,0.03,1,0.328,,0.113,10.44,8,0.310,,0.173,10.37,57,3.49,4.43,0.18,0.312,10.38,0.36,0.26,15.12,1.87
Andrew Cashner,$7.2K,R,TEX,SP,@ LAA, , ,0.25%, ,300,-2,8.5,152,3.72,-0.6,3,0.334,,0.174,7.14,6,0.337,,0.146,6.34,45,4.78,5.44,0.14,0.336,6.61,0.35,0.25,13.36,1.86
Marcus Stroman,$11.5K,R,TOR,SP,@ TBR,5,7.43,5.00%,4.248,2400,0,8.0,102,3.93,-0.42,5,0.307,,0.115,7.99,4,0.317,,0.154,8.01,58,3.42,4.45,0.19,0.311,8.00,0.50,0.18,21.24,1.85
Austin Pruitt,$6.1K,R,TBR,SP,TOR,8,10.14,5.00%,2.256,0,-1,8.0,-112,4.07,-0.08,4,0.320,,0.119,4.82,5,0.400,,0.201,7.84,24,4.12,4.55,0.11,0.364,6.50,0.37,0.25,11.28,1.85
James Shields,$6.0K,R,CHW,SP,MIN, , ,0.25%, ,100,-4,9.5,143,4.24,-0.38,7,0.427,,0.275,7.31,2,0.374,,0.255,7.96,46,4.74,6.94,0.22,0.415,7.45,0.32,0.34,10.99,1.83
Matt Garza,$7.0K,R,MIL,SP,@ SFG, , , , ,400,-3,9.0,104,4.4,0.17,6,0.373,,0.197,5.58,3,0.314,,0.154,7.80,38,4.53,5.48,0.18,0.353,6.32,0.35,0.23,12.74,1.82
Jordan Zimmermann,$5.6K,R,DET,SP,NYY, , ,0.50%, ,-400,1,9.0,220,3.4,-0.4,5,0.350,,0.197,6.49,4,0.370,,0.206,5.90,43,4.62,5.68,0.16,0.359,6.23,0.31,0.30,9.85,1.76
Trevor Williams,$5.7K,R,PIT,SP,LAD, , ,2.00%,4.990,-700,8,9.0,143,4.02,0.04,5,0.353,,0.161,6.70,4,0.320,,0.167,7.83,32,4.11,5.05,0.20,0.338,7.20,0.37,0.20,9.98,1.75
Mike Montgomery,$6.3K,L,CHC,SP,@ CIN, , ,2.00%,5.485,-100,2,10.0,-119,5.17,-0.75,2,0.265,,0.103,7.49,7,0.324,,0.123,9.26,88,3.73,4.55,0.16,0.311,8.87,0.46,0.17,10.97,1.74
Erasmo Ramirez,$6.8K,R,SEA,SP,@ ATL,12,12.71,0.50%, ,700,-7,9.5,102,4.67,-0.56,4,0.414,,0.291,7.23,5,0.286,,0.137,6.95,92,3.98,5.16,0.18,0.343,7.07,0.41,0.26,11.36,1.67
Chris Flexen,$5.2K,R,NYM,SP,ARI, , ,5.00%,1.690,-400,1,9.0,170,3.79,-0.2,4,0.384,,0.281,3.24,5,0.466,,0.250,6.97,5,6.00,8.35,0.20,0.430,5.31,0.35,0.34,8.45,1.63
Justin Nicolino,$6.2K,L,MIA,SP,@ PHI, , ,1.00%,9.590,700,-9,10.0,-121,5.19,-0.08,1,0.356,,0.161,4.82,8,0.354,,0.155,4.96,26,4.84,5.33,0.14,0.354,4.94,0.36,0.23,9.59,1.55
Asher Wojciechowski,$5.4K,R,CIN,SP,CHC, , ,1.00%,8.170,-400,0,10.0,109,4.83,-0.25,8,0.374,,0.308,10.89,1,0.381,,0.293,9.89,16,3.61,5.64,0.23,0.375,10.78,0.21,0.35,8.17,1.51
Daniel Gossett,$8.6K,R,OAK,SP,@ BAL, , , , ,1900,-8,10.0,182,4.09,-0.38,2,0.322,,0.100,5.51,7,0.358,,0.291,6.98,10,4.26,5.90,0.26,0.350,6.65,0.34,0.23,10.41,1.21
