Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Justin Verlander,$8.5K,R,DET,SP,@ CLE,7,12.20,15.00%,1.469,-1800,7,8.0,140,3.6,0.18,6,0.265,,0.172,11.29,3,0.285,,0.153,9.03,37,3.17,4.10,0.15,0.272,10.54,0.27,0.33,22.04,2.59
Tanner Roark,$8.1K,R,WAS,SP,PHI,14,16.00,12.50%,1.576,-500,5,8.0,-140,4.32,-0.1,5,0.290,,0.089,7.13,4,0.291,,0.105,8.24,37,3.96,4.50,0.12,0.290,7.62,0.41,0.22,19.7,2.43
Marco Estrada,$8.2K,R,TOR,SP,BAL, , ,7.50%,2.625,300,-2,9.0,-135,4.81,-0.11,4,0.260,,0.146,8.03,5,0.300,,0.185,8.81,34,4.00,4.85,0.16,0.282,8.46,0.30,0.31,19.69,2.4
Carlos Martinez,$9.1K,R,STL,SP,@ NYY,11,15.20,10.00%,2.079,100,1,8.0,-115,3.9,-0.05,5,0.331,,0.145,7.66,4,0.252,,0.065,9.26,31,3.51,4.11,0.12,0.296,8.37,0.47,0.21,20.79,2.28
Corey Kluber,$10.2K,R,CLE,SP,DET,2,3.40,35.00%,0.645,200,1,8.0,-150,4.4,0.32,3,0.301,,0.132,9.78,6,0.275,,0.149,10.47,38,3.17,4.00,0.15,0.284,10.24,0.36,0.26,22.56,2.21
Patrick Corbin,$6.5K,L,ARI,SP,@ LAD,18,19.20, , ,1000,-1,8.0,161,3.43,-0.05,2,0.327,,0.173,11.37,7,0.378,,0.195,6.42,36,4.30,5.57,0.20,0.367,7.52,0.39,0.23,13.9,2.14
Chris Sale,$11.5K,L,BOS,SP,TBR,1,2.60,37.50%,0.643,0,0,8.5,-215,5.15,0.44,2,0.256,,0.144,11.10,7,0.286,,0.153,9.33,34,3.05,4.03,0.15,0.279,9.72,0.33,0.30,24.1,2.1
Sean Manaea,$7.4K,L,OAK,SP,HOU, , ,2.50%,6.216,400,-9,8.0,135,3.64,-0.06,1,0.243,,0.138,9.30,8,0.347,,0.182,7.95,27,3.66,4.76,0.18,0.335,8.10,0.35,0.26,15.54,2.1
Jake Arrieta,$10.7K,R,CHC,SP,PIT,9,12.60,25.00%,0.890,100,0,10.5,-240,6.54,6.54,3,0.271,,0.109,9.28,6,0.249,,0.115,8.85,37,3.44,4.17,0.15,0.256,8.99,0.45,0.22,22.26,2.08
Adam Conley,$6.9K,L,MIA,SP,NYM,12,15.80, , ,-300,4,7.5,120,3.53,-0.22,1,0.338,,0.102,5.81,8,0.315,,0.187,9.48,27,4.36,5.00,0.13,0.318,9.07,0.29,0.30,14.35,2.08
Zach Davies,$5.9K,R,MIL,SP,@ CIN,21,19.80,1.00%,12.210,-1300,9,9.0,-103,4.44,0.26,6,0.351,,0.189,7.13,3,0.320,,0.142,8.35,30,3.77,4.65,0.17,0.341,7.54,0.39,0.23,12.21,2.07
Brandon Finnegan,$6.8K,L,CIN,SP,MIL,3,6.80,15.00%,0.937,-600,8,9.0,-107,4.56,0.24,1,0.296,,0.104,7.65,8,0.329,,0.204,8.43,33,4.47,5.79,0.21,0.325,8.34,0.34,0.27,14.05,2.07
Jose Quintana,$8.3K,L,CHW,SP,@ MIN, , ,2.50%,6.836,-200,1,7.5,106,3.65,-0.19,2,0.278,,0.116,8.02,7,0.313,,0.185,8.58,34,3.73,4.45,0.15,0.305,8.46,0.33,0.28,17.09,2.06
James Paxton,$9.6K,L,SEA,SP,TEX,6,11.60, , ,1400,-4,7.5,-175,4.31,0.31,3,0.298,,0.099,6.87,6,0.316,,0.141,9.40,22,3.33,3.38,0.10,0.310,8.56,0.34,0.23,19.61,2.04
