Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Danny Duffy,$4.8K,L,KCR,SP,@ OAK,,,,,-1700,7,8.5,147,3.74,0.41,1,0.221,0.271,0.084,1.70,8,0.349,0.470,0.188,6.60,35,3.96,0.00,0.16,0.335,6.00,0.00,0.00,13.33,2.78
Chris Bassitt,$4.8K,R,OAK,SP,KCR,,,,,-700,-1,8.5,-162,4.76,0.09,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.41,2.59
Jon Lester,$8.3K,L,CHC,SP,PIT,,,,,-100,3,8.0,-167,4.51,4.51,2,0.233,0.303,0.106,2.80,7,0.325,0.426,0.173,6.40,43,3.63,0.00,0.20,0.305,5.60,0.00,0.00,20.92,2.52
Alex Wood,$7.3K,L,LAD,SP,ATL,,,,,-500,6,7.5,-160,4.18,-0.45,3,0.257,0.321,0.086,2.50,6,0.278,0.382,0.163,6.90,38,3.32,0.00,0.21,0.271,5.40,0.00,0.00,17.98,2.46
Anibal Sanchez,$5.5K,R,ATL,SP,@ LAD,,,,,-700,1,7.5,143,3.32,-0.05,5,0.337,0.472,0.203,5.10,4,0.382,0.549,0.238,4.90,31,3.48,0.00,0.30,0.357,5.00,0.00,0.00,13.23,2.41
Luis Castillo,$6.8K,R,CIN,SP,STL,,,,,-500,6,9.0,-109,4.43,0.4,2,0.315,0.446,0.215,4.10,7,0.293,0.376,0.143,5.70,27,3.63,0.00,0.28,0.298,5.30,0.00,0.00,16.27,2.39
David Price,$8.8K,L,BOS,SP,CHW,,,,,500, ,9.5,-187,5.53,-0.01,2,0.231,0.243,0.049,1.50,7,0.299,0.390,0.157,8.90,24,3.50,0.00,0.14,0.284,7.30,0.00,0.00,20.13,2.29
Mike Minor,$5.0K,L,TEX,SP,HOU,,,,,-1400,4,9.5,162,4.01,-0.2,1,0.219,0.269,0.090,3.20,8,0.331,0.474,0.216,6.90,72,3.06,0.00,0.15,0.319,6.50,0.00,0.00,11.37,2.27
Steven Matz,$5.6K,L,NYM,SP,NYY,,,,,-700,1,8.5,145,3.74,-0.08,1,0.309,0.323,0.081,1.40,8,0.350,0.497,0.220,6.20,23,4.25,0.00,0.25,0.345,5.70,0.00,0.00,12.53,2.24
Dereck Rodriguez,$5.0K,R,SFG,SP,@ WAS,,,,,-1000, ,8.5,160,3.62,0.12,6,0.295,0.350,0.100,4.00,3,0.328,0.500,0.250,5.90,2,3.41,0.00,0.14,0.306,4.60,0.00,0.00,11,2.2
