Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Mike Leake,$5.3K,R,SEA,SP,LAA,,,,,-3200,16,8.5,-101,4.18, ,3,0.323,0.424,0.150,2.40,6,0.312,0.429,0.167,3.70,48,4.37,4.11,0.20,0.316,3.30,0.00,0.00,14.29,2.7
Sal Romano,$5.1K,R,CIN,SP,CHW,,,,,-800,3,10.0,-167,5.64,-0.15,3,0.354,0.462,0.181,3.80,6,0.332,0.452,0.198,4.10,31,4.39,4.65,0.21,0.339,4.00,0.00,0.00,13.64,2.67
Marcus Stroman,$6.5K,R,TOR,SP,NYM,,,,, ,-2,9.5,-171,5.38,0.13,5,0.306,0.360,0.098,3.40,4,0.327,0.435,0.166,4.30,41,4.58,3.58,0.27,0.315,3.80,0.00,0.00,16.75,2.58
Luis Perdomo,$4.0K,R,SDP,SP,@ OAK,,,,,-2200,7,8.5,142,3.77,0.11,4,0.364,0.449,0.136,2.70,5,0.333,0.416,0.148,4.50,32,4.82,4.24,0.21,0.347,3.70,0.00,0.00,10.2,2.55
Rich Hill,$8.7K,L,LAD,SP,PIT,,,,,1100,-4,8.5,-220,5.14,0.41,3,0.337,0.359,0.127,2.20,6,0.287,0.391,0.181,9.70,33,2.80,3.90,0.21,0.304,7.20,0.00,0.00,21.49,2.47
Trevor Oaks,$4.0K,R,KCR,SP,CLE,,,,,-1500,3,9.0,217,3.38,-0.12,7,0.606,0.800,0.200,6.40,2,0.308,0.400,0.120,10.70,2,4.09,3.97,0.14,0.540,7.40,0.00,0.00,9.89,2.47
Garrett Richards,$8.0K,R,LAA,SP,@ SEA,,,,,100, ,8.5,-113,4.32, ,4,0.271,0.339,0.140,5.90,5,0.279,0.324,0.115,5.20,18,3.46,3.62,0.24,0.275,5.50,0.00,0.00,19.58,2.45
Clay Holmes,$4.0K,R,PIT,SP,@ LAD,,,,,-1500,3,8.5,193,3.36,0.09,5,0.115,0.000,0.000,2.20,4,0.348,0.286,0.000,2.20,2,7.69,4.41,0.00,0.219,2.20,0.00,0.00,8.87,2.22
Erick Fedde,$5.3K,R,WAS,SP,BOS,,,,,-300,-1,9.0,117,4.24,-0.09,4,0.363,0.489,0.197,4.70,5,0.462,0.667,0.279,3.70,7,4.55,3.99,0.36,0.418,4.20,0.00,0.00,11.55,2.18
Chase Anderson,$7.2K,R,MIL,SP,MIN,,,,,800,-6,8.5,-108,4.32,-0.01,6,0.276,0.328,0.126,4.00,3,0.306,0.417,0.193,4.30,40,3.69,4.64,0.19,0.286,4.10,0.00,0.00,15.14,2.1
