Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Tommy Milone,$4.0K,L,WAS,SP,@ MIA,,,,,-1500,1,8.5,-145,4.62,-0.04,2,0.286,0.438,0.230,2.40,7,0.451,0.664,0.308,5.20,17,4.02,4.88,0.44,0.414,4.50,0.00,0.00,11.17,2.79
Tyler Mahle,$6.0K,R,CIN,SP,PHI,,,,,-700,5,9.5,-124,4.94,-0.01,5,0.408,0.550,0.267,4.20,4,0.280,0.341,0.091,4.20,24,4.15,4.57,0.20,0.351,4.20,0.00,0.00,14.98,2.5
Alex Cobb,$4.9K,R,BAL,SP,TBR,,,,,-1100,2,8.5,113,4.05,-0.36,6,0.331,0.434,0.178,3.40,3,0.339,0.468,0.180,3.10,47,4.37,4.37,0.21,0.334,3.30,0.00,0.00,11.9,2.43
Sonny Gray,$8.2K,R,NYY,SP,KCR,,,,,400,-2,9.5,-241,5.95,-0.13,6,0.313,0.378,0.142,4.10,3,0.320,0.406,0.163,4.90,45,4.07,4.15,0.21,0.315,4.40,0.00,0.00,18.33,2.24
Hunter Wood,$4.0K,R,TBR,SP,@ BAL,,,,,-1500,1,8.5,-126,4.45,-0.14,2,0.321,0.407,0.185,5.60,7,0.287,0.355,0.129,3.10,10,4.13,3.67,0.17,0.295,3.70,0.00,0.00,8.84,2.21
Jakob Junis,$5.5K,R,KCR,SP,@ NYY,,,,,-600,2,9.5,230,3.55,0.13,5,0.343,0.456,0.183,3.70,4,0.332,0.467,0.216,4.70,37,3.74,4.61,0.21,0.338,4.10,0.00,0.00,12.04,2.19
Nick Tropeano,$7.4K,R,LAA,SP,CHW,,,,,300,-2,9.5,-179,5.47,0.3,5,0.363,0.472,0.176,3.40,4,0.313,0.432,0.225,4.50,11,4.19,5.02,0.18,0.341,3.90,0.00,0.00,15.91,2.15
Zack Godley,$8.2K,R,ARI,SP,@ CHC,,,,,-500,3,9.5,-107,4.68,4.68,4,0.311,0.364,0.126,4.70,5,0.315,0.396,0.155,5.30,46,3.82,3.75,0.21,0.313,5.00,0.00,0.00,17.5,2.13
Steven Matz,$6.3K,L,NYM,SP,@ PIT,,,,,-1300,6,8.5,124,3.94,0.16,1,0.326,0.356,0.096,1.40,8,0.349,0.487,0.216,5.90,32,4.28,4.34,0.22,0.346,5.40,0.00,0.00,13.37,2.12
Bartolo Colon,$4.5K,R,TEX,SP,OAK,,,,,-1700,5,11.0,133,4.99,-0.42,4,0.362,0.510,0.214,2.60,5,0.370,0.550,0.248,3.20,47,4.48,4.75,0.22,0.366,2.90,0.00,0.00,9.51,2.11
Rich Hill,$9.2K,L,LAD,SP,@ ATL,,,,,200,2,8.5,-134,4.51,-0.22,3,0.341,0.361,0.124,2.20,6,0.291,0.391,0.177,9.60,37,2.92,3.83,0.21,0.308,7.10,0.00,0.00,19.42,2.11
Tyler Chatwood,$6.3K,R,CHC,SP,ARI,,,,,500,-4,9.5,-105,4.82,4.82,4,0.379,0.463,0.180,3.90,5,0.318,0.350,0.147,3.80,50,5.13,4.99,0.26,0.345,3.80,0.00,0.00,12.18,1.93
Wade Miley,$6.6K,L,MIL,SP,@ SFG,,,,,300,-1,7.5,-101,3.69,-0.24,2,0.309,0.287,0.070,1.50,7,0.373,0.471,0.181,6.80,35,4.78,4.89,0.25,0.359,5.60,0.00,0.00,12.67,1.92
Brian Johnson,$7.0K,L,BOS,SP,MIN,,,,,1300,-8,10.0,-151,5.5,-0.07,3,0.242,0.265,0.059,1.90,6,0.353,0.477,0.182,6.10,31,3.98,4.37,0.15,0.316,4.70,0.00,0.00,13.15,1.88
Dan Straily,$6.2K,R,MIA,SP,WAS,,,,,-800,5,8.5,131,3.88,0.54,6,0.335,0.437,0.188,4.30,3,0.330,0.462,0.215,4.00,47,3.93,4.81,0.22,0.333,4.20,0.00,0.00,11.46,1.85
Dereck Rodriguez,$7.9K,R,SFG,SP,MIL,,,,,-400,3,7.5,-113,3.81,-0.26,5,0.322,0.416,0.169,3.00,4,0.283,0.354,0.124,4.20,10,4.00,4.06,0.11,0.305,3.60,0.00,0.00,14.49,1.83
Dylan Covey,$6.8K,R,CHW,SP,@ LAA,,,,,300,-1,9.5,164,4.03,0.2,2,0.360,0.468,0.193,3.90,7,0.379,0.502,0.208,2.60,29,5.04,4.97,0.27,0.375,2.90,0.00,0.00,11.32,1.66
Nick Kingham,$9.4K,R,PIT,SP,NYM,,,,,900,-1,8.5,-139,4.56,-0.16,5,0.346,0.514,0.266,2.90,4,0.265,0.351,0.149,5.70,10,3.43,3.62,0.22,0.310,4.10,0.00,0.00,15.11,1.61
Anibal Sanchez,$8.3K,R,ATL,SP,LAD,,,,,300,-2,8.5,119,3.99,-0.28,6,0.336,0.453,0.195,5.00,3,0.363,0.514,0.223,4.90,39,3.46,4.12,0.25,0.345,5.00,0.00,0.00,12.91,1.56
Kyle Gibson,$7.4K,R,MIN,SP,@ BOS,,,,,-700,3,10.0,137,4.5,0.07,5,0.337,0.421,0.141,3.50,4,0.327,0.429,0.177,4.50,48,4.23,4.05,0.23,0.333,4.00,0.00,0.00,11.35,1.53
Ranger Suarez,$7.1K,L,PHI,SP,@ CIN,,,,,1600,-10,9.5,110,4.56,0.01,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.42,1.47
Trevor Cahill,$9.9K,R,OAK,SP,@ TEX,,,,,2500,-8,11.0,-148,6.01,-0.08,5,0.312,0.361,0.139,4.20,4,0.352,0.480,0.213,5.20,31,4.14,3.82,0.30,0.330,4.70,0.00,0.00,12.84,1.3
