Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Max Fried,$4.0K,L,ATL,SP,@ STL,,,,,-1900,3,8.5,119,3.99,0.09,1,0.319,0.378,0.182,6.50,8,0.381,0.494,0.203,4.80,12,4.32,4.15,0.46,0.374,5.00,0.00,0.00,10.55,2.64
Jason Hammel,$5.2K,R,KCR,SP,@ SEA,,,,,-1800,13,8.0,173,3.32,-0.09,4,0.327,0.435,0.165,3.80,5,0.342,0.453,0.154,3.60,45,4.15,5.01,0.14,0.335,3.70,0.00,0.00,12.72,2.45
Jeremy Hellickson,$6.1K,R,WAS,SP,@ PHI,,,,,-200, ,9.5,-112,4.67,0.29,5,0.328,0.472,0.232,2.80,4,0.326,0.465,0.214,3.00,39,4.35,5.07,0.24,0.327,2.90,0.00,0.00,14.64,2.4
Felix Hernandez,$6.3K,R,SEA,SP,KCR,,,,,-1500,10,8.0,-192,4.68,-0.41,5,0.352,0.480,0.214,3.50,4,0.326,0.426,0.178,4.90,30,3.96,4.24,0.26,0.340,4.10,0.00,0.00,14.69,2.33
German Marquez,$6.3K,R,COL,SP,@ LAD,,,,,-300, ,8.0,149,3.5,0.33,5,0.345,0.452,0.167,3.90,4,0.349,0.497,0.238,5.00,44,3.71,4.19,0.23,0.347,4.40,0.00,0.00,14.31,2.27
Luke Weaver,$7.7K,R,STL,SP,ATL,,,,,1500,-14,8.5,-134,4.51,-0.09,6,0.320,0.402,0.140,4.30,3,0.308,0.395,0.138,5.80,27,3.53,3.82,0.21,0.316,4.80,0.00,0.00,16.09,2.09
Chris Sale,$13.0K,L,BOS,SP,@ NYY,,,,,1000,1,8.5,-145,4.61,0.02,2,0.233,0.265,0.064,2.00,7,0.268,0.362,0.157,11.90,47,1.73,2.65,0.19,0.260,9.70,0.00,0.00,27.07,2.08
Edwin Jackson,$5.0K,R,OAK,SP,CLE,,,,,-1600,9,9.5,107,4.59,-0.08,7,0.331,0.445,0.179,4.80,2,0.402,0.614,0.328,3.30,16,4.01,5.17,0.26,0.347,4.50,0.00,0.00,10.32,2.06
Adam Plutko,$6.2K,R,CLE,SP,@ OAK,,,,,-100,-1,9.5,-121,4.91,0.08,3,0.436,0.661,0.339,2.70,6,0.257,0.424,0.241,5.80,5,4.19,5.44,0.27,0.317,4.80,0.00,0.00,12.68,2.05
Sonny Gray,$7.1K,R,NYY,SP,BOS,,,,,-500,4,8.5,130,3.89,-0.02,5,0.295,0.356,0.129,4.30,4,0.315,0.411,0.175,5.00,39,3.92,3.98,0.21,0.304,4.60,0.00,0.00,14.56,2.05
Trevor Williams,$7.0K,R,PIT,SP,@ SDP,,,,,200, ,7.5,117,3.53,-0.39,4,0.323,0.405,0.127,2.70,5,0.291,0.377,0.162,4.10,47,4.26,4.61,0.17,0.305,3.50,0.00,0.00,14.27,2.04
Kenta Maeda,$9.4K,R,LAD,SP,COL,,,,,500, ,8.0,-164,4.5,0.17,3,0.337,0.456,0.190,4.00,6,0.257,0.344,0.148,6.60,40,2.94,3.69,0.22,0.284,5.70,0.00,0.00,19.17,2.04
Vincent Velasquez,$7.3K,R,PHI,SP,WAS,,,,,-900,4,9.5,-102,4.83,0.21,4,0.364,0.497,0.237,4.60,5,0.316,0.422,0.183,5.30,31,3.38,4.23,0.27,0.337,5.00,0.00,0.00,14.92,2.04
Andrew Cashner,$4.7K,R,BAL,SP,LAA,,,,,-1300,3,9.5,134,4.3,0.04,2,0.330,0.416,0.166,3.20,7,0.328,0.413,0.140,2.70,41,4.88,5.14,0.17,0.328,2.80,0.00,0.00,9.56,2.03
Shelby Miller,$5.9K,R,ARI,SP,SFG,,,,,-500,2,8.5,-122,4.4,-0.25,5,0.381,0.482,0.206,3.30,4,0.247,0.286,0.062,5.90,5,4.09,4.58,0.11,0.321,4.50,0.00,0.00,11.93,2.02
Tyler Mahle,$6.3K,R,CIN,SP,MIL,,,,,-600,3,9.5,-130,5,0.17,4,0.400,0.544,0.269,4.00,5,0.273,0.330,0.087,4.10,20,4.05,4.71,0.20,0.329,4.10,0.00,0.00,12.51,1.99
Matt Andriese,$5.5K,R,TBR,SP,HOU,,,,, ,-5,7.0,151,3.03,0.11,3,0.256,0.320,0.115,3.60,6,0.377,0.538,0.248,5.40,36,3.70,4.14,0.25,0.337,4.80,0.00,0.00,10.73,1.95
Justin Verlander,$13.3K,R,HOU,SP,@ TBR,,,,,1100,1,7.0,-172,3.97,-0.11,3,0.289,0.377,0.175,5.90,6,0.251,0.322,0.117,5.60,47,2.81,3.88,0.15,0.264,5.70,0.00,0.00,25.86,1.94
Sam Gaviglio,$7.2K,R,TOR,SP,DET,,,,,100,1,9.0,-162,5.04,-0.42,4,0.340,0.470,0.209,2.60,5,0.339,0.471,0.212,4.60,23,4.23,4.50,0.32,0.339,3.70,0.00,0.00,13.8,1.92
Bartolo Colon,$5.0K,R,TEX,SP,CHW,,,,,-1500,7,10.0,-122,5.18,-0.05,4,0.367,0.525,0.228,2.70,5,0.364,0.540,0.240,3.30,42,4.40,4.84,0.23,0.365,3.10,0.00,0.00,9.18,1.84
Matt Boyd,$7.1K,L,DET,SP,@ TOR,,,,,1000,-11,9.0,147,3.96,-0.08,0,0.300,0.375,0.119,1.70,9,0.338,0.440,0.174,6.50,39,4.16,5.02,0.16,0.338,6.50,0.00,0.00,12.59,1.77
Pablo Lopez,$5.4K,R,MIA,SP,NYM,,,,,-100,-4,7.0,142,3.12,0.04,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,9.24,1.71
Joey Lucchesi,$8.1K,L,SDP,SP,PIT,,,,,1100,-4,7.5,-132,3.97,-0.11,2,0.244,0.250,0.023,2.80,7,0.342,0.487,0.244,8.10,10,3.48,3.84,0.30,0.320,6.90,0.00,0.00,13.89,1.71
Jacob deGrom,$13.6K,R,NYM,SP,@ MIA,,,,,1900,-2,7.0,-155,3.88,-0.04,3,0.296,0.377,0.137,4.90,6,0.259,0.334,0.125,6.20,46,2.69,3.10,0.21,0.271,5.80,0.00,0.00,23.07,1.7
Tyler Chatwood,$7.3K,R,CHC,SP,MIN,,,,,600,-6,11.0,-142,5.94,5.94,7,0.365,0.442,0.173,4.10,2,0.306,0.366,0.159,4.00,43,4.88,4.62,0.26,0.352,4.10,0.00,0.00,11.64,1.59
Adalberto Mejia,$6.6K,L,MIN,SP,@ CHC,,,,,1000,-11,11.0,127,5.06,5.06,2,0.350,0.478,0.203,1.80,7,0.351,0.457,0.180,6.80,20,4.15,4.95,0.19,0.351,5.70,0.00,0.00,10.11,1.53
Carlos Rodon,$8.4K,L,CHW,SP,@ TEX,,,,,700,-2,10.0,108,4.82,0.05,3,0.314,0.405,0.131,2.40,6,0.325,0.424,0.201,7.50,15,3.49,4.54,0.23,0.321,5.80,0.00,0.00,12.83,1.53
Ryne Stanek,$4.0K,R,TBR,SP,HOU,,,,,-1500,1,7.0,151,3.03,0.11,3,0.234,0.222,0.016,6.20,6,0.363,0.525,0.304,8.60,38,3.05,4.36,0.22,0.320,7.80,0.00,0.00,5.85,1.46
Tyler Skaggs,$10.7K,L,LAA,SP,@ BAL,,,,,900, ,9.5,-149,5.2,-0.04,1,0.260,0.346,0.132,2.60,8,0.340,0.436,0.166,7.30,27,3.42,4.07,0.21,0.331,6.80,0.00,0.00,15.09,1.41
Jhoulys Chacin,$8.2K,R,MIL,SP,@ CIN,,,,,900,-3,9.5,115,4.5,-0.17,4,0.342,0.424,0.167,3.10,5,0.268,0.325,0.111,4.80,47,4.18,4.70,0.15,0.301,4.00,0.00,0.00,10.12,1.23
Dereck Rodriguez,$8.7K,R,SFG,SP,@ ARI,,,,,300, ,8.5,108,4.1,-0.25,6,0.320,0.429,0.183,3.40,3,0.332,0.429,0.143,4.90,6,3.65,4.37,0.18,0.324,3.90,0.00,0.00,9.49,1.09
