Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Felix Pena,$5.5K,R,LAA,SP,CHW,,,,,-1600,3,8.5,-172,4.84,-0.17,4,0.360,0.455,0.200,4.80,5,0.341,0.484,0.226,7.00,29,3.45,4.13,0.31,0.349,6.00,0.00,0.00,16.29,2.96
Homer Bailey,$4.1K,R,CIN,SP,STL,,,,,-1600, ,10.5,111,5.02,0.15,3,0.376,0.490,0.206,3.00,6,0.401,0.544,0.209,3.50,29,4.90,5.54,0.24,0.393,3.30,0.00,0.00,11.41,2.78
Roenis Elias,$4.0K,L,SEA,SP,SFG,,,,,-1500,-1,8.5,-124,4.42,0.1,3,0.376,0.481,0.148,2.20,6,0.222,0.250,0.091,3.60,12,4.85,4.85,0.00,0.273,3.10,0.00,0.00,10.85,2.71
Mike Minor,$5.0K,L,TEX,SP,OAK,,,,,-1500,1,10.5,-104,5.33,-0.06,1,0.231,0.302,0.113,2.90,8,0.330,0.456,0.205,6.30,79,3.38,4.22,0.16,0.319,5.90,0.00,0.00,13.14,2.63
Wei-Yin Chen,$5.0K,L,MIA,SP,ATL,,,,,-1100,-1,7.5,111,3.58,-0.21,3,0.267,0.344,0.122,2.10,6,0.347,0.462,0.193,5.10,24,4.25,5.05,0.17,0.320,4.10,0.00,0.00,13.14,2.63
Burch Smith,$4.0K,R,KCR,SP,DET,,,,,-1600, ,9.0,-106,4.43,-0.32,5,0.406,0.575,0.233,3.60,4,0.363,0.457,0.212,6.60,26,3.93,4.67,0.36,0.387,4.90,0.00,0.00,10.28,2.57
Zack Wheeler,$7.7K,R,NYM,SP,SDP,,,,,-1300,3,7.5,-132,3.97,-0.09,4,0.356,0.450,0.175,4.40,5,0.315,0.377,0.116,4.40,35,3.95,4.28,0.21,0.333,4.40,0.00,0.00,18.59,2.41
Eric Lauer,$4.0K,L,SDP,SP,@ NYM,,,,,-3400,13,7.5,117,3.53,0.09,2,0.389,0.500,0.171,0.90,7,0.364,0.472,0.167,7.00,16,4.23,4.54,0.17,0.370,5.70,0.00,0.00,9.53,2.38
Julio Teheran,$7.4K,R,ATL,SP,@ MIA,,,,,-400, ,7.5,-126,3.92,-0.29,5,0.345,0.440,0.203,3.70,4,0.308,0.422,0.183,4.20,50,4.20,4.86,0.22,0.329,3.90,0.00,0.00,17.46,2.36
Austin Gomber,$4.2K,L,STL,SP,@ CIN,,,,,-1300,-3,10.5,-125,5.48,0.35,2,0.456,0.625,0.250,2.20,7,0.185,0.087,0.000,6.00,15,4.87,5.34,0.09,0.245,5.20,0.00,0.00,9.66,2.3
Drew Pomeranz,$6.8K,L,BOS,SP,@ BAL,,,,,500,-6,9.5,-158,5.27,0.27,1,0.347,0.409,0.114,2.30,8,0.333,0.433,0.174,7.20,39,3.83,4.38,0.21,0.335,6.70,0.00,0.00,15.66,2.3
Masahiro Tanaka,$8.6K,R,NYY,SP,@ TBR,,,,,-200, ,7.5,-183,4.35,0.55,4,0.305,0.411,0.175,4.60,5,0.329,0.468,0.220,6.10,44,3.17,3.44,0.29,0.318,5.40,0.00,0.00,18.25,2.12
Kyle Hendricks,$7.2K,R,CHC,SP,ARI,,,,,-200,-1,9.0,-156,4.98,4.98,5,0.320,0.418,0.181,4.20,4,0.297,0.388,0.131,4.20,43,3.97,3.83,0.26,0.310,4.20,0.00,0.00,15.13,2.1
Jeremy Hellickson,$6.1K,R,WAS,SP,@ MIL,,,,,-600,-1,9.5,114,4.51,0.09,4,0.338,0.481,0.235,2.90,5,0.323,0.454,0.205,3.00,43,4.40,5.03,0.24,0.330,3.00,0.00,0.00,12.7,2.08
Joe Musgrove,$6.3K,R,PIT,SP,@ CLE,,,,,-900,2,9.0,153,3.9,-0.3,7,0.348,0.473,0.190,4.40,2,0.331,0.436,0.168,4.20,46,3.71,4.10,0.21,0.344,4.30,0.00,0.00,12.89,2.05
Yefry Ramirez,$5.2K,R,BAL,SP,BOS,,,,,-700,-3,9.5,140,4.23,-0.77,5,0.352,0.368,0.105,4.70,4,0.229,0.298,0.107,4.70,5,3.51,3.20,0.13,0.297,4.70,0.00,0.00,10.61,2.04
Yonny Chirinos,$4.7K,R,TBR,SP,NYY,,,,,-1100,-1,7.5,168,3.15,-0.05,4,0.302,0.375,0.143,4.20,5,0.332,0.381,0.095,4.20,6,3.88,4.78,0.10,0.319,4.20,0.00,0.00,9.24,1.97
Andrew Suarez,$7.5K,L,SFG,SP,@ SEA,,,,, ,-4,8.5,109,4.08,0.9,3,0.204,0.272,0.087,2.20,6,0.341,0.449,0.162,6.20,16,3.72,3.21,0.18,0.295,4.80,0.00,0.00,14.1,1.88
Aaron Nola,$12.0K,R,PHI,SP,LAD,,,,,1000, ,8.0,-110,4.07,0.23,5,0.288,0.347,0.117,4.20,4,0.259,0.331,0.114,5.30,47,3.29,3.33,0.15,0.275,4.70,0.00,0.00,22.16,1.85
