Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Walker Buehler,$6.2K,R,LAD,SP,MIA,,,,,0,0,8.0,-263,5.07,0.14,2,0.278,0.214,0.000,12.27,7,0.507,0.714,0.333,11.25,8,0.00,0.00,0.00,0.456,11.48,0.00,0.00,14.5,2.34
Mike Leake,$6.3K,R,SEA,SP,@ CHW,,,,,600,-4,9.0,-148,4.91,-0.14,3,0.331,0.438,0.158,5.45,6,0.313,0.418,0.152,7.78,35,0.00,0.00,0.00,0.319,7.00,0.00,0.00,14.64,2.32
Chris Stratton,$6.8K,R,SFG,SP,WAS,,,,,-100,-1,7.5,-102,3.69,0.06,5,0.294,0.323,0.087,6.68,4,0.285,0.351,0.124,8.85,16,0.00,0.00,0.00,0.290,7.64,0.00,0.00,15.68,2.31
Michael Foltynewicz,$7.7K,R,ATL,SP,@ CIN,,,,,200, ,8.5,-121,4.4,-0.3,6,0.399,0.514,0.194,8.52,3,0.315,0.400,0.154,9.10,33,0.00,0.00,0.00,0.371,8.71,0.00,0.00,16.92,2.2
Kevin Gausman,$5.8K,R,BAL,SP,CLE,,,,,-1700,10,8.0,159,3.42,0.22,6,0.344,0.418,0.142,9.05,3,0.354,0.474,0.185,9.24,38,0.00,0.00,0.00,0.347,9.11,0.00,0.00,12.58,2.17
Carson Fulmer,$4.9K,R,CHW,SP,SEA,,,,,-900,4,9.0,133,4.09,0.14,5,0.402,0.457,0.174,9.28,4,0.301,0.350,0.125,8.02,12,0.00,0.00,0.00,0.357,8.72,0.00,0.00,10.56,2.16
Trevor Cahill,$7.0K,R,OAK,SP,@ TEX,,,,,400,-3,9.5,-137,5.08,-0.16,5,0.319,0.348,0.105,8.79,4,0.390,0.525,0.227,9.73,22,0.00,0.00,0.00,0.351,9.21,0.00,0.00,14.54,2.08
Masahiro Tanaka,$8.8K,R,NYY,SP,MIN,,,,,-300,1,8.5,-206,5.05,-0.31,6,0.337,0.478,0.228,10.72,3,0.343,0.484,0.223,9.83,38,0.00,0.00,0.00,0.339,10.42,0.00,0.00,18.26,2.08
Jake Odorizzi,$6.1K,R,MIN,SP,@ NYY,,,,,-1100,5,8.5,180,3.45,-0.19,3,0.322,0.434,0.217,8.21,6,0.327,0.436,0.211,8.70,33,0.00,0.00,0.00,0.325,8.54,0.00,0.00,12.34,2.02
Sal Romano,$5.8K,R,CIN,SP,ATL,,,,,300,-1,8.5,108,4.1,-0.2,6,0.310,0.401,0.183,8.51,3,0.343,0.444,0.170,6.59,20,0.00,0.00,0.00,0.321,7.87,0.00,0.00,11.43,1.97
Jarlin Garcia,$6.0K,L,MIA,SP,@ LAD,,,,,200,1,8.0,229,2.93,-0.14,1,0.262,0.315,0.126,8.01,8,0.280,0.340,0.142,6.43,48,0.00,0.00,0.00,0.278,6.61,0.00,0.00,11.77,1.96
Carlos Carrasco,$11.7K,R,CLE,SP,@ BAL,,,,,2100, ,8.0,-178,4.58,-0.22,4,0.367,0.516,0.235,11.15,5,0.261,0.332,0.122,10.55,36,0.00,0.00,0.00,0.308,10.82,0.00,0.00,22.42,1.92
Matt Moore,$6.5K,L,TEX,SP,OAK,,,,,500,-2,9.5,122,4.42,-0.34,1,0.435,0.590,0.235,8.31,8,0.328,0.433,0.179,8.07,36,0.00,0.00,0.00,0.340,8.10,0.00,0.00,11.96,1.84
Gerrit Cole,$12.6K,R,HOU,SP,LAA,,,,,1900, ,8.5,-195,4.99,0.05,2,0.354,0.492,0.223,10.62,7,0.297,0.383,0.149,8.92,37,0.00,0.00,0.00,0.310,9.30,0.00,0.00,23.09,1.83
Tyler Skaggs,$6.7K,L,LAA,SP,@ HOU,,,,,-700,2,8.5,173,3.51,-0.05,1,0.306,0.390,0.142,7.96,8,0.358,0.465,0.179,9.19,20,0.00,0.00,0.00,0.352,9.05,0.00,0.00,12.04,1.8
Gio Gonzalez,$10.8K,L,WAS,SP,@ SFG,,,,,2000,-1,7.5,-110,3.81,-0.06,3,0.244,0.287,0.092,8.61,6,0.302,0.370,0.148,9.80,38,0.00,0.00,0.00,0.283,9.40,0.00,0.00,16.3,1.51
Chad Bettis,$7.5K,R,COL,SP,SDP,,,,,1100,-5,11.0,-172,6.25,0.02,5,0.335,0.490,0.245,7.92,4,0.365,0.482,0.187,4.59,13,0.00,0.00,0.00,0.348,6.44,0.00,0.00,10.89,1.45
Bryan Mitchell,$4.6K,R,SDP,SP,@ COL,,,,,-900,2,11.0,154,4.75,-0.02,4,0.358,0.450,0.183,5.65,5,0.346,0.414,0.114,4.26,25,0.00,0.00,0.00,0.351,4.88,0.00,0.00,6.28,1.37
