Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Mike Minor,$4.8K,L,TEX,SP,@ HOU,,,,,-1900,10,8.5,221,3.17, ,1,0.210,0.223,0.053,12.12,8,0.287,0.388,0.182,9.42,60,0.00,0.00,0.00,0.278,9.72,0.00,0.00,13.62,2.84
Garrett Richards,$7.1K,R,LAA,SP,@ KCR,,,,,-1200,7,7.5,-164,4.21, ,4,0.273,0.349,0.143,10.80,5,0.248,0.250,0.066,8.85,9,0.00,0.00,0.00,0.259,9.72,0.00,0.00,17.16,2.42
Brandon Finnegan,$5.5K,L,CIN,SP,STL,,,,,-100,-2,9.5,115,4.5, ,1,0.284,0.167,0.000,16.20,8,0.343,0.353,0.147,10.00,4,0.00,0.00,0.00,0.336,10.69,0.00,0.00,12.63,2.3
Trevor Richards,$4.9K,R,MIA,SP,PIT,,,,,-600, ,7.5,168,3.13, ,4,0.345,0.400,0.067,16.20,5,0.597,0.875,0.375,0.00,2,0.00,0.00,0.00,0.485,7.20,0.00,0.00,11.09,2.26
Jose Quintana,$9.0K,L,CHC,SP,ATL,,,,,600,1,6.5,-176,3.72, ,3,0.249,0.318,0.098,9.73,6,0.311,0.391,0.159,10.18,38,0.00,0.00,0.00,0.290,10.03,0.00,0.00,20.06,2.23
Rich Hill,$9.7K,L,LAD,SP,ARI,,,,,1500,-3,7.0,-179,4.02, ,2,0.366,0.412,0.145,10.30,7,0.285,0.380,0.177,12.55,30,0.00,0.00,0.00,0.303,12.05,0.00,0.00,21.24,2.19
Kendall Graveman,$5.2K,R,OAK,SP,@ SEA,,,,,-300,-1,9.0,-106,4.43, ,5,0.341,0.451,0.191,6.00,4,0.375,0.500,0.188,5.76,22,0.00,0.00,0.00,0.356,5.89,0.00,0.00,11.34,2.18
Matt Harvey,$6.8K,R,NYM,SP,MIL,,,,,-800,5,8.0,-116,4.09, ,4,0.405,0.560,0.262,6.34,5,0.317,0.393,0.146,6.87,20,0.00,0.00,0.00,0.356,6.63,0.00,0.00,14.57,2.14
Clayton Richard,$5.5K,L,SDP,SP,SFG,,,,,-700,3,8.5,-114,4.33, ,3,0.305,0.358,0.065,11.45,6,0.402,0.546,0.221,6.05,35,0.00,0.00,0.00,0.370,7.85,0.00,0.00,11.71,2.13
Max Scherzer,$12.4K,R,WAS,SP,COL,,,,,900, ,7.5,-212,4.49, ,5,0.308,0.396,0.183,10.89,4,0.191,0.233,0.095,14.38,36,0.00,0.00,0.00,0.256,12.44,0.00,0.00,25.54,2.06
Taijuan Walker,$7.2K,R,ARI,SP,@ LAD,,,,,-500,3,7.0,160,2.98, ,6,0.312,0.401,0.172,8.82,3,0.318,0.409,0.147,8.49,31,0.00,0.00,0.00,0.314,8.71,0.00,0.00,14.85,2.06
Hector Velazquez,$6.0K,R,BOS,SP,BAL,,,,,-100,1,8.5,-153,4.68, ,4,0.254,0.353,0.177,7.71,5,0.268,0.342,0.118,5.95,11,0.00,0.00,0.00,0.262,6.73,0.00,0.00,12.22,2.04
Jon Gray,$7.6K,R,COL,SP,@ WAS,,,,,400,-3,7.5,186,3.01, ,4,0.325,0.408,0.136,8.94,5,0.340,0.445,0.161,11.47,24,0.00,0.00,0.00,0.333,10.35,0.00,0.00,15.19,2
Chris Archer,$10.4K,R,TBR,SP,PHI,,,,,1600, ,7.0,-128,3.67, ,5,0.327,0.410,0.162,12.20,4,0.293,0.384,0.156,11.24,37,0.00,0.00,0.00,0.312,11.77,0.00,0.00,20.24,1.95
Jake Arrieta,$9.4K,R,PHI,SP,@ TBR,,,,,800,1,7.0,114,3.33, ,3,0.344,0.464,0.217,10.18,6,0.265,0.324,0.134,8.82,33,0.00,0.00,0.00,0.291,9.27,0.00,0.00,17.25,1.84
