Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Rich Hill,$6.0K,L,LAD,SP,@ WAS,,,,,-1200,5,7.0,189,2.79,2.79,4,0.342,0.380,0.141,2.20,14,0.282,0.386,0.177,9.80,29,2.87,0.00,0.21,0.591,16.20,0.00,0.00,18.74,3.12
Danny Duffy,$4.8K,L,KCR,SP,NYY,,,,,-1300,2,8.0,239,2.86,-0.28,0,0.211,0.261,0.087,1.80,9,0.349,0.472,0.187,6.90,31,3.81,0.00,0.16,0.349,6.90,0.00,0.00,14.24,2.97
John Gant,$4.8K,R,STL,SP,PHI,,,,,-700,-2,9.5,-118,4.89,0.5,5,0.368,0.500,0.214,4.60,4,0.258,0.345,0.149,3.90,9,4.54,0.00,0.19,0.319,4.30,0.00,0.00,14.01,2.92
Sal Romano,$5.1K,R,CIN,SP,CHC,,,,,-700,-3,9.0,165,3.79,-0.25,10,0.341,0.456,0.186,3.70,8,0.327,0.433,0.173,3.60,24,4.48,0.00,0.18,0.670,7.30,0.00,0.00,14.45,2.83
Chris Stratton,$4.9K,R,SFG,SP,COL,,,,,-1100, ,7.5,-100,3.69,-0.38,4,0.350,0.445,0.172,3.60,5,0.297,0.383,0.142,4.70,20,4.39,0.00,0.16,0.321,4.20,0.00,0.00,13.84,2.82
Sam Gaviglio,$4.0K,R,TOR,SP,OAK,,,,,-1500,1,9.0,-103,4.43,4.43,3,0.348,0.489,0.232,2.80,6,0.339,0.484,0.220,3.80,16,4.53,0.00,0.33,0.342,3.50,0.00,0.00,10.74,2.69
Ariel Jurado,$4.0K,R,TEX,SP,@ CHW,,,,,-1500,1,10.0,-119,5.16,0.47,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.58,2.65
Jose Quintana,$7.4K,L,CHC,SP,@ CIN,,,,,-100, ,9.0,-185,5.21,0.25,8,0.247,0.313,0.103,2.40,10,0.324,0.430,0.181,8.30,38,3.38,0.00,0.21,0.580,11.30,0.00,0.00,19.26,2.6
Steven Matz,$6.2K,L,NYM,SP,ARI,,,,,-700,1,7.0,117,3.31,-0.05,3,0.347,0.390,0.104,1.20,6,0.351,0.502,0.225,6.70,19,4.18,0.00,0.26,0.350,4.90,0.00,0.00,15.91,2.57
Lucas Giolito,$4.1K,R,CHW,SP,TEX,,,,,-1800,2,10.0,107,4.84,0.03,6,0.329,0.419,0.198,2.80,3,0.290,0.351,0.155,3.40,15,4.82,0.00,0.20,0.316,3.00,0.00,0.00,10.1,2.46
Jon Gray,$7.6K,R,COL,SP,@ SFG,,,,,-500,1,7.5,-112,3.81,-0.12,4,0.313,0.421,0.153,5.00,5,0.314,0.412,0.137,5.40,27,3.24,0.00,0.21,0.314,5.20,0.00,0.00,18.35,2.41
Dylan Bundy,$6.9K,R,BAL,SP,@ BOS,,,,,-1100,4,9.0,161,3.82,-0.17,4,0.342,0.468,0.193,3.40,5,0.298,0.422,0.203,5.60,36,3.52,0.00,0.20,0.318,4.60,0.00,0.00,16.12,2.34
Dallas Keuchel,$9.5K,L,HOU,SP,CLE,,,,,700, ,7.5,-113,3.81,0.25,2,0.213,0.268,0.088,2.70,7,0.288,0.370,0.141,6.30,31,4.29,0.00,0.29,0.271,5.50,0.00,0.00,21.57,2.27
Jose Urena,$5.3K,R,MIA,SP,@ ATL,,,,,-1800,5,8.5,183,3.43,-0.19,6,0.318,0.427,0.184,2.60,3,0.302,0.391,0.158,4.30,40,4.33,0.00,0.19,0.313,3.20,0.00,0.00,11.43,2.16
Sergio Romo,$4.0K,R,TBR,SP,@ LAA,,,,,-1500,1,8.0,162,3.4,-0.23,1,0.352,0.443,0.168,3.30,8,0.279,0.397,0.197,9.20,70,3.11,0.00,0.24,0.287,8.50,0.00,0.00,8.65,2.16
Corey Kluber,$11.9K,R,CLE,SP,@ HOU,,,,,1100,2,7.5,100,3.69,0.25,3,0.259,0.347,0.146,5.40,6,0.234,0.328,0.137,6.50,36,2.22,0.00,0.26,0.242,6.10,0.00,0.00,25.64,2.15
Andrew Heaney,$9.1K,L,LAA,SP,TBR,,,,,800,-2,8.0,-180,4.6,-0.27,1,0.317,0.386,0.091,1.80,8,0.372,0.580,0.316,8.90,11,2.96,0.00,0.35,0.366,8.20,0.00,0.00,19.31,2.12
Max Scherzer,$14.0K,R,WAS,SP,LAD,,,,,2400, ,7.0,-216,4.21,4.21,10,0.288,0.380,0.177,6.00,8,0.187,0.233,0.096,7.80,37,1.82,0.00,0.15,0.486,13.60,0.00,0.00,28.08,2.01
Michael Fiers,$6.1K,R,DET,SP,@ SEA,,,,,-600,1,7.5,233,2.72,-0.14,3,0.351,0.486,0.224,3.90,6,0.340,0.464,0.199,4.40,36,3.86,0.00,0.26,0.344,4.20,0.00,0.00,12.2,2
Nick Kingham,$7.6K,R,PIT,SP,SDP,,,,,-1000,4,7.5,-143,4.06,-0.16,6,0.190,0.308,0.154,1.50,3,0.228,0.355,0.194,10.40,2,1.29,0.00,0.29,0.203,4.50,0.00,0.00,15.02,1.98
Luis Severino,$12.6K,R,NYY,SP,@ KCR,,,,,2100,-1,8.0,-279,5.14,-0.22,4,0.276,0.367,0.158,5.50,5,0.244,0.303,0.106,6.30,38,2.81,0.00,0.20,0.258,6.00,0.00,0.00,24.68,1.96
James Paxton,$12.2K,L,SEA,SP,DET,,,,,2500,-2,7.5,-269,4.78,0.14,1,0.302,0.367,0.109,1.70,8,0.255,0.318,0.111,10.00,31,2.62,0.00,0.14,0.260,9.10,0.00,0.00,23.51,1.93
Patrick Corbin,$11.3K,L,ARI,SP,@ NYM,,,,,1300,2,7.0,-129,3.69,0.05,4,0.259,0.342,0.139,2.60,5,0.326,0.448,0.183,7.10,40,3.50,0.00,0.23,0.296,5.10,0.00,0.00,21.2,1.88
Clayton Richard,$6.4K,L,SDP,SP,@ PIT,,,,,-300,-1,7.5,128,3.44,-0.34,2,0.285,0.336,0.066,2.90,7,0.372,0.516,0.210,4.60,39,4.53,0.00,0.27,0.353,4.20,0.00,0.00,11.65,1.82
Fernando Romero,$8.7K,R,MIN,SP,MIL,,,,,2300,-11,8.5,-114,4.33,-0.1,4,0.132,0.091,0.000,5.60,5,0.346,0.343,0.086,5.60,3,3.69,0.00,0.00,0.251,5.60,0.00,0.00,15.51,1.78
Rick Porcello,$9.7K,R,BOS,SP,BAL,,,,,800, ,9.0,-181,5.18,-0.33,4,0.346,0.501,0.226,4.20,5,0.316,0.433,0.160,4.30,41,3.50,0.00,0.20,0.329,4.30,0.00,0.00,16.68,1.72
Sean Newcomb,$11.5K,L,ATL,SP,MIA,,,,,2300,-1,8.5,-209,5.07,0.19,1,0.319,0.399,0.160,2.60,8,0.309,0.371,0.136,7.70,26,3.78,0.00,0.14,0.310,7.10,0.00,0.00,19.17,1.67
Sean Manaea,$9.0K,L,OAK,SP,@ TOR,,,,,500, ,9.0,-110,4.57,4.57,1,0.259,0.311,0.094,1.80,8,0.317,0.419,0.165,6.50,36,3.79,0.00,0.16,0.311,6.00,0.00,0.00,14.23,1.58
Zach Eflin,$7.2K,R,PHI,SP,@ STL,,,,,-800,3,9.5,106,4.61,0.5,2,0.365,0.552,0.265,3.20,7,0.328,0.453,0.168,2.40,13,4.34,0.00,0.24,0.336,2.50,0.00,0.00,11.21,1.56
Freddy Peralta,$8.1K,R,MIL,SP,@ MIN,,,,,1500,-9,8.5,102,4.17,0.1,7,0.157,0.111,0.000,8.70,2,0.063,0.000,0.000,13.80,1,0.08,0.00,0.00,0.136,9.80,0.00,0.00,10.87,1.34
