Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Marco Estrada,$4.1K,R,TOR,SP,NYY,,,,,-2400,9,9.5,126,4.38,-0.08,4,0.305,0.438,0.210,3.70,5,0.363,0.510,0.219,4.50,44,3.89,0.00,0.18,0.337,4.20,0.00,0.00,12.06,2.94
Steven Wright,$5.3K,R,BOS,SP,DET,,,,,-600,-2,10.0,-176,5.73,0.08,3,0.313,0.431,0.207,2.80,6,0.383,0.559,0.260,3.80,12,4.42,0.00,0.31,0.360,3.50,0.00,0.00,14.46,2.73
Jason Vargas,$5.0K,L,NYM,SP,BAL,,,,,-1100,2,8.5,-122,4.41,-0.08,1,0.367,0.497,0.190,1.10,8,0.324,0.442,0.181,6.20,37,4.13,0.00,0.21,0.329,5.70,0.00,0.00,12.49,2.5
Alex Cobb,$4.8K,R,BAL,SP,@ NYM,,,,,-1200,2,8.5,109,4.09,0.08,6,0.323,0.431,0.172,3.30,3,0.326,0.453,0.173,3.30,38,4.31,0.00,0.21,0.324,3.30,0.00,0.00,11.93,2.49
Brad Keller,$4.2K,R,KCR,SP,@ LAA,,,,,-1300,-1,8.0,166,3.37,-0.16,1,0.232,0.211,0.032,2.40,8,0.255,0.345,0.121,5.20,19,4.95,0.00,0.11,0.252,4.90,0.00,0.00,10.39,2.47
Matt Moore,$4.5K,L,TEX,SP,OAK,,,,,-1300, ,10.5,129,4.81,0.24,1,0.450,0.630,0.252,1.60,8,0.341,0.460,0.187,5.90,43,4.34,0.00,0.17,0.353,5.50,0.00,0.00,11,2.44
Dallas Keuchel,$7.9K,L,HOU,SP,SEA,,,,,-500,4,7.5,-117,3.85,-0.09,3,0.235,0.314,0.116,2.60,6,0.293,0.377,0.142,6.30,35,4.31,0.00,0.29,0.274,5.00,0.00,0.00,19.31,2.44
Jose Urena,$5.6K,R,MIA,SP,@ STL,,,,,-1200,4,8.0,169,3.34,0.41,3,0.317,0.421,0.175,2.60,6,0.305,0.396,0.159,4.30,44,4.30,0.00,0.19,0.309,3.70,0.00,0.00,12.78,2.28
Max Scherzer,$13.3K,R,WAS,SP,TBR,,,,,1300, ,6.5,-254,4.09,-0.29,2,0.287,0.382,0.178,5.90,7,0.189,0.233,0.092,7.80,41,1.79,0.00,0.15,0.211,7.40,0.00,0.00,29.95,2.25
Corey Kluber,$12.6K,R,CLE,SP,MIL,,,,,1100, ,7.5,-203,4.45,-0.04,4,0.253,0.335,0.135,5.30,5,0.239,0.333,0.135,6.60,40,2.18,0.00,0.25,0.245,6.00,0.00,0.00,27.61,2.19
Kyle Hendricks,$8.3K,R,CHC,SP,PHI,,,,,300, ,7.5,-199,4.43,4.43,4,0.313,0.423,0.185,4.40,5,0.277,0.374,0.135,4.60,34,3.78,0.00,0.26,0.293,4.50,0.00,0.00,17.88,2.15
Sean Newcomb,$9.2K,L,ATL,SP,@ SDP,,,,,300,3,7.5,-126,3.92,0.19,1,0.314,0.388,0.158,2.40,8,0.303,0.357,0.122,7.30,30,3.94,0.00,0.12,0.304,6.70,0.00,0.00,19.78,2.15
Artie Lewicki,$4.0K,R,DET,SP,@ BOS,,,,,-1500,1,10.0,161,4.27,0.42,5,0.374,0.444,0.111,2.30,4,0.346,0.414,0.071,4.20,11,4.72,0.00,0.08,0.362,3.20,0.00,0.00,8.61,2.15
Jordan Lyles,$6.5K,R,SDP,SP,ATL,,,,,-900,4,7.5,112,3.58,0.31,6,0.365,0.502,0.208,3.10,3,0.361,0.516,0.225,5.20,55,4.06,0.00,0.28,0.364,3.80,0.00,0.00,13.72,2.11
Fernando Romero,$7.7K,R,MIN,SP,CHW,,,,,1400,-8,9.0,-169,5.1,0.01,9,0.162,0.114,0.000,3.50,9,0.316,0.349,0.111,5.70,5,3.86,0.00,0.07,0.478,9.20,0.00,0.00,16,2.08
Madison Bumgarner,$10.1K,L,SFG,SP,ARI,,,,,1400,-1,6.5,-140,3.49,-0.14,2,0.222,0.256,0.061,1.30,7,0.312,0.462,0.211,6.70,18,3.24,0.00,0.23,0.292,5.50,0.00,0.00,20.83,2.06
Sean Manaea,$7.7K,L,OAK,SP,@ TEX,,,,, , ,10.5,-145,5.69,0.26,4,0.268,0.314,0.091,1.70,5,0.324,0.436,0.181,6.30,40,3.96,0.00,0.17,0.299,4.30,0.00,0.00,15.8,2.05
Kyle Freeland,$8.1K,L,COL,SP,@ CIN,,,,,300,-1,8.5,-117,4.35,-0.23,4,0.298,0.398,0.145,2.70,5,0.330,0.418,0.149,4.10,41,4.62,0.00,0.19,0.316,3.50,0.00,0.00,16.62,2.05
Ross Stripling,$9.6K,R,LAD,SP,@ PIT,,,,,1100, ,7.5,-124,3.9,-0.21,5,0.237,0.289,0.076,5.30,4,0.311,0.438,0.174,6.30,62,2.93,0.00,0.22,0.270,5.80,0.00,0.00,19.27,2.01
CC Sabathia,$5.9K,L,NYY,SP,@ TOR,,,,,-300, ,9.5,-142,5.12,-0.42,0,0.307,0.364,0.124,1.80,9,0.299,0.397,0.159,6.60,37,4.14,0.00,0.27,0.299,6.60,0.00,0.00,11.88,2.01
Joe Musgrove,$7.5K,R,PIT,SP,LAD,,,,,300,-2,7.5,110,3.6,-0.29,4,0.321,0.445,0.180,4.60,5,0.332,0.456,0.183,3.90,39,3.64,0.00,0.23,0.327,4.20,0.00,0.00,15,2
