Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jeff Samardzija,$4.4K,R,SFG,SP,@ LAA,,,,,-1300,2,8.5,138,3.82,-0.38,2,0.335,0.482,0.228,5.00,7,0.301,0.407,0.150,3.90,39,3.31,4.01,0.20,0.309,4.10,0.00,0.00,16.18,3.68
Shohei Ohtani,$4.3K,R,LAA,OF,SFG,,,,,900, ,8.5,-153,4.68,-0.12,1,0.251,0.234,0.047,4.50,8,0.287,0.386,0.178,6.90,9,2.68,3.55,0.18,0.283,6.60,0.00,0.00,12.46,2.9
Matt Koch,$5.6K,R,ARI,SP,SDP,,,,,-100,-1,8.5,-111,4.31,-0.59,4,0.290,0.413,0.219,3.30,5,0.403,0.579,0.262,2.20,13,4.65,5.19,0.25,0.353,2.70,0.00,0.00,14.96,2.67
Daniel Norris,$5.0K,L,DET,SP,KCR,,,,,-800,2,8.0,-104,3.94,-0.5,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.69,2.54
Mike Minor,$6.0K,L,TEX,SP,SEA,,,,,-300,2,9.5,-126,4.97,0.54,4,0.235,0.304,0.111,2.70,5,0.318,0.442,0.200,6.60,77,3.22,4.26,0.15,0.281,4.90,0.00,0.00,14.68,2.45
Clayton Kershaw,$11.8K,L,LAD,SP,WAS,,,,,1200, ,6.0,-150,3.29,0.1,1,0.302,0.429,0.185,2.20,8,0.257,0.351,0.147,9.20,37,2.59,2.78,0.28,0.262,8.40,0.00,0.00,28.25,2.39
Kendall Graveman,$4.2K,R,OAK,SP,BOS,,,,,-1300,1,9.0,120,4.22,0.06,5,0.324,0.419,0.163,3.30,4,0.371,0.507,0.196,3.50,24,4.62,4.53,0.24,0.345,3.40,0.00,0.00,9.98,2.38
Drew Pomeranz,$6.4K,L,BOS,SP,@ OAK,,,,,200,-2,9.0,-134,4.78,-0.06,1,0.344,0.407,0.113,2.30,8,0.330,0.432,0.175,7.20,39,3.77,4.31,0.21,0.332,6.70,0.00,0.00,15.09,2.36
Sonny Gray,$6.8K,R,NYY,SP,TOR,,,,,-600,3,8.5,-187,4.94,-0.29,4,0.309,0.378,0.142,4.20,5,0.318,0.413,0.172,5.00,41,3.96,4.02,0.22,0.314,4.70,0.00,0.00,15.95,2.35
Jakob Junis,$6.7K,R,KCR,SP,@ DET,,,,,300,-2,8.0,-108,4.06,-0.5,7,0.340,0.457,0.188,3.70,11,0.332,0.469,0.217,5.10,34,3.71,4.66,0.22,0.670,9.10,0.00,0.00,15.34,2.29
Noah Syndergaard,$10.5K,R,NYM,SP,@ ATL,,,,,300, ,7.5,-141,4.04,-0.1,7,0.275,0.344,0.098,6.40,2,0.276,0.342,0.095,5.10,16,2.77,2.79,0.10,0.275,6.10,0.00,0.00,23.86,2.27
Chris Archer,$9.5K,R,TBR,SP,MIN,,,,,800,-1,7.5,-128,3.94,0.09,7,0.338,0.445,0.178,4.90,2,0.293,0.382,0.149,6.20,45,2.86,3.52,0.20,0.328,5.20,0.00,0.00,20.65,2.17
Lance Lynn,$6.4K,R,MIN,SP,@ TBR,,,,,-1000,6,7.5,114,3.56,-0.09,4,0.361,0.465,0.208,2.80,5,0.283,0.342,0.123,5.60,47,4.23,4.66,0.20,0.318,4.40,0.00,0.00,13.74,2.15
Brandon Finnegan,$5.7K,L,CIN,SP,@ STL,,,,,200,-4,8.5,185,3.41,-0.19,1,0.394,0.538,0.230,1.40,8,0.368,0.453,0.194,6.80,9,4.82,5.78,0.22,0.371,6.20,0.00,0.00,11.66,2.05
Michael Wacha,$7.8K,R,STL,SP,CIN,,,,,-700,1,8.5,-211,5.09,0.19,6,0.297,0.362,0.124,3.90,3,0.316,0.407,0.146,4.90,43,3.89,3.99,0.18,0.303,4.20,0.00,0.00,15.55,1.99
Tyson Ross,$7.5K,R,SDP,SP,@ ARI,,,,,600,-5,8.5,-101,4.19,0.09,5,0.358,0.453,0.185,3.60,4,0.305,0.371,0.157,4.20,29,4.38,4.89,0.20,0.334,3.90,0.00,0.00,14.56,1.94
Ivan Nova,$7.0K,R,PIT,SP,@ PHI,,,,,-500,3,8.0,-104,3.94,-0.26,5,0.362,0.515,0.212,2.30,4,0.310,0.434,0.190,4.50,45,4.01,4.22,0.24,0.339,3.30,0.00,0.00,13.44,1.92
Andrew Heaney,$7.6K,L,LAA,SP,SFG,,,,,100,-1,8.5,-153,4.68,-0.12,1,0.260,0.303,0.056,1.60,8,0.354,0.516,0.265,7.70,20,3.42,4.05,0.30,0.344,7.00,0.00,0.00,14.37,1.89
