Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jose Urena,$4.1K,R,MIA,SP,PHI,,,,,-2300,7,7.0,154,3.02,-0.29,4,0.333,0.416,0.172,5.27,5,0.311,0.399,0.163,7.57,38,0.00,0.00,0.00,0.321,6.55,0.00,0.00,12.13,2.96
Luis Castillo,$5.3K,R,CIN,SP,MIL,,,,,-1400,2,9.5,-104,4.68,-0.25,4,0.336,0.483,0.258,7.81,5,0.295,0.359,0.127,10.27,21,0.00,0.00,0.00,0.313,9.18,0.00,0.00,15.66,2.95
Dallas Keuchel,$7.0K,L,HOU,SP,NYY,,,,,-1500,6,8.0,114,3.8,-0.14,1,0.222,0.273,0.091,10.52,8,0.308,0.390,0.150,7.74,33,0.00,0.00,0.00,0.298,8.05,0.00,0.00,18.67,2.67
Andrew Heaney,$6.0K,L,LAA,SP,BAL,,,,,-1700,5,7.5,-151,4.12,-0.24,1,0.351,0.429,0.108,8.53,8,0.497,0.789,0.459,13.32,8,0.00,0.00,0.00,0.481,12.79,0.00,0.00,15.3,2.55
James Paxton,$8.0K,L,SEA,SP,OAK,,,,,-800,1,8.0,-173,4.55,-0.02,0,0.310,0.370,0.109,9.93,9,0.293,0.368,0.138,11.35,30,0.00,0.00,0.00,0.293,11.35,0.00,0.00,20.11,2.51
Brett Anderson,$4.2K,L,OAK,SP,@ SEA,,,,,-1300,2,8.0,155,3.45,0.02,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.49,2.5
Dylan Bundy,$7.8K,R,BAL,SP,@ LAA,,,,,-1500,5,7.5,136,3.38,-0.26,2,0.364,0.489,0.196,7.19,7,0.289,0.388,0.176,10.33,35,0.00,0.00,0.00,0.306,9.63,0.00,0.00,19.05,2.44
Yu Darvish,$8.4K,R,CHC,SP,COL,,,,,-100,-2,10.5,-217,6.33,6.33,4,0.345,0.476,0.220,10.71,5,0.270,0.337,0.135,10.34,39,0.00,0.00,0.00,0.303,10.50,0.00,0.00,19.53,2.33
Zack Godley,$7.6K,R,ARI,SP,LAD,,,,,-1400,6,7.5,-110,3.81,-0.39,7,0.284,0.317,0.096,10.38,2,0.296,0.381,0.149,9.80,32,0.00,0.00,0.00,0.287,10.25,0.00,0.00,17.63,2.32
Jacob deGrom,$11.5K,R,NYM,SP,ATL,,,,,1000, ,7.5,-150,4.11,0.19,6,0.304,0.390,0.146,10.09,3,0.284,0.369,0.139,11.88,37,0.00,0.00,0.00,0.297,10.69,0.00,0.00,25.15,2.19
Aaron Nola,$9.9K,R,PHI,SP,@ MIA,,,,,1000,-3,7.0,-172,3.98,-0.21,1,0.302,0.368,0.121,8.14,8,0.271,0.348,0.126,11.01,34,0.00,0.00,0.00,0.274,10.69,0.00,0.00,21.26,2.15
Fernando Romero,$4.7K,R,MIN,SP,TOR,,,,,-900,1,9.0,-105,4.43,-0.4,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.09,2.15
Stephen Strasburg,$10.8K,R,WAS,SP,PIT,,,,,1100, ,8.0,-194,4.69,0.26,4,0.265,0.338,0.138,10.78,5,0.261,0.329,0.116,11.51,36,0.00,0.00,0.00,0.263,11.19,0.00,0.00,23.16,2.14
Sean Newcomb,$7.6K,L,ATL,SP,@ NYM,,,,,300,-7,7.5,135,3.39,0.31,1,0.336,0.414,0.166,10.22,8,0.334,0.412,0.160,10.54,24,0.00,0.00,0.00,0.334,10.50,0.00,0.00,16.08,2.12
Michael Fulmer,$7.2K,R,DET,SP,TBR,,,,,-800,1,8.0,112,3.82,-0.12,4,0.305,0.380,0.115,6.79,5,0.270,0.320,0.098,6.29,30,0.00,0.00,0.00,0.286,6.51,0.00,0.00,15.17,2.11
Danny Duffy,$5.3K,L,KCR,SP,@ BOS,,,,,-2300,6,10.5,168,4.39,0.46,3,0.220,0.256,0.074,7.71,6,0.350,0.465,0.186,8.54,29,0.00,0.00,0.00,0.307,8.26,0.00,0.00,11.12,2.1
Drew Pomeranz,$7.8K,L,BOS,SP,KCR,,,,,400,-8,10.5,-189,6.11,0.54,3,0.337,0.394,0.110,11.68,6,0.326,0.431,0.176,9.10,35,0.00,0.00,0.00,0.330,9.96,0.00,0.00,16.05,2.06
Derek Holland,$6.3K,L,SFG,SP,SDP,,,,,-1200,2,8.0,-129,4.21,-0.08,3,0.333,0.406,0.156,5.91,6,0.404,0.570,0.281,8.81,33,0.00,0.00,0.00,0.380,7.84,0.00,0.00,12.87,2.04
Luis Severino,$9.2K,R,NYY,SP,@ HOU,,,,,-1000,4,8.0,-128,4.2,0.14,3,0.279,0.354,0.147,11.10,6,0.257,0.312,0.114,10.36,41,0.00,0.00,0.00,0.264,10.61,0.00,0.00,18.67,2.03
