Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Lance Lynn,$5.1K,R,MIN,SP,@ DET,,,,,-2400,7,9.0,-107,4.58,0.18,4,0.356,0.462,0.211,3.00,5,0.282,0.341,0.125,5.40,42,4.20,0.00,0.20,0.315,4.30,0.00,0.00,15.07,2.95
German Marquez,$5.8K,R,COL,SP,@ PHI,,,,,-1900,5,8.5,109,4.08,-0.02,7,0.334,0.435,0.160,3.80,2,0.353,0.501,0.239,5.00,41,3.72,0.00,0.23,0.338,4.00,0.00,0.00,15.25,2.63
Anibal Sanchez,$5.5K,R,ATL,SP,SDP,,,,,-800,2,8.5,-167,4.79,0.25,3,0.351,0.489,0.219,5.10,6,0.377,0.534,0.231,4.80,32,3.48,0.00,0.29,0.368,4.90,0.00,0.00,13.91,2.53
Dereck Rodriguez,$5.0K,R,SFG,SP,@ MIA,,,,,-1000,2,8.0,-124,4.16,-0.02,4,0.341,0.393,0.117,4.00,5,0.393,0.520,0.200,4.80,3,4.31,0.00,0.14,0.370,4.40,0.00,0.00,12.56,2.51
Michael Fulmer,$5.7K,R,DET,SP,MIN,,,,,-1600,4,9.0,-107,4.42,0.32,7,0.303,0.391,0.139,3.60,2,0.281,0.338,0.103,3.50,36,4.24,0.00,0.16,0.298,3.60,0.00,0.00,13.59,2.38
Jason Vargas,$5.1K,L,NYM,SP,@ ARI,,,,,-700,-1,9.0,127,4.14,-0.22,3,0.371,0.497,0.190,1.10,6,0.330,0.445,0.184,6.20,37,4.13,0.00,0.21,0.344,4.50,0.00,0.00,12.03,2.36
David Price,$8.8K,L,BOS,SP,@ SEA,,,,,400, ,8.5,-131,4.48,-0.04,3,0.230,0.236,0.047,1.50,6,0.302,0.389,0.155,8.90,25,3.52,0.00,0.14,0.278,6.40,0.00,0.00,19.61,2.23
Domingo German,$8.5K,R,NYY,SP,TBR,,,,,1500,-5,8.5,-163,4.76,0.05,3,0.280,0.375,0.196,5.10,6,0.339,0.410,0.153,6.90,16,3.04,0.00,0.27,0.319,6.30,0.00,0.00,17.83,2.1
Vincent Velasquez,$8.3K,R,PHI,SP,COL,,,,,-300,3,8.5,-125,4.42,0.02,5,0.379,0.526,0.247,4.70,4,0.322,0.428,0.180,5.20,28,3.44,0.00,0.27,0.354,4.90,0.00,0.00,17.4,2.1
Matt Koch,$6.1K,R,ARI,SP,NYM,,,,,300,-5,9.0,-142,4.86,0.22,5,0.265,0.351,0.167,3.30,4,0.436,0.647,0.302,2.50,11,4.56,0.00,0.23,0.341,2.90,0.00,0.00,12.3,2.02
Justin Verlander,$12.4K,R,HOU,SP,@ OAK,,,,,1000, ,7.5,-207,4.46,0.2,3,0.287,0.369,0.166,6.00,6,0.246,0.311,0.110,5.60,44,2.83,0.00,0.14,0.260,5.70,0.00,0.00,23.98,1.93
Dan Straily,$7.3K,R,MIA,SP,SFG,,,,,1100,-4,8.0,109,3.84,-0.48,3,0.338,0.451,0.196,4.50,6,0.329,0.469,0.220,4.10,39,3.78,0.00,0.23,0.332,4.20,0.00,0.00,13.51,1.85
Tyson Ross,$9.1K,R,SDP,SP,@ ATL,,,,,1200,-3,8.5,149,3.71,-0.25,6,0.352,0.427,0.158,3.70,3,0.309,0.374,0.151,4.80,25,4.24,0.00,0.17,0.338,4.00,0.00,0.00,16.71,1.84
Carlos Rodon,$7.7K,L,CHW,SP,CLE,,,,,1400,-3,8.5,121,3.97,-0.12,1,0.337,0.443,0.157,2.50,8,0.334,0.444,0.214,7.90,13,3.44,0.00,0.30,0.334,7.30,0.00,0.00,14,1.82
Mike Clevinger,$11.1K,R,CLE,SP,@ CHW,,,,,2300,-1,8.5,-135,4.53,-0.38,3,0.326,0.418,0.177,3.60,6,0.276,0.324,0.117,5.90,38,3.69,0.00,0.17,0.293,5.10,0.00,0.00,19.45,1.75
Felix Hernandez,$7.8K,R,SEA,SP,BOS,,,,,1000,-3,8.5,115,4.02,0.04,4,0.359,0.496,0.222,3.60,5,0.324,0.421,0.179,4.80,28,3.99,0.00,0.26,0.340,4.30,0.00,0.00,12.93,1.66
Frankie Montas,$7.9K,R,OAK,SP,HOU,,,,,-300,2,7.5,180,3.04,-0.2,4,0.395,0.563,0.290,3.30,5,0.314,0.364,0.109,5.90,26,3.85,0.00,0.26,0.350,4.70,0.00,0.00,12.17,1.54
Blake Snell,$11.1K,L,TBR,SP,@ NYY,,,,,1900, ,8.5,146,3.74,-0.05,0,0.195,0.212,0.061,2.10,9,0.312,0.402,0.170,7.70,36,3.62,0.00,0.16,0.312,7.70,0.00,0.00,15.66,1.41
