Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Felix Hernandez,$7.0K,R,SEA,SP,CHW,,,,,-700,6,8.5,-182,4.92,-0.57,6,0.360,0.498,0.226,3.30,3,0.323,0.420,0.169,4.50,35,3.96,4.17,0.25,0.348,3.70,0.00,0.00,17.65,2.52
Nick Tropeano,$5.2K,R,LAA,SP,HOU,,,,,-1300,6,8.0,153,3.48,-0.06,4,0.355,0.475,0.187,3.30,5,0.334,0.475,0.247,4.40,10,3.99,4.95,0.19,0.343,3.90,0.00,0.00,12.94,2.49
Tyler Chatwood,$4.8K,R,CHC,SP,STL,,,,,-1200,2,8.5,-140,4.58,4.58,5,0.371,0.454,0.173,3.80,13,0.306,0.362,0.161,3.70,49,4.87,4.60,0.26,0.648,7.40,0.00,0.00,11.65,2.43
John Gant,$5.7K,R,STL,SP,@ CHC,,,,,-1100,7,8.5,127,3.92,3.92,11,0.294,0.374,0.177,4.10,7,0.273,0.319,0.116,3.90,18,4.33,4.42,0.17,0.572,8.00,0.00,0.00,13.21,2.32
Anthony DeSclafani,$6.3K,R,CIN,SP,PIT,,,,,200,-2,9.0,-116,4.6,-0.27,4,0.355,0.565,0.341,3.40,5,0.336,0.434,0.148,4.00,8,3.95,3.86,0.31,0.344,3.70,0.00,0.00,14.57,2.31
Zack Godley,$8.4K,R,ARI,SP,COL,,,,,-300,4,8.0,-139,4.3,0.08,4,0.308,0.365,0.128,4.60,4,0.304,0.390,0.157,5.30,45,3.65,3.57,0.22,0.272,4.40,0.00,0.00,18.54,2.21
Alex Cobb,$5.5K,R,BAL,SP,@ TOR,,,,,-400,-1,9.0,157,3.89,0.09,4,0.330,0.440,0.182,3.40,5,0.335,0.465,0.181,3.10,46,4.29,4.27,0.22,0.333,3.30,0.00,0.00,12.07,2.19
Carlos Carrasco,$10.2K,R,CLE,SP,@ TEX,,,,,500,1,11.0,-167,6.22,0.37,5,0.316,0.427,0.178,4.90,4,0.272,0.353,0.125,6.00,49,2.75,3.25,0.19,0.296,5.40,0.00,0.00,21.44,2.1
Steven Matz,$6.6K,L,NYM,SP,@ NYY,,,,,-1200,10,9.0,196,3.59,0.07,2,0.313,0.329,0.081,1.50,7,0.345,0.485,0.218,5.90,31,4.23,4.31,0.24,0.338,4.90,0.00,0.00,13.44,2.04
Chase Anderson,$6.2K,R,MIL,SP,LAD,,,,,-1400,10,8.0,147,3.53,0.11,5,0.280,0.333,0.128,4.00,4,0.307,0.419,0.190,4.20,43,3.72,4.50,0.19,0.292,4.10,0.00,0.00,12.44,2.01
