Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jameson Taillon,$6.6K,R,PIT,SP,MIL,,,,,-700,2,8.0,-116,4.09,-0.36,5,0.345,0.440,0.156,3.20,4,0.303,0.401,0.149,5.80,40,3.69,3.85,0.17,0.326,4.40,0.00,0.00,17.59,2.67
Steven Matz,$6.1K,L,NYM,SP,WAS,,,,,-1700,7,7.0,189,2.78,-0.03,3,0.311,0.328,0.086,1.50,6,0.343,0.479,0.213,6.20,29,4.20,4.50,0.23,0.332,4.70,0.00,0.00,14.71,2.41
Wade Miley,$5.4K,L,MIL,SP,@ PIT,,,,,-600,-1,8.0,102,3.91,-0.14,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.86,2.2
Ross Stripling,$10.0K,R,LAD,SP,@ SDP,,,,,800,1,7.5,-200,4.41,0.04,4,0.251,0.324,0.108,5.60,5,0.316,0.443,0.177,6.00,67,2.90,3.09,0.23,0.287,5.80,0.00,0.00,21.85,2.19
David Price,$9.0K,L,BOS,SP,TOR,,,,,700,2,9.0,-165,5.06,-0.3,0,0.277,0.323,0.105,1.70,9,0.311,0.416,0.174,8.60,29,3.41,4.23,0.17,0.311,8.60,0.00,0.00,19.71,2.19
Kevin Gausman,$7.4K,R,BAL,SP,PHI,,,,,500,-1,9.0,-107,4.42,-0.14,4,0.341,0.441,0.178,4.00,5,0.347,0.475,0.188,5.20,49,3.75,4.20,0.25,0.344,4.70,0.00,0.00,15.92,2.15
Max Scherzer,$14.3K,R,WAS,SP,@ NYM,,,,,2300, ,7.0,-220,4.22,0.03,6,0.289,0.381,0.178,5.70,3,0.205,0.258,0.112,7.50,47,1.92,3.27,0.17,0.261,6.30,0.00,0.00,30.18,2.11
Tyson Ross,$7.5K,R,SDP,SP,LAD,,,,,1200,-3,7.5,172,3.09,-0.04,6,0.365,0.466,0.189,3.70,3,0.311,0.385,0.166,4.10,30,4.40,4.91,0.20,0.347,3.80,0.00,0.00,15.44,2.06
Corey Kluber,$11.8K,R,CLE,SP,NYY,,,,,600,3,7.0,108,3.37,-0.44,5,0.258,0.343,0.141,5.30,4,0.244,0.338,0.138,6.30,45,2.29,2.73,0.24,0.252,5.70,0.00,0.00,23.39,1.98
Nick Pivetta,$8.4K,R,PHI,SP,@ BAL,,,,,1200,-3,9.0,-107,4.58,-0.36,3,0.328,0.412,0.138,4.90,6,0.364,0.511,0.235,5.50,44,3.44,4.01,0.27,0.352,5.30,0.00,0.00,16.45,1.96
Andrew Cashner,$5.0K,R,BAL,SP,PHI,,,,,-1100,1,9.0,-107,4.42,-0.14,4,0.329,0.423,0.175,3.20,5,0.322,0.403,0.135,2.80,44,4.82,5.09,0.17,0.325,3.00,0.00,0.00,9.67,1.93
Kyle Gibson,$7.9K,R,MIN,SP,TBR,,,,,-700,6,8.0,118,3.76,-0.35,5,0.338,0.421,0.139,3.70,4,0.329,0.432,0.180,4.50,45,4.28,4.22,0.24,0.334,4.00,0.00,0.00,14.33,1.81
Charlie Morton,$12.2K,R,HOU,SP,OAK,,,,,1400,1,8.0,-205,4.75,-0.02,2,0.272,0.315,0.126,7.00,7,0.315,0.405,0.163,4.70,41,3.23,3.39,0.21,0.305,5.20,0.00,0.00,22,1.8
