Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Sonny Gray,$6.9K,R,NYY,SP,@ WAS,,,,,-900,6,9.5,-128,4.99,1.71,10,0.297,0.358,0.134,4.20,8,0.313,0.406,0.171,4.70,38,3.98,0.00,0.21,0.608,8.90,0.00,0.00,18.86,2.73
Ian Kennedy,$5.6K,R,KCR,SP,TEX,,,,,-700,3,9.5,123,4.4,-0.42,5,0.349,0.494,0.246,3.90,4,0.342,0.473,0.207,4.60,42,3.99,0.00,0.22,0.346,4.20,0.00,0.00,14.69,2.62
Zack Greinke,$9.3K,R,ARI,SP,@ LAA,,,,,100,2,7.5,103,3.66,-0.4,3,0.298,0.394,0.150,4.60,6,0.293,0.420,0.198,5.50,45,2.88,0.00,0.23,0.295,5.20,0.00,0.00,22.92,2.46
Andrew Suarez,$7.1K,L,SFG,SP,MIA,,,,,400,-1,7.0,-155,3.87,-0.19,2,0.232,0.327,0.127,2.80,7,0.364,0.497,0.193,6.50,9,3.45,0.00,0.21,0.335,5.70,0.00,0.00,17.17,2.42
Tyler Anderson,$6.2K,L,COL,SP,NYM,,,,, ,-1,9.5,112,4.53,0.01,2,0.363,0.518,0.254,2.40,7,0.336,0.472,0.213,6.80,29,3.69,0.00,0.26,0.342,5.80,0.00,0.00,14.82,2.39
Erick Fedde,$5.9K,R,WAS,SP,NYY,,,,,400,-4,9.5,114,4.51,0.29,5,0.340,0.458,0.182,5.70,13,0.484,0.714,0.314,2.90,5,4.20,0.00,0.39,0.888,7.30,0.00,0.00,13.68,2.32
Bartolo Colon,$5.4K,R,TEX,SP,@ KCR,,,,,-500,3,9.5,-140,5.1,0.42,5,0.369,0.530,0.234,2.70,4,0.368,0.550,0.249,3.50,40,4.39,0.00,0.24,0.369,3.00,0.00,0.00,12.16,2.25
Tyler Chatwood,$6.3K,R,CHC,SP,LAD,,,,,600,-5,8.5,110,4.07,4.07,4,0.365,0.442,0.173,4.10,5,0.306,0.366,0.159,4.00,43,4.88,0.00,0.26,0.332,4.00,0.00,0.00,13.71,2.18
Jhoulys Chacin,$5.9K,R,MIL,SP,@ PIT,,,,,-1300,5,8.5,-116,4.34,-0.16,4,0.337,0.418,0.167,3.10,5,0.263,0.318,0.108,4.80,45,4.12,0.00,0.15,0.296,4.10,0.00,0.00,12.66,2.15
Dylan Covey,$5.5K,R,CHW,SP,@ CLE,,,,,-1300,7,8.5,224,3.19,-0.05,6,0.346,0.457,0.189,4.00,3,0.378,0.517,0.226,2.90,23,4.63,0.00,0.26,0.357,3.60,0.00,0.00,11.69,2.13
Nick Pivetta,$7.5K,R,PHI,SP,STL,,,,,-300,2,8.5,-101,4.17,-0.01,1,0.309,0.380,0.125,4.90,8,0.369,0.516,0.229,5.20,39,3.47,0.00,0.25,0.362,5.20,0.00,0.00,15.6,2.08
Ryne Stanek,$4.0K,R,TBR,SP,@ HOU,,,,,-1500,1,7.0,229,2.57,-0.08,4,0.221,0.220,0.017,7.10,5,0.415,0.624,0.363,8.70,33,2.88,0.00,0.28,0.329,8.00,0.00,0.00,8.16,2.04
Masahiro Tanaka,$8.4K,R,NYY,SP,@ WAS,,,,,-300,2,9.5,-128,4.99,1.71,10,0.300,0.412,0.182,4.60,8,0.325,0.462,0.215,6.10,41,3.08,0.00,0.30,0.622,10.60,0.00,0.00,16.64,1.98
Caleb Smith,$9.1K,L,MIA,SP,@ SFG,,,,,1500,-3,7.0,140,3.13,-0.31,3,0.335,0.419,0.111,3.20,6,0.290,0.381,0.193,7.90,22,3.31,0.00,0.18,0.305,6.30,0.00,0.00,17.44,1.92
Kenta Maeda,$9.4K,R,LAD,SP,@ CHC,,,,,600,-2,8.5,-125,4.43,4.43,5,0.341,0.466,0.198,4.00,4,0.262,0.353,0.152,6.60,39,2.99,0.00,0.22,0.306,5.10,0.00,0.00,18.02,1.92
Domingo German,$7.3K,R,NYY,SP,@ WAS,,,,,-300,2,9.5,-128,4.99,1.71,10,0.275,0.360,0.183,5.00,8,0.338,0.417,0.158,7.30,17,2.90,0.00,0.27,0.606,12.10,0.00,0.00,13.39,1.83
Gerrit Cole,$13.2K,R,HOU,SP,TBR,,,,,1600, ,7.0,-262,4.43,-0.42,3,0.309,0.423,0.185,5.20,6,0.285,0.375,0.153,4.90,46,2.92,0.00,0.22,0.293,5.00,0.00,0.00,23.85,1.81
Trevor Williams,$7.4K,R,PIT,SP,MIL,,,,,1600,-8,8.5,102,4.16,0.16,3,0.327,0.410,0.127,2.60,6,0.297,0.385,0.163,4.10,45,4.33,0.00,0.16,0.307,3.60,0.00,0.00,12.81,1.73
Trevor Bauer,$11.5K,R,CLE,SP,CHW,,,,,1100, ,8.5,-241,5.31,0.05,4,0.324,0.427,0.177,5.20,5,0.295,0.377,0.138,6.60,44,3.03,0.00,0.20,0.308,6.00,0.00,0.00,19.36,1.68
Miles Mikolas,$10.9K,R,STL,SP,@ PHI,,,,,1700, ,8.5,-114,4.33,0.01,6,0.305,0.429,0.153,3.20,3,0.198,0.237,0.067,4.10,12,3.77,0.00,0.14,0.269,3.50,0.00,0.00,18.1,1.66
Gio Gonzalez,$8.8K,L,WAS,SP,NYY,,,,,-400,5,9.5,114,4.51,0.29,2,0.231,0.272,0.086,2.20,16,0.308,0.385,0.154,6.90,44,3.77,0.00,0.18,0.599,12.80,0.00,0.00,14.43,1.64
Jacob deGrom,$12.6K,R,NYM,SP,@ COL,,,,,1900, ,9.5,-126,4.97,-0.01,4,0.292,0.369,0.131,5.00,5,0.263,0.341,0.127,6.30,44,2.64,0.00,0.22,0.276,5.70,0.00,0.00,19.6,1.56
Jaime Barria,$9.2K,R,LAA,SP,ARI,,,,,2600,-9,7.5,-117,3.84,-0.1,6,0.267,0.338,0.104,3.90,3,0.324,0.438,0.201,3.10,8,3.81,0.00,0.19,0.286,3.60,0.00,0.00,11.7,1.27
