Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Zack Greinke,$7.4K,R,ARI,SP,PIT,,,,,-1800,8,7.0,-145,3.8,-0.26,4,0.297,0.394,0.150,4.60,5,0.290,0.414,0.192,5.40,44,2.87,0.00,0.23,0.293,5.10,0.00,0.00,21.6,2.92
Tyler Anderson,$6.4K,L,COL,SP,@ PHI,,,,,500,-3,8.5,111,4.06,0.08,0,0.362,0.518,0.257,2.40,9,0.340,0.476,0.213,6.80,28,3.73,0.00,0.26,0.340,6.80,0.00,0.00,16.45,2.57
Dylan Covey,$4.2K,R,CHW,SP,CLE,,,,,-2400,5,8.5,181,3.43,-0.17,7,0.346,0.465,0.212,3.80,2,0.384,0.528,0.233,3.10,22,4.68,0.00,0.27,0.354,3.70,0.00,0.00,10.58,2.52
Andrew Suarez,$6.5K,L,SFG,SP,@ MIA,,,,,-300,1,7.5,-108,3.81,-0.12,2,0.240,0.340,0.132,2.90,7,0.369,0.519,0.216,6.90,8,3.27,0.00,0.22,0.340,6.00,0.00,0.00,16.08,2.47
Paul Blackburn,$4.0K,R,OAK,SP,HOU,,,,,-1700,3,7.5,182,3.02,-0.46,2,0.263,0.287,0.071,1.40,7,0.322,0.436,0.158,2.10,11,5.48,0.00,0.21,0.309,2.00,0.00,0.00,9.5,2.38
Luke Weaver,$7.7K,R,STL,SP,SDP,,,,,1000,-8,8.5,-182,4.91,-0.1,6,0.306,0.373,0.113,4.20,3,0.302,0.389,0.141,5.90,24,3.49,0.00,0.19,0.305,4.80,0.00,0.00,17.8,2.31
Garrett Richards,$7.8K,R,LAA,SP,@ SEA,,,,,-600,2,8.0,-121,4.14,0.32,4,0.269,0.337,0.144,5.80,5,0.275,0.315,0.112,5.30,17,3.48,0.00,0.27,0.272,5.50,0.00,0.00,17.75,2.28
Chris Sale,$11.1K,L,BOS,SP,@ BAL,,,,,-200,2,8.5,-241,5.31,5.31,1,0.242,0.282,0.071,2.00,8,0.272,0.371,0.163,11.90,44,1.75,0.00,0.20,0.269,10.80,0.00,0.00,24.86,2.24
Jameson Taillon,$7.6K,R,PIT,SP,@ ARI,,,,,100,-1,7.0,131,3.2,-0.24,5,0.357,0.460,0.164,3.20,4,0.296,0.389,0.144,6.00,35,3.68,0.00,0.17,0.330,4.40,0.00,0.00,16.34,2.15
Mike Soroka,$6.7K,R,ATL,SP,NYM,,,,,300,-4,7.5,102,3.67,-0.26,5,0.258,0.281,0.031,6.30,4,0.444,0.613,0.194,3.20,3,3.71,0.00,0.11,0.341,4.90,0.00,0.00,14.4,2.15
