Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Steven Wright,$5.3K,R,BOS,SP,@ BAL,,,,,-900, ,8.5,-129,4.47,-0.18,3,0.313,0.431,0.207,2.80,6,0.383,0.559,0.260,3.80,12,4.42,0.00,0.31,0.360,3.50,0.00,0.00,14.25,2.69
Ryan Yarbrough,$5.6K,L,TBR,SP,TOR,,,,,-900,1,8.0,-104,3.93,3.93,0,0.324,0.474,0.246,2.90,9,0.274,0.337,0.108,5.90,14,3.37,0.00,0.17,0.274,5.90,0.00,0.00,14.6,2.61
Carlos Carrasco,$10.0K,R,CLE,SP,@ CHW,,,,,300,2,9.0,-241,5.57,0.2,4,0.300,0.409,0.168,4.90,5,0.278,0.365,0.131,6.00,43,2.83,0.00,0.19,0.288,5.50,0.00,0.00,24.75,2.48
Jose Quintana,$7.8K,L,CHC,SP,@ MIL,,,,,-700,3,8.0,-122,4.14,-0.33,1,0.246,0.317,0.106,2.60,8,0.316,0.414,0.174,8.20,42,3.32,0.00,0.20,0.308,7.60,0.00,0.00,18.09,2.32
Patrick Corbin,$9.9K,L,ARI,SP,PIT,,,,,600,2,7.5,-152,4.13,-0.33,2,0.283,0.377,0.161,2.60,7,0.316,0.432,0.175,7.20,44,3.41,0.00,0.23,0.309,6.20,0.00,0.00,20.85,2.11
Wade LeBlanc,$6.3K,L,SEA,SP,LAA,,,,,-300,1,8.0,103,3.9,-0.03,1,0.355,0.500,0.201,2.00,8,0.280,0.379,0.153,6.00,60,3.88,0.00,0.17,0.288,5.60,0.00,0.00,13.08,2.08
Lucas Giolito,$4.1K,R,CHW,SP,CLE,,,,,-1500, ,9.0,208,3.43,-0.2,7,0.350,0.461,0.210,2.70,2,0.301,0.371,0.163,3.30,18,4.98,0.00,0.20,0.339,2.80,0.00,0.00,8.31,2.03
Wei-Yin Chen,$5.1K,L,MIA,SP,SFG,,,,,-900, ,7.5,151,3.25,-0.03,2,0.252,0.362,0.145,2.20,7,0.335,0.464,0.224,4.70,17,4.25,0.00,0.18,0.317,4.20,0.00,0.00,10.35,2.03
Madison Bumgarner,$10.1K,L,SFG,SP,@ MIA,,,,,1300,-2,7.5,-171,4.25,0.03,2,0.222,0.256,0.061,1.30,7,0.312,0.462,0.211,6.70,18,3.24,0.00,0.23,0.292,5.50,0.00,0.00,19.79,1.96
Sam Gaviglio,$7.3K,R,TOR,SP,@ TBR,,,,,1000,-4,8.0,-110,4.07,4.07,3,0.330,0.458,0.208,2.60,6,0.326,0.469,0.221,4.20,20,4.37,0.00,0.33,0.327,3.70,0.00,0.00,13.87,1.9
Andrew Heaney,$8.6K,L,LAA,SP,@ SEA,,,,,700, ,8.0,-117,4.1,0.03,3,0.246,0.286,0.064,1.60,6,0.345,0.500,0.254,7.80,15,3.40,0.00,0.29,0.312,5.80,0.00,0.00,15.95,1.85
Junior Guerra,$6.8K,R,MIL,SP,CHC,,,,,-500,1,8.0,108,3.86,-0.17,4,0.322,0.420,0.193,4.30,5,0.310,0.398,0.182,4.60,30,3.93,0.00,0.26,0.315,4.50,0.00,0.00,12.46,1.83
Jack Flaherty,$10.2K,R,STL,SP,SDP,,,,,2600,-6,8.5,-166,4.79,-0.17,5,0.363,0.491,0.196,3.50,4,0.267,0.333,0.116,6.60,12,3.36,0.00,0.20,0.320,4.90,0.00,0.00,18.18,1.78
Dylan Bundy,$8.7K,R,BAL,SP,BOS,,,,,-300,2,8.5,115,4.03,-0.32,4,0.340,0.467,0.195,3.50,5,0.291,0.417,0.205,5.70,40,3.38,0.00,0.21,0.313,4.70,0.00,0.00,15.52,1.78
Jordan Lyles,$6.5K,R,SDP,SP,@ STL,,,,,-400,1,8.5,151,3.71,0.17,2,0.365,0.502,0.208,3.10,7,0.361,0.516,0.225,5.20,55,4.06,0.00,0.28,0.362,4.70,0.00,0.00,10.45,1.61
Joe Musgrove,$8.5K,R,PIT,SP,@ ARI,,,,,1000,-1,7.5,137,3.37,-0.17,5,0.322,0.449,0.186,4.60,4,0.334,0.463,0.186,3.90,40,3.61,0.00,0.23,0.327,4.30,0.00,0.00,13.54,1.59
