Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Lance Lynn,$4.5K,R,MIN,SP,DET,,,,,-1300,1,9.0,-166,5.07,0.05,3,0.361,0.479,0.223,3.00,6,0.283,0.354,0.135,5.50,38,4.18,0.00,0.21,0.309,4.70,0.00,0.00,16.01,3.56
Mike Leake,$4.4K,R,SEA,SP,@ OAK,,,,,-2100,10,8.0,123,3.72,-0.13,4,0.339,0.452,0.165,2.50,5,0.315,0.436,0.162,3.80,40,4.34,0.00,0.20,0.326,3.20,0.00,0.00,13.16,2.99
Matt Koch,$4.8K,R,ARI,SP,@ MIL,,,,,-2100,9,9.0,127,4.15,0.2,4,0.289,0.416,0.224,3.70,5,0.409,0.632,0.323,2.50,7,4.60,0.00,0.27,0.356,3.00,0.00,0.00,13.61,2.84
Brock Stewart,$4.5K,R,LAD,SP,COL,,,,,-1000,-1,8.0,-145,4.34,0.26,3,0.325,0.302,0.068,4.50,6,0.284,0.410,0.196,4.50,16,4.35,0.00,0.17,0.298,4.50,0.00,0.00,12.24,2.72
Eric Lauer,$4.2K,L,SDP,SP,@ WAS,,,,,-1400,3,8.5,176,3.49,0.15,2,0.259,0.300,0.050,2.00,7,0.467,0.667,0.278,6.90,4,4.66,0.00,0.22,0.421,5.80,0.00,0.00,10.75,2.56
Caleb Smith,$6.4K,L,MIA,SP,@ NYM,,,,,-800,5,7.0,103,3.42,-0.44,2,0.340,0.413,0.102,3.50,7,0.285,0.366,0.182,9.00,17,3.22,0.00,0.18,0.297,7.80,0.00,0.00,16.06,2.51
Jason Hammel,$4.6K,R,KCR,SP,@ STL,,,,,-1400,2,8.5,183,3.43,-0.05,3,0.331,0.451,0.173,3.90,6,0.328,0.442,0.154,3.50,38,4.18,0.00,0.14,0.329,3.60,0.00,0.00,11.48,2.5
Luke Weaver,$8.5K,R,STL,SP,KCR,,,,,2100,-15,8.5,-209,5.07,0.05,5,0.290,0.333,0.080,4.20,4,0.291,0.383,0.140,6.50,20,3.36,0.00,0.18,0.290,5.20,0.00,0.00,20.35,2.39
Jameson Taillon,$7.3K,R,PIT,SP,@ CIN,,,,,-500,2,9.5,-117,4.87,0.09,5,0.343,0.432,0.142,3.20,4,0.308,0.411,0.153,5.90,31,3.79,0.00,0.17,0.327,4.40,0.00,0.00,17.08,2.34
Garrett Richards,$7.8K,R,LAA,SP,@ TOR,,,,,-700,3,8.5,-108,4.32,0.14,3,0.242,0.300,0.127,6.30,6,0.274,0.324,0.108,4.90,13,3.53,0.00,0.28,0.263,5.40,0.00,0.00,17.87,2.29
Kevin Gausman,$7.6K,R,BAL,SP,@ CHW,,,,,-700,3,8.5,-133,4.51,-0.23,4,0.335,0.427,0.166,4.10,5,0.340,0.470,0.183,5.30,40,3.78,0.00,0.25,0.338,4.70,0.00,0.00,17.24,2.27
Vincent Velasquez,$7.5K,R,PHI,SP,ATL,,,,,-600,3,8.5,-115,4.34,-0.08,5,0.382,0.541,0.252,4.50,4,0.304,0.407,0.177,4.90,24,3.55,0.00,0.27,0.347,4.70,0.00,0.00,16.76,2.23
Chad Bettis,$6.3K,R,COL,SP,@ LAD,,,,,-700,5,8.0,130,3.66,0.24,3,0.309,0.442,0.204,3.50,6,0.331,0.438,0.162,3.20,16,4.56,0.00,0.21,0.324,3.30,0.00,0.00,14.04,2.23
Chris Sale,$13.1K,L,BOS,SP,@ TBR,,,,,1600,-1,7.0,-235,4.31,0.1,1,0.240,0.277,0.065,2.00,8,0.268,0.372,0.165,12.10,40,1.69,0.00,0.20,0.265,11.00,0.00,0.00,29.01,2.21
Jhoulys Chacin,$6.8K,R,MIL,SP,ARI,,,,,200,-3,9.0,-141,4.85,0.3,6,0.341,0.430,0.174,2.80,3,0.263,0.322,0.109,5.00,40,4.22,0.00,0.17,0.315,3.50,0.00,0.00,14.54,2.14
Zack Wheeler,$7.2K,R,NYM,SP,MIA,,,,,200, ,7.0,-115,3.58,-0.56,3,0.353,0.484,0.218,4.50,6,0.340,0.426,0.141,4.30,24,3.99,0.00,0.27,0.344,4.40,0.00,0.00,15.19,2.11
Jacob Faria,$5.6K,R,TBR,SP,BOS,,,,,-300,-2,7.0,205,2.69,-0.1,4,0.289,0.289,0.103,3.00,5,0.308,0.438,0.191,6.00,23,3.86,0.00,0.19,0.300,4.60,0.00,0.00,11.68,2.09
Tyler Chatwood,$6.5K,R,CHC,SP,CLE,,,,,300,-6,7.5,106,3.64,3.64,7,0.346,0.427,0.168,4.00,2,0.297,0.370,0.161,4.10,38,4.72,0.00,0.26,0.335,4.00,0.00,0.00,13.37,2.06
