Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Luis Castillo,$4.0K,R,CIN,SP,@ STL,,,,,-2800,5,9.0,122,4.19,0.04,3,0.328,0.456,0.213,4.20,6,0.296,0.382,0.151,5.40,33,3.63,3.81,0.28,0.307,5.00,0.00,0.00,14.73,3.68
Ivan Nova,$4.0K,R,PIT,SP,MIL,,,,,-3100,9,9.0,114,4.26,0.1,7,0.366,0.525,0.218,2.30,11,0.307,0.429,0.187,4.50,46,3.99,4.20,0.24,0.660,7.30,0.00,0.00,12.81,3.2
Ivan Nova,$4.0K,R,PIT,SP,MIL,,,,,-3100,9,9.0,114,4.26,0.1,7,0.366,0.525,0.218,2.30,11,0.307,0.429,0.187,4.50,46,3.99,4.20,0.24,0.660,7.30,0.00,0.00,12.81,3.2
Austin Voth,$4.0K,R,WAS,SP,@ NYM,,,,,-2400,3,10.0,-116,5.11,0.78,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.91,2.98
Sean Newcomb,$5.9K,L,ATL,SP,ARI,,,,,-1000,-4,8.0,-100,3.93,-0.13,1,0.328,0.420,0.184,2.40,8,0.311,0.371,0.135,7.10,36,3.96,4.51,0.16,0.313,6.60,0.00,0.00,16.84,2.85
Reynaldo Lopez,$5.4K,R,CHW,SP,KCR,,,,,-1100,-1,9.0,-126,4.7,0.13,3,0.328,0.430,0.178,3.10,6,0.299,0.369,0.132,4.10,23,4.67,5.77,0.14,0.309,3.80,0.00,0.00,15.11,2.8
Yefry Ramirez,$4.1K,R,BAL,SP,TEX,,,,,-1900, ,10.0,-112,5.09, ,5,0.378,0.433,0.133,4.00,4,0.241,0.317,0.112,4.50,4,3.75,4.48,0.15,0.317,4.20,0.00,0.00,11.15,2.72
Chris Archer,$6.7K,R,TBR,SP,@ MIN,,,,,-1800,8,8.0,116,3.77,0.06,7,0.338,0.446,0.177,4.90,2,0.294,0.382,0.147,6.20,46,2.89,3.54,0.20,0.328,5.20,0.00,0.00,18.2,2.72
Jeff Samardzija,$5.4K,R,SFG,SP,OAK,,,,,-200,-8,8.0,-113,4.07,-0.27,3,0.334,0.480,0.225,4.90,6,0.302,0.407,0.148,3.90,40,3.33,4.04,0.20,0.313,4.20,0.00,0.00,14.52,2.69
Sam Gaviglio,$4.0K,R,TOR,SP,@ BOS,,,,,-1500,-4,9.5,187,3.8,0.08,5,0.340,0.469,0.206,2.70,4,0.343,0.476,0.217,4.70,26,4.28,4.56,0.32,0.341,3.60,0.00,0.00,10.69,2.67
Jose Berrios,$7.1K,R,MIN,SP,TBR,,,,,-3900,9,8.0,-132,4.23,-0.06,5,0.312,0.401,0.167,4.20,4,0.278,0.361,0.139,4.90,44,3.28,4.12,0.18,0.297,4.50,0.00,0.00,18.93,2.67
Danny Duffy,$5.9K,L,KCR,SP,@ CHW,,,,,-1500,2,9.0,111,4.3,-0.13,0,0.234,0.288,0.080,1.60,9,0.341,0.447,0.178,6.90,41,3.86,4.67,0.16,0.341,6.90,0.00,0.00,15.48,2.62
