Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Chris Archer,$6.9K,R,TBR,SP,@ LAA,,,,,-1700,10,7.5,156,3.23,-0.37,2,0.334,0.447,0.177,5.10,7,0.291,0.396,0.161,6.30,41,2.79,0.00,0.22,0.301,6.00,0.00,0.00,19.15,2.78
Vincent Velasquez,$7.3K,R,PHI,SP,@ STL,,,,,-1000,5,8.5,122,3.96,-0.07,2,0.384,0.544,0.253,4.60,7,0.310,0.421,0.191,4.90,23,3.52,0.00,0.29,0.326,4.80,0.00,0.00,18,2.47
Eric Lauer,$4.8K,L,SDP,SP,@ PIT,,,,,-1300,1,8.0,128,3.67,-0.06,2,0.280,0.286,0.000,1.90,7,0.476,0.700,0.317,7.70,3,4.44,0.00,0.26,0.432,6.40,0.00,0.00,11.68,2.43
Luke Weaver,$8.0K,R,STL,SP,PHI,,,,,1800,-12,8.5,-137,4.54,0.07,3,0.285,0.320,0.067,4.50,6,0.304,0.402,0.150,6.50,19,3.37,0.00,0.17,0.298,5.80,0.00,0.00,18.96,2.37
Caleb Smith,$6.5K,L,MIA,SP,LAD,,,,,-1100,6,7.5,147,3.29,-0.26,1,0.340,0.419,0.104,3.70,8,0.278,0.362,0.180,8.80,16,3.11,0.00,0.19,0.285,8.30,0.00,0.00,15.38,2.37
Aaron Sanchez,$5.7K,R,TOR,SP,OAK,,,,,-1000,1,9.5,-119,4.89, ,4,0.352,0.408,0.140,3.70,5,0.335,0.431,0.171,3.70,14,5.11,0.00,0.21,0.343,3.70,0.00,0.00,13.44,2.36
David Price,$8.4K,L,BOS,SP,BAL,,,,,1000,-8,9.5,-161,5.31,5.31,1,0.240,0.258,0.052,1.40,8,0.309,0.402,0.161,8.40,21,3.62,0.00,0.14,0.301,7.60,0.00,0.00,18.03,2.15
Kenta Maeda,$9.1K,R,LAD,SP,@ MIA,,,,,1100,-4,7.5,-164,4.21,-0.24,3,0.337,0.466,0.194,4.20,6,0.272,0.378,0.165,6.50,35,2.99,0.00,0.23,0.294,5.70,0.00,0.00,19.35,2.13
Chad Bettis,$7.4K,R,COL,SP,@ SFG,,,,,200,-3,8.0,126,3.69,-0.31,2,0.308,0.434,0.193,3.60,7,0.333,0.441,0.164,3.00,15,4.58,0.00,0.21,0.327,3.10,0.00,0.00,15.17,2.05
Chad Kuhl,$8.2K,R,PIT,SP,SDP,,,,,500,-4,8.0,-143,4.33,-0.44,7,0.379,0.528,0.247,4.30,2,0.297,0.367,0.121,4.20,37,3.96,0.00,0.19,0.361,4.30,0.00,0.00,15.94,1.94
Jeff Samardzija,$7.0K,R,SFG,SP,COL,,,,,1100,-8,8.0,-141,4.31,0.31,4,0.332,0.489,0.232,5.10,5,0.292,0.400,0.146,4.00,36,3.16,0.00,0.21,0.310,4.50,0.00,0.00,13.36,1.91
James Shields,$5.0K,R,CHW,SP,TEX,,,,,-1500,2,9.5,-100,4.67,0.42,6,0.356,0.477,0.224,3.20,3,0.309,0.423,0.183,4.10,30,4.39,0.00,0.20,0.340,3.50,0.00,0.00,9.43,1.89
Andrew Triggs,$6.8K,R,OAK,SP,@ TOR,,,,,-1000,6,9.5,106,4.61, ,6,0.300,0.387,0.159,3.70,3,0.328,0.430,0.154,4.60,20,3.99,0.00,0.23,0.309,4.00,0.00,0.00,12.7,1.87
Tyler Skaggs,$10.4K,L,LAA,SP,TBR,,,,,1400, ,7.5,-174,4.27,-0.13,2,0.283,0.381,0.151,2.40,7,0.326,0.417,0.151,7.50,21,3.55,0.00,0.21,0.316,6.30,0.00,0.00,19.16,1.84
Doug Fister,$5.4K,R,TEX,SP,@ CHW,,,,,-1400,3,9.5,-113,4.83,0.08,4,0.336,0.429,0.170,4.30,5,0.314,0.409,0.151,4.70,23,4.19,0.00,0.21,0.324,4.50,0.00,0.00,9.8,1.81
Matt Boyd,$7.5K,L,DET,SP,@ SEA,,,,, ,-2,8.0,166,3.36,-0.36,3,0.281,0.328,0.084,1.30,6,0.336,0.452,0.177,6.80,31,4.14,0.00,0.16,0.318,5.00,0.00,0.00,13.02,1.74
Marco Gonzales,$6.6K,L,SEA,SP,DET,,,,,-400,1,8.0,-187,4.64,-0.14,0,0.340,0.453,0.156,1.40,9,0.379,0.522,0.184,7.80,17,3.68,0.00,0.26,0.379,7.80,0.00,0.00,11.24,1.7
Kevin Gausman,$7.9K,R,BAL,SP,@ BOS,,,,,-700,4,9.5,145,4.19,4.19,5,0.340,0.435,0.169,3.90,4,0.332,0.454,0.176,5.30,40,3.79,0.00,0.25,0.336,4.50,0.00,0.00,13.32,1.69
