Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Chris Stratton,$4.8K,R,SFG,SP,@ ARI,,,,,-1500,6,8.0,134,3.62,-0.17,6,0.297,0.316,0.079,6.14,3,0.287,0.347,0.118,8.51,15,0.00,0.00,0.00,0.294,6.93,0.00,0.00,12.98,2.7
Luis Perdomo,$5.7K,R,SDP,SP,LAD,,,,,-500,2,7.5,148,3.28,-0.02,6,0.361,0.427,0.114,5.95,3,0.340,0.419,0.147,8.82,32,0.00,0.00,0.00,0.354,6.91,0.00,0.00,15.4,2.7
Kevin Gausman,$6.4K,R,BAL,SP,@ DET,,,,,-900,2,9.0,-122,4.67,0.08,3,0.348,0.424,0.144,9.05,6,0.350,0.468,0.184,9.35,37,0.00,0.00,0.00,0.349,9.25,0.00,0.00,16.41,2.56
Brandon McCarthy,$6.0K,R,ATL,SP,PHI,,,,,-1400,7,9.0,-122,4.67,0.35,5,0.289,0.355,0.112,8.23,4,0.326,0.409,0.135,7.44,23,0.00,0.00,0.00,0.305,7.88,0.00,0.00,15.24,2.54
Matt Boyd,$6.0K,L,DET,SP,BAL,,,,, ,-2,9.0,109,4.33,-0.08,1,0.303,0.343,0.076,7.27,8,0.373,0.506,0.203,8.26,29,0.00,0.00,0.00,0.365,8.15,0.00,0.00,13.89,2.32
Zach Davies,$6.7K,R,MIL,SP,CIN,,,,,-1000,3,9.0,-142,4.86,0.19,5,0.343,0.451,0.182,6.04,4,0.330,0.422,0.133,5.82,36,0.00,0.00,0.00,0.337,5.94,0.00,0.00,15.35,2.29
Carson Fulmer,$4.9K,R,CHW,SP,@ OAK,,,,,-1300,4,9.0,181,3.65,0.25,4,0.374,0.419,0.163,9.58,5,0.241,0.217,0.043,7.32,10,0.00,0.00,0.00,0.300,8.32,0.00,0.00,10.91,2.23
Tanner Roark,$7.3K,R,WAS,SP,@ NYM,,,,,-700,3,8.0,-101,3.94,-0.13,6,0.372,0.495,0.207,7.77,3,0.262,0.322,0.109,9.24,35,0.00,0.00,0.00,0.335,8.26,0.00,0.00,15.85,2.17
Steven Matz,$6.4K,L,NYM,SP,WAS,,,,,-500,-1,8.0,-111,4.06,0.13,1,0.322,0.352,0.084,8.31,8,0.400,0.586,0.282,9.17,16,0.00,0.00,0.00,0.391,9.07,0.00,0.00,13.84,2.16
Robbie Ray,$10.0K,L,ARI,SP,SFG,,,,,500,2,8.0,-150,4.38,-0.33,2,0.284,0.373,0.162,15.08,7,0.301,0.366,0.166,12.56,33,0.00,0.00,0.00,0.297,13.12,0.00,0.00,21.4,2.14
