Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Joseph Biagini,$4.0K,R,TOR,SP,BOS,,,,,-1800,2,9.5,117,4.48,-0.03,5,0.332,0.442,0.175,8.10,4,0.324,0.404,0.143,6.79,43,0.00,0.00,0.00,0.328,7.52,0.00,0.00,11.47,2.87
Dylan Bundy,$5.5K,R,BAL,SP,TBR,,,,,-2400,9,8.5,-119,4.12,-0.46,4,0.375,0.512,0.214,7.25,5,0.310,0.429,0.207,10.24,37,0.00,0.00,0.00,0.339,8.91,0.00,0.00,15.53,2.82
Danny Duffy,$5.0K,L,KCR,SP,@ CLE,,,,,-1800,4,8.0,229,2.93,0.07,1,0.221,0.269,0.090,8.42,8,0.363,0.490,0.201,8.46,31,0.00,0.00,0.00,0.347,8.46,0.00,0.00,14.05,2.81
Matt Moore,$4.0K,L,TEX,SP,@ HOU,,,,,-1500,1,8.5,255,2.94,-0.27,1,0.448,0.619,0.259,7.99,8,0.338,0.450,0.185,7.88,40,0.00,0.00,0.00,0.350,7.89,0.00,0.00,11.01,2.75
Rich Hill,$7.3K,L,LAD,SP,CIN,,,,, , ,7.5,-156,4.15,-0.21,2,0.360,0.399,0.138,10.49,7,0.308,0.424,0.205,12.43,32,0.00,0.00,0.00,0.320,12.00,0.00,0.00,19.61,2.69
Clayton Richard,$4.7K,L,SDP,SP,STL,,,,,-2000,5,8.5,112,4.06,0.01,1,0.303,0.354,0.071,11.68,8,0.403,0.547,0.222,6.32,40,0.00,0.00,0.00,0.392,6.92,0.00,0.00,11.55,2.46
Luis Castillo,$6.1K,R,CIN,SP,@ LAD,,,,,-300,-3,7.5,140,3.35,-0.29,6,0.333,0.485,0.261,7.98,3,0.301,0.368,0.130,10.40,23,0.00,0.00,0.00,0.322,8.79,0.00,0.00,14.81,2.43
Lucas Giolito,$4.3K,R,CHW,SP,@ CHC,,,,,-1200, ,8.5,235,3.07,3.07,4,0.321,0.391,0.155,5.86,5,0.289,0.347,0.155,6.29,15,0.00,0.00,0.00,0.303,6.10,0.00,0.00,10.36,2.41
Ivan Nova,$6.4K,R,PIT,SP,SFG,,,,,-1300,4,9.0,-152,4.95,0.37,4,0.360,0.498,0.209,5.35,5,0.315,0.429,0.176,8.41,39,0.00,0.00,0.00,0.335,7.05,0.00,0.00,15.21,2.38
Dallas Keuchel,$8.0K,L,HOU,SP,TEX,,,,,-900,7,8.5,-300,5.56,-0.23,3,0.224,0.277,0.092,10.27,6,0.307,0.393,0.155,7.64,35,0.00,0.00,0.00,0.279,8.52,0.00,0.00,19.07,2.38
Zack Godley,$8.2K,R,ARI,SP,WAS,,,,,-600,5,8.5,-124,4.43,0.3,3,0.284,0.316,0.094,9.93,6,0.297,0.378,0.145,9.90,34,0.00,0.00,0.00,0.293,9.91,0.00,0.00,18.62,2.27
Jacob deGrom,$10.5K,R,NYM,SP,@ PHI,,,,,200,2,7.0,108,3.38,0.03,3,0.303,0.388,0.143,10.10,6,0.281,0.365,0.137,11.86,38,0.00,0.00,0.00,0.288,11.27,0.00,0.00,23.07,2.2
Derek Holland,$4.8K,L,SFG,SP,@ PIT,,,,,-1800,2,9.0,136,4.05,0.13,1,0.329,0.404,0.154,5.82,8,0.406,0.576,0.288,8.79,35,0.00,0.00,0.00,0.397,8.46,0.00,0.00,10.31,2.15
Kyle Hendricks,$8.9K,R,CHC,SP,CHW,,,,,700,-1,8.5,-271,5.43,5.43,4,0.321,0.432,0.214,8.81,5,0.281,0.366,0.128,7.07,34,0.00,0.00,0.00,0.299,7.84,0.00,0.00,19,2.13
Drew Pomeranz,$7.1K,L,BOS,SP,@ TOR,,,,,200,-1,9.5,-131,5.02,0.03,0,0.326,0.379,0.101,11.29,9,0.332,0.443,0.184,9.07,37,0.00,0.00,0.00,0.332,9.07,0.00,0.00,15.07,2.12
Luis Severino,$12.2K,R,NYY,SP,OAK,,,,,1800,1,8.5,-307,5.59,0.01,4,0.271,0.338,0.133,11.43,5,0.256,0.314,0.114,10.33,43,0.00,0.00,0.00,0.263,10.82,0.00,0.00,25.57,2.1
Brett Anderson,$4.0K,L,OAK,SP,@ NYY,,,,,-1500,1,8.5,260,2.91,-0.01,2,0.446,0.554,0.161,4.76,7,0.380,0.531,0.222,5.80,16,0.00,0.00,0.00,0.395,5.57,0.00,0.00,8.36,2.09
Aaron Nola,$10.9K,R,PHI,SP,NYM,,,,,1200,-1,7.0,-121,3.62,-0.03,4,0.298,0.362,0.117,8.44,5,0.265,0.338,0.119,11.12,36,0.00,0.00,0.00,0.280,9.93,0.00,0.00,22.4,2.06
