Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Brett Anderson,$5.1K,L,OAK,SP,DET,,,,,-800,2,8.5,-177,4.87,-0.02,0,0.423,0.513,0.145,0.80,9,0.380,0.527,0.208,5.10,20,5.01,4.62,0.14,0.380,5.10,0.00,0.00,13.31,2.61
Chris Archer,$8.2K,R,PIT,SP,STL,,,,,-800,2,8.0,-154,4.41,-0.12,2,0.339,0.441,0.172,4.80,7,0.301,0.387,0.144,6.00,50,2.95,3.60,0.14,0.309,5.70,0.00,0.00,20.97,2.56
Blaine Hardy,$4.9K,L,DET,SP,@ OAK,,,,,-600,-1,8.5,160,3.63,0.02,1,0.302,0.437,0.202,1.50,8,0.353,0.457,0.155,5.50,53,4.19,5.04,0.10,0.347,5.00,0.00,0.00,11.72,2.39
German Marquez,$7.5K,R,COL,SP,@ MIL,,,,,-100, ,8.5,108,4.11,0.02,4,0.342,0.438,0.154,3.70,5,0.343,0.487,0.234,5.10,49,3.74,4.14,0.17,0.343,4.50,0.00,0.00,17.52,2.34
Jose Quintana,$8.2K,L,CHC,SP,SDP,,,,,300,-3,8.5,-201,5.03,5.03,2,0.266,0.339,0.115,2.30,7,0.329,0.422,0.177,7.40,51,3.64,4.13,0.14,0.315,6.30,0.00,0.00,18.47,2.25
Jake Odorizzi,$7.8K,R,MIN,SP,KCR,,,,,800,-3,9.5,-189,5.53,0.32,6,0.336,0.472,0.235,3.50,3,0.330,0.438,0.199,5.30,49,3.91,5.09,0.14,0.334,4.10,0.00,0.00,17.46,2.24
David Hess,$4.5K,R,BAL,SP,@ TEX,,,,,-1000,2,11.5,135,5.21,0.18,5,0.376,0.526,0.237,2.90,4,0.358,0.485,0.218,2.50,11,5.11,6.07,0.15,0.368,2.70,0.00,0.00,9.8,2.18
Heath Fillmyer,$4.7K,R,KCR,SP,@ MIN,,,,,-900,2,9.5,168,3.97,0.18,6,0.239,0.176,0.000,2.60,3,0.358,0.511,0.213,2.30,7,5.33,4.96,0.13,0.279,2.50,0.00,0.00,10.16,2.16
Vincent Velasquez,$8.0K,R,PHI,SP,MIA,,,,,-100, ,8.5,-165,4.78,-0.08,3,0.355,0.464,0.209,4.50,6,0.315,0.408,0.169,5.10,36,3.57,4.40,0.15,0.328,4.90,0.00,0.00,17.25,2.16
Alex Wood,$8.5K,L,LAD,SP,HOU,,,,,200,-2,7.5,-120,3.87,0.42,1,0.257,0.318,0.079,2.40,8,0.291,0.382,0.156,6.50,47,3.54,3.59,0.14,0.287,6.10,0.00,0.00,17.57,2.07
Jacob deGrom,$12.4K,R,NYM,SP,ATL,,,,,900,1,7.0,-144,3.79,0.08,5,0.297,0.372,0.129,4.80,4,0.259,0.333,0.127,5.80,52,2.75,3.21,0.13,0.280,5.30,0.00,0.00,25.59,2.06
Anibal Sanchez,$8.0K,R,ATL,SP,@ NYM,,,,,-500,2,7.0,128,3.21,-0.08,3,0.334,0.447,0.187,4.80,6,0.364,0.516,0.226,4.70,40,3.50,4.38,0.17,0.354,4.70,0.00,0.00,16.42,2.05
Yonny Chirinos,$5.1K,R,TBR,SP,CHW,,,,,-600, ,8.5,-185,4.94,0.29,6,0.320,0.417,0.167,4.00,3,0.332,0.369,0.077,4.20,8,3.91,4.63,0.09,0.324,4.00,0.00,0.00,10.41,2.04
John Gant,$5.6K,R,STL,SP,@ PIT,,,,,-800,2,8.0,138,3.59,-0.38,3,0.329,0.440,0.213,3.50,6,0.285,0.291,0.090,4.10,21,4.64,5.17,0.14,0.300,3.90,0.00,0.00,11.26,2.01
Justin Verlander,$13.1K,R,HOU,SP,@ LAD,,,,,1900,-1,7.5,106,3.63,0.08,5,0.303,0.400,0.185,5.70,4,0.255,0.326,0.118,5.50,55,2.71,3.83,0.11,0.282,5.60,0.00,0.00,25.8,1.97
