Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jake Odorizzi,$6.3K,R,MIN,SP,BAL,,,,,-700,5,9.5,-138,5.09,0.02,1,0.330,0.465,0.236,3.90,8,0.328,0.439,0.204,5.70,43,3.89,5.05,0.22,0.328,5.50,0.00,0.00,16.37,2.6
Alex Cobb,$4.5K,R,BAL,SP,@ MIN,,,,,-1500,6,9.5,124,4.41,0.48,7,0.330,0.438,0.181,3.40,2,0.334,0.463,0.179,3.30,43,4.30,4.42,0.21,0.331,3.40,0.00,0.00,11.38,2.53
Dallas Keuchel,$9.3K,L,HOU,SP,CHW,,,,,-300,2,8.5,-306,5.6,-0.05,0,0.256,0.326,0.103,2.50,9,0.297,0.378,0.139,6.20,40,4.32,3.33,0.26,0.297,6.20,0.00,0.00,22.49,2.42
Austin Bibens-Dirkx,$4.6K,R,TEX,SP,@ DET,,,,,-1700,7,9.0,-102,4.42, ,4,0.345,0.473,0.201,1.90,5,0.348,0.465,0.185,3.90,28,4.67,5.30,0.22,0.347,3.00,0.00,0.00,10.96,2.38
Antonio Senzatela,$6.3K,R,COL,SP,@ SEA,,,,,100,-1,8.5,116,4.02,0.01,3,0.320,0.425,0.181,3.30,6,0.324,0.429,0.165,3.90,44,4.35,4.24,0.22,0.323,3.70,0.00,0.00,14.58,2.31
Tanner Roark,$7.2K,R,WAS,SP,MIA,,,,, ,2,9.5,-171,5.39,0.22,3,0.348,0.460,0.189,4.10,6,0.283,0.364,0.136,4.30,47,3.89,4.34,0.20,0.305,4.20,0.00,0.00,15.83,2.2
Nathan Eovaldi,$7.3K,R,TBR,SP,@ NYM,,,,,500,-2,8.0,-129,4.2,0.45,5,0.262,0.349,0.161,2.60,4,0.303,0.494,0.272,5.00,7,3.25,3.78,0.38,0.280,3.70,0.00,0.00,16.05,2.2
Rick Porcello,$9.2K,R,BOS,SP,@ KCR,,,,,-300,2,9.5,-232,5.82,-0.06,5,0.349,0.492,0.217,4.20,4,0.317,0.423,0.157,4.40,50,3.55,4.27,0.21,0.335,4.30,0.00,0.00,19.93,2.17
Sean Newcomb,$8.7K,L,ATL,SP,@ MIL,,,,,1000,-3,8.5,106,4.12,0.04,2,0.327,0.419,0.189,2.40,7,0.308,0.368,0.133,7.10,35,3.92,4.45,0.15,0.312,6.00,0.00,0.00,18.63,2.14
Luis Castillo,$7.1K,R,CIN,SP,@ CHC,,,,, ,3,8.5,136,3.83,3.83,5,0.324,0.454,0.215,4.10,4,0.294,0.377,0.149,5.60,32,3.60,3.77,0.29,0.311,4.80,0.00,0.00,15.03,2.12
Lucas Giolito,$4.8K,R,CHW,SP,@ HOU,,,,,-900,1,8.5,266,2.9,0.05,4,0.362,0.477,0.222,2.50,5,0.317,0.410,0.197,3.80,23,4.92,5.84,0.22,0.337,3.20,0.00,0.00,10.05,2.09
