Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
German Marquez,$5.8K,R,COL,SP,@ SEA,,,,,-1300,5,8.0,102,3.92,-0.11,5,0.337,0.440,0.161,3.80,4,0.346,0.494,0.238,5.10,45,3.65,4.15,0.23,0.341,4.40,0.00,0.00,15.08,2.6
Jason Hammel,$4.4K,R,KCR,SP,BOS,,,,,-1900,2,8.5,299,2.69,-0.04,4,0.328,0.438,0.168,3.80,5,0.348,0.463,0.157,3.60,46,4.15,5.02,0.14,0.339,3.70,0.00,0.00,10.76,2.45
Lance Lynn,$6.4K,R,MIN,SP,BAL,,,,,-900,4,8.5,-140,4.57,-0.32,1,0.361,0.466,0.210,2.90,8,0.283,0.346,0.129,5.60,46,4.21,4.67,0.20,0.292,5.30,0.00,0.00,14.57,2.28
Dan Straily,$5.6K,R,MIA,SP,@ WAS,,,,,-800, ,9.0,189,3.6,-0.17,6,0.331,0.443,0.197,4.60,3,0.336,0.482,0.231,4.10,43,3.72,4.82,0.24,0.333,4.40,0.00,0.00,12.42,2.22
Zack Godley,$8.6K,R,ARI,SP,SDP,,,,,400, ,7.5,-143,4.05,-0.25,5,0.315,0.376,0.135,4.80,4,0.305,0.391,0.158,5.60,40,3.70,3.71,0.23,0.311,5.20,0.00,0.00,18.49,2.15
Sonny Gray,$6.8K,R,NYY,SP,@ TOR,,,,,-900,3,9.5,-155,5.24,0.12,3,0.302,0.368,0.136,4.20,6,0.316,0.412,0.173,5.00,40,3.96,4.02,0.21,0.311,4.70,0.00,0.00,14.33,2.11
Felix Hernandez,$7.5K,R,SEA,SP,COL,,,,,-300,2,8.0,-115,4.08,-0.39,5,0.353,0.482,0.215,3.60,4,0.325,0.423,0.174,4.90,31,3.94,4.22,0.26,0.341,4.20,0.00,0.00,15.54,2.07
Carlos Carrasco,$10.8K,R,CLE,SP,OAK,,,,,300, ,9.0,-198,5.29,-0.18,3,0.308,0.412,0.168,4.90,6,0.276,0.358,0.129,6.00,45,2.79,3.35,0.18,0.287,5.70,0.00,0.00,22.35,2.07
John Gant,$6.3K,R,STL,SP,@ SFG,,,,,500,-6,8.5,107,4.12,0.18,5,0.300,0.389,0.177,4.20,4,0.284,0.333,0.125,3.90,15,4.41,4.90,0.18,0.293,4.10,0.00,0.00,12.99,2.06
Mike Montgomery,$7.3K,L,CHC,SP,CIN,,,,,-100, ,7.5,-157,4.16,4.16,3,0.301,0.360,0.114,2.30,6,0.294,0.354,0.129,5.20,66,4.59,4.27,0.18,0.296,4.20,0.00,0.00,14.84,2.03
Chris Sale,$14.0K,L,BOS,SP,@ KCR,,,,,1500, ,8.5,-363,5.81,0.54,2,0.228,0.259,0.063,2.00,7,0.266,0.357,0.154,11.90,48,1.71,2.63,0.19,0.258,9.70,0.00,0.00,28.44,2.03
Felix Pena,$6.6K,R,LAA,SP,LAD,,,,,800,-9,9.0,120,4.21,-0.11,5,0.364,0.451,0.187,4.30,4,0.357,0.518,0.246,7.20,27,3.56,4.62,0.30,0.361,5.60,0.00,0.00,12.87,1.95
Paul Blackburn,$4.3K,R,OAK,SP,@ CLE,,,,,-1800,2,9.0,173,3.71,-0.32,7,0.285,0.327,0.085,2.20,2,0.334,0.444,0.154,2.00,15,5.21,4.64,0.18,0.296,2.20,0.00,0.00,8.38,1.95
Ryne Stanek,$4.0K,R,TBR,SP,@ NYM,,,,,-1500, ,6.5,138,2.91,-0.14,3,0.227,0.215,0.015,6.00,6,0.358,0.505,0.277,8.90,41,2.96,4.17,0.22,0.314,7.90,0.00,0.00,7.72,1.93
Lance McCullers,$11.9K,R,HOU,SP,CHW,,,,,600, ,8.0,-262,5.07,-0.07,4,0.255,0.294,0.102,5.50,5,0.325,0.411,0.152,5.20,38,3.69,3.29,0.20,0.294,5.30,0.00,0.00,22.15,1.86
Reynaldo Lopez,$6.1K,R,CHW,SP,@ HOU,,,,,-800,2,8.0,230,2.93,0.07,3,0.326,0.433,0.180,3.20,6,0.293,0.366,0.136,4.10,22,4.58,5.69,0.15,0.304,3.80,0.00,0.00,11.25,1.84
Bartolo Colon,$5.2K,R,TEX,SP,@ DET,,,,,-1300,2,9.0,-121,4.65,-0.18,4,0.366,0.524,0.226,2.60,5,0.367,0.545,0.244,3.30,43,4.43,4.86,0.23,0.367,3.00,0.00,0.00,9.51,1.83
Sam Gaviglio,$5.1K,R,TOR,SP,NYY,,,,,-1600,5,9.5,137,4.26,-0.12,5,0.329,0.452,0.200,2.60,4,0.345,0.484,0.225,4.60,24,4.26,4.52,0.33,0.336,3.50,0.00,0.00,9.29,1.82
Dereck Rodriguez,$7.7K,R,SFG,SP,STL,,,,,-900,6,8.5,-119,4.38,0.32,2,0.334,0.437,0.173,3.50,7,0.310,0.397,0.128,4.50,7,3.76,4.20,0.16,0.315,4.30,0.00,0.00,13.87,1.8
Jacob deGrom,$13.0K,R,NYM,SP,TBR,,,,,1000, ,6.5,-155,3.59,-0.36,4,0.296,0.375,0.135,4.90,5,0.260,0.337,0.126,6.20,47,2.69,3.08,0.21,0.276,5.60,0.00,0.00,23.19,1.78
Jordan Zimmermann,$6.7K,R,DET,SP,TEX,,,,,-800,3,9.0,106,4.35,-0.32,4,0.354,0.495,0.199,3.70,5,0.360,0.501,0.203,3.10,37,4.26,5.15,0.18,0.357,3.40,0.00,0.00,11.85,1.77
Kenta Maeda,$10.0K,R,LAD,SP,@ LAA,,,,,1000,1,9.0,-136,4.79,0.11,3,0.332,0.447,0.186,3.90,6,0.262,0.354,0.154,6.70,41,2.92,3.67,0.21,0.285,5.80,0.00,0.00,17.65,1.77
