Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Rich Hill,$8.6K,L,LAD,SP,@ SDP,,,,,600,-2,8.0,-160,4.45,-0.02,2,0.325,0.344,0.122,2.30,7,0.289,0.393,0.180,9.50,34,2.81,3.89,0.21,0.297,7.90,0.00,0.00,20.79,2.42
Garrett Richards,$8.4K,R,LAA,SP,SEA,,,,,-100,3,8.5,-157,4.71,0.08,4,0.274,0.351,0.150,5.90,5,0.281,0.332,0.123,5.40,19,3.37,3.52,0.28,0.278,5.60,0.00,0.00,18.72,2.23
Pablo Lopez,$5.7K,R,MIA,SP,MIL,,,,,200,-2,8.0,142,3.54,-0.15,4,0.263,0.278,0.056,3.30,5,0.418,0.708,0.428,3.30,2,4.22,4.17,0.38,0.349,3.30,0.00,0.00,12.39,2.17
Julio Teheran,$7.4K,R,ATL,SP,TOR,,,,,-200,3,8.5,-129,4.47,-0.23,3,0.342,0.440,0.203,3.90,6,0.311,0.433,0.191,4.40,46,4.10,4.89,0.22,0.321,4.20,0.00,0.00,16.02,2.16
Yovani Gallardo,$4.7K,R,TEX,SP,@ BOS,,,,,-900,4,11.5,173,4.75,0.36,6,0.348,0.455,0.198,3.40,3,0.365,0.502,0.216,3.20,35,4.58,5.17,0.29,0.354,3.40,0.00,0.00,9.8,2.09
Justin Verlander,$13.3K,R,HOU,SP,OAK,,,,,1500, ,7.5,-210,4.48,-0.3,3,0.293,0.384,0.177,6.00,6,0.249,0.319,0.114,5.70,49,2.75,3.84,0.15,0.264,5.80,0.00,0.00,27.65,2.08
Jose Quintana,$8.3K,L,CHC,SP,@ SFG,,,,,1100,-3,8.0,-140,4.3,0.49,3,0.259,0.336,0.120,2.40,6,0.325,0.424,0.181,7.80,47,3.46,3.91,0.21,0.303,6.00,0.00,0.00,17.29,2.08
Sal Romano,$4.9K,R,CIN,SP,@ CLE,,,,,-1000,6,9.0,188,3.6,0.17,7,0.360,0.479,0.197,3.90,2,0.328,0.445,0.191,4.10,32,4.34,4.59,0.23,0.353,3.90,0.00,0.00,9.84,2.01
Enyel De Los Santos,$7.5K,R,PHI,SP,@ NYM,,,,,2000,-13,9.0,-114,4.58,0.19,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,14.67,1.96
Mike Leake,$5.9K,R,SEA,SP,@ LAA,,,,,-2300,16,8.5,140,3.79,-0.08,3,0.326,0.429,0.151,2.40,6,0.313,0.432,0.169,3.80,49,4.35,4.11,0.20,0.317,3.30,0.00,0.00,11.4,1.93
Ryan Yarbrough,$6.2K,L,TBR,SP,DET,,,,,400,-2,7.5,-179,4.3,-0.18,0,0.306,0.407,0.182,2.70,9,0.305,0.390,0.151,5.90,21,3.59,4.43,0.20,0.305,5.90,0.00,0.00,11.98,1.93
Matt Boyd,$7.2K,L,DET,SP,@ TBR,,,,,500,1,7.5,159,3.2,-0.32,2,0.314,0.411,0.149,1.70,7,0.336,0.438,0.173,6.50,41,4.12,4.98,0.17,0.331,5.40,0.00,0.00,13.85,1.92
Eric Lauer,$5.3K,L,SDP,SP,LAD,,,,,-1700,10,8.0,141,3.55,0.02,3,0.345,0.421,0.123,1.00,6,0.382,0.509,0.185,6.90,13,4.28,4.92,0.17,0.370,5.00,0.00,0.00,10.01,1.89
