Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Danny Duffy,$4.8K,L,KCR,SP,@ TEX,,,,,-1200,-1,10.0,-116,5.12,0.3,4,0.211,0.261,0.087,1.70,5,0.354,0.480,0.192,6.90,32,3.83,0.00,0.17,0.290,4.60,0.00,0.00,14.34,2.99
Austin Bibens-Dirkx,$4.0K,R,TEX,SP,KCR,,,,,-1500, ,10.0,103,4.88,0.2,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.02,2.76
Luis Castillo,$7.0K,R,CIN,SP,PIT,,,,,-300,-3,8.5,-111,4.32,-0.25,4,0.310,0.449,0.228,4.30,5,0.298,0.375,0.136,5.70,24,3.63,0.00,0.28,0.303,5.00,0.00,0.00,17.98,2.57
Marco Estrada,$5.7K,R,TOR,SP,LAA,,,,,-1800,3,9.0,115,4.27,-0.41,3,0.303,0.436,0.212,3.80,6,0.361,0.506,0.220,4.60,41,3.86,0.00,0.19,0.342,4.40,0.00,0.00,13.52,2.37
Dylan Bundy,$6.9K,R,BAL,SP,@ CHW,,,,,-1400,3,9.5,-147,5.18,0.37,5,0.347,0.482,0.205,3.40,4,0.296,0.422,0.206,5.70,37,3.49,0.00,0.21,0.324,4.40,0.00,0.00,16.22,2.35
Lucas Giolito,$4.1K,R,CHW,SP,BAL,,,,,-2200,1,9.5,132,4.32,0.13,4,0.326,0.420,0.200,2.70,5,0.289,0.343,0.149,3.40,16,4.84,0.00,0.18,0.305,3.10,0.00,0.00,9.54,2.33
Zach Davies,$5.5K,R,MIL,SP,NYM,,,,,-2200,5,8.5,-154,4.69,0.12,6,0.327,0.431,0.174,3.30,3,0.314,0.416,0.138,2.70,39,4.59,0.00,0.20,0.323,3.10,0.00,0.00,12.2,2.22
Steven Matz,$6.2K,L,NYM,SP,@ MIL,,,,,-500,-1,8.5,138,3.81,-0.12,1,0.332,0.366,0.098,1.30,8,0.362,0.526,0.241,6.40,20,4.20,0.00,0.27,0.359,5.90,0.00,0.00,12.84,2.07
Ivan Nova,$6.4K,R,PIT,SP,@ CIN,,,,,-1500,3,8.5,-102,4.18,-0.25,3,0.362,0.515,0.201,2.10,6,0.298,0.417,0.172,4.60,39,4.06,0.00,0.23,0.319,3.80,0.00,0.00,12.61,1.97
Nick Tropeano,$6.8K,R,LAA,SP,@ TOR,,,,,-200,-2,9.0,-129,4.73,-0.09,3,0.309,0.371,0.085,3.80,6,0.345,0.500,0.304,3.80,6,4.25,0.00,0.19,0.333,3.80,0.00,0.00,13.27,1.95
Rick Porcello,$9.7K,R,BOS,SP,@ TBR,,,,,400, ,7.0,-122,3.63,-0.33,3,0.347,0.503,0.229,4.40,6,0.315,0.430,0.156,4.40,42,3.47,0.00,0.20,0.326,4.40,0.00,0.00,18.93,1.95
Blake Snell,$7.9K,L,TBR,SP,BOS,,,,,-200,-1,7.0,109,3.37,-0.17,3,0.200,0.218,0.064,2.00,6,0.317,0.418,0.181,7.80,32,3.75,0.00,0.17,0.278,5.80,0.00,0.00,14.69,1.86
Felix Hernandez,$7.1K,R,SEA,SP,@ OAK,,,,,600,-7,9.0,116,4.26,-0.05,5,0.350,0.487,0.216,3.60,4,0.330,0.443,0.199,5.30,24,3.93,0.00,0.27,0.341,4.40,0.00,0.00,11.74,1.65
Charlie Morton,$12.8K,R,HOU,SP,@ CLE,,,,,2600, ,8.0,-124,4.17,-0.08,7,0.239,0.272,0.105,6.60,2,0.330,0.444,0.188,4.40,33,3.29,0.00,0.22,0.259,6.10,0.00,0.00,20.4,1.59
Mike Clevinger,$9.2K,R,CLE,SP,HOU,,,,,500, ,8.0,111,3.83,0.08,3,0.328,0.425,0.178,3.70,6,0.266,0.309,0.111,6.10,34,3.60,0.00,0.17,0.287,5.30,0.00,0.00,13.02,1.42
