Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Luis Castillo,$6.8K,R,CIN,SP,@ SDP,,,,,-1100,9,7.5,-114,3.82,0.18,4,0.316,0.451,0.225,4.10,5,0.290,0.369,0.137,5.80,26,3.62,0.00,0.28,0.302,5.00,0.00,0.00,19.77,2.91
Doug Fister,$4.2K,R,TEX,SP,@ LAA,,,,,-2100,4,8.5,159,3.64,-0.03,2,0.339,0.442,0.174,3.90,7,0.313,0.403,0.142,4.40,26,4.28,0.00,0.22,0.319,4.30,0.00,0.00,11.48,2.73
Dereck Rodriguez,$4.0K,R,SFG,SP,PHI,,,,,-1500, ,8.0,-110,4.06,0.29,4,0.246,0.400,0.200,5.80,5,0.504,0.714,0.285,5.80,1,3.38,0.00,0.00,0.389,5.80,0.00,0.00,10.76,2.69
Matt Koch,$5.1K,R,ARI,SP,MIA,,,,,-1900,9,9.0,-126,4.71,-0.06,2,0.277,0.374,0.184,3.70,7,0.433,0.632,0.276,2.10,9,4.76,0.00,0.21,0.398,2.40,0.00,0.00,13.63,2.67
Michael Fulmer,$6.1K,R,DET,SP,TOR,,,,,-1400,8,9.0,-113,4.57,-0.13,4,0.307,0.398,0.139,3.50,5,0.277,0.338,0.107,3.60,34,4.24,0.00,0.15,0.290,3.60,0.00,0.00,15.67,2.57
Tyson Ross,$8.2K,R,SDP,SP,CIN,,,,,500,-3,7.5,101,3.68,-0.18,5,0.336,0.398,0.142,3.80,4,0.302,0.358,0.139,4.70,22,4.31,0.00,0.16,0.321,4.20,0.00,0.00,19.4,2.37
Charlie Morton,$10.4K,R,HOU,SP,BOS,,,,,700,2,7.5,-170,4.25,-0.21,6,0.239,0.272,0.105,6.60,3,0.330,0.444,0.188,4.40,33,3.29,0.00,0.22,0.269,5.90,0.00,0.00,23.76,2.28
Brent Suter,$7.7K,L,MIL,SP,@ CHW,,,,,800,-1,9.5,-167,5.35,0.18,1,0.257,0.324,0.118,1.50,8,0.332,0.460,0.178,6.50,32,3.82,0.00,0.25,0.324,5.90,0.00,0.00,17.17,2.23
Jake Arrieta,$9.1K,R,PHI,SP,@ SFG,,,,,600,1,8.0,-102,3.94,-0.29,3,0.339,0.462,0.200,4.80,6,0.259,0.320,0.120,4.90,37,3.70,0.00,0.19,0.286,4.80,0.00,0.00,19.33,2.12
Jon Lester,$10.4K,L,CHC,SP,@ NYM,,,,,2000,-5,7.5,-156,4.15,-0.22,6,0.234,0.302,0.097,2.80,3,0.325,0.427,0.174,6.50,41,3.68,0.00,0.20,0.264,4.00,0.00,0.00,21.77,2.09
