Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Lucas Giolito,$4.1K,R,CHW,SP,DET,,,,,-1400, ,9.5,-102,4.83, ,3,0.355,0.463,0.216,2.70,6,0.309,0.379,0.169,3.30,19,5.03,0.00,0.20,0.324,3.10,0.00,0.00,11.88,2.9
Alex Wood,$7.3K,L,LAD,SP,SFG,,,,,-200,-5,7.5,-141,4.04,-0.02,4,0.262,0.327,0.087,2.50,5,0.285,0.388,0.165,6.90,39,3.31,0.00,0.20,0.275,5.00,0.00,0.00,20.31,2.78
Steven Wright,$5.3K,R,BOS,SP,@ SEA,,,,,-1600,3,8.5,-111,4.32, ,3,0.316,0.415,0.188,3.00,6,0.368,0.514,0.234,3.70,13,4.46,0.00,0.29,0.351,3.50,0.00,0.00,14.45,2.73
Kyle Hendricks,$6.4K,R,CHC,SP,@ STL,,,,,-1100,3,8.5,-135,4.52,0.36,3,0.313,0.415,0.182,4.40,6,0.283,0.380,0.139,4.50,35,3.79,0.00,0.26,0.293,4.50,0.00,0.00,16.48,2.58
Sean Newcomb,$7.3K,L,ATL,SP,SDP,,,,,-1600,3,8.5,-180,4.89,-0.06,1,0.329,0.417,0.183,2.50,8,0.308,0.362,0.124,7.20,31,3.91,0.00,0.14,0.310,6.70,0.00,0.00,18.55,2.54
Jordan Zimmermann,$4.4K,R,DET,SP,@ CHW,,,,,-3200,15,9.5,-111,4.67, ,3,0.366,0.515,0.208,3.70,6,0.370,0.517,0.215,3.10,34,4.34,0.00,0.19,0.369,3.30,0.00,0.00,11.03,2.51
Luis Castillo,$6.8K,R,CIN,SP,@ PIT,,,,,-500,-3,8.5,-107,4.18,0.12,4,0.315,0.440,0.210,4.10,5,0.301,0.389,0.159,5.80,28,3.56,0.00,0.29,0.307,5.10,0.00,0.00,16.83,2.48
Marco Estrada,$5.4K,R,TOR,SP,WAS,,,,,-1600,3,7.5,173,3.11,-0.06,5,0.309,0.438,0.211,3.80,4,0.369,0.517,0.229,4.70,45,3.83,0.00,0.18,0.336,4.20,0.00,0.00,12.72,2.36
Alex Cobb,$5.1K,R,BAL,SP,MIA,,,,,-700,-5,9.5,-153,5.24,0.46,4,0.338,0.455,0.189,3.30,5,0.331,0.453,0.169,3.50,39,4.28,0.00,0.22,0.334,3.40,0.00,0.00,11.51,2.26
Sean Manaea,$6.3K,L,OAK,SP,LAA,,,,,-1000,1,9.0,-102,4.58,-0.1,1,0.266,0.310,0.089,1.60,8,0.326,0.437,0.183,6.30,41,3.93,0.00,0.17,0.319,5.80,0.00,0.00,14.08,2.23
