Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Mike Leake,$4.4K,R,SEA,SP,@ TBR,,,,,-3200,10,8.0,-114,4.07,-0.03,3,0.326,0.433,0.154,2.50,6,0.313,0.435,0.164,3.80,43,4.33,0.00,0.20,0.317,3.30,0.00,0.00,15.79,3.59
Paul Blackburn,$4.0K,R,OAK,SP,KCR,,,,,-1500, ,8.5,-150,4.65,-0.16,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.34,2.84
Jason Hammel,$4.6K,R,KCR,SP,@ OAK,,,,,-2700,7,8.5,134,3.85,0.16,4,0.326,0.442,0.170,4.00,5,0.333,0.444,0.150,3.60,41,4.09,0.00,0.14,0.330,3.80,0.00,0.00,12.8,2.78
Jalen Beeks,$4.5K,L,BOS,SP,DET,,,,,-1500,2,10.0,-161,5.58,0.17,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.77,2.62
Tyler Anderson,$6.4K,L,COL,SP,@ CIN,,,,,500,-6,9.0,-107,4.42,-0.15,2,0.353,0.515,0.259,2.50,7,0.341,0.484,0.216,6.90,27,3.72,0.00,0.27,0.344,5.90,0.00,0.00,16.37,2.56
Jaime Garcia,$5.8K,L,TOR,SP,BAL,,,,,-400,-2,9.5,-127,4.97,-0.14,1,0.308,0.440,0.189,2.30,8,0.339,0.447,0.182,5.80,36,4.20,0.00,0.20,0.336,5.40,0.00,0.00,14.26,2.46
Tyler Chatwood,$6.4K,R,CHC,SP,PHI,,,,,600,-7,8.0,-114,4.08,4.08,6,0.352,0.433,0.170,4.00,3,0.303,0.368,0.154,4.00,41,4.85,0.00,0.26,0.336,4.00,0.00,0.00,14.39,2.25
Jameson Taillon,$8.1K,R,PIT,SP,LAD,,,,,300,1,8.0,-125,4.16, ,5,0.345,0.442,0.151,3.20,4,0.292,0.387,0.141,5.90,34,3.73,0.00,0.17,0.321,4.40,0.00,0.00,17.86,2.2
Austin Pruitt,$4.1K,R,TBR,SP,SEA,,,,,-1500, ,8.0,-100,3.93,0.03,3,0.312,0.421,0.174,3.30,6,0.351,0.479,0.177,3.60,39,4.20,0.00,0.17,0.338,3.50,0.00,0.00,8.98,2.19
Tyler Mahle,$7.0K,R,CIN,SP,COL,,,,,600,-4,9.0,-107,4.58,0.15,6,0.390,0.538,0.267,3.90,3,0.287,0.354,0.096,4.20,16,4.05,0.00,0.22,0.356,4.00,0.00,0.00,14.06,2.01
David Hess,$5.2K,R,BAL,SP,@ TOR,,,,,-1300,3,9.5,112,4.53,0.14,4,0.376,0.525,0.225,2.80,5,0.264,0.420,0.220,2.00,4,4.74,0.00,0.23,0.314,2.40,0.00,0.00,10.19,1.96
Miles Mikolas,$9.5K,R,STL,SP,MIA,,,,,500,2,8.5,-213,5.11,0.05,3,0.305,0.430,0.148,3.20,6,0.212,0.258,0.081,4.20,10,3.82,0.00,0.14,0.243,3.90,0.00,0.00,18.54,1.95
Gerrit Cole,$11.6K,R,HOU,SP,@ TEX,,,,,-200, ,9.0,-175,5.15,-0.1,6,0.309,0.432,0.189,5.10,3,0.278,0.367,0.147,4.90,44,2.92,0.00,0.22,0.299,5.10,0.00,0.00,21.84,1.88
James Shields,$5.3K,R,CHW,SP,@ MIN,,,,,-1400,3,8.5,171,3.54,-0.08,5,0.334,0.437,0.203,3.40,4,0.315,0.431,0.184,3.90,34,4.31,0.00,0.19,0.326,3.60,0.00,0.00,9.55,1.8
Jose Berrios,$11.1K,R,MIN,SP,CHW,,,,,1600, ,8.5,-189,4.96,-0.42,5,0.311,0.397,0.156,3.90,4,0.272,0.357,0.138,5.20,37,3.32,0.00,0.17,0.294,4.50,0.00,0.00,19.49,1.76
Trevor Richards,$5.5K,R,MIA,SP,@ STL,,,,,-200,-5,8.5,189,3.39,-0.05,3,0.304,0.360,0.160,6.80,6,0.368,0.512,0.239,2.40,5,3.92,0.00,0.25,0.347,3.90,0.00,0.00,9.64,1.75
Daniel Hudson,$4.0K,R,LAD,SP,@ PIT,,,,,-1500, ,8.0,109,3.84, ,4,0.341,0.430,0.175,4.20,5,0.320,0.390,0.146,6.50,85,4.01,0.00,0.19,0.329,5.50,0.00,0.00,6.62,1.66
Nick Pivetta,$9.6K,R,PHI,SP,@ CHC,,,,,1200,-1,8.0,102,3.92,3.92,4,0.302,0.373,0.121,4.90,5,0.362,0.516,0.236,5.30,36,3.42,0.00,0.25,0.335,5.10,0.00,0.00,13.24,1.38
Ryne Stanek,$4.0K,R,TBR,SP,SEA,,,,,-1500, ,8.0,-100,3.93,0.03,3,0.255,0.267,0.023,7.40,6,0.451,0.716,0.430,10.00,26,2.86,0.00,0.33,0.386,9.10,0.00,0.00,5.26,1.32
Cole Hamels,$9.9K,L,TEX,SP,HOU,,,,,1300,-1,9.0,159,3.85,0.1,1,0.245,0.299,0.107,1.40,8,0.322,0.424,0.189,6.40,34,4.11,0.00,0.22,0.313,5.80,0.00,0.00,12.21,1.23
Matt Boyd,$8.3K,L,DET,SP,@ BOS,,,,,1300,-3,10.0,144,4.42,0.33,3,0.280,0.326,0.084,1.40,6,0.330,0.440,0.173,6.50,35,4.19,0.00,0.15,0.313,4.80,0.00,0.00,9.42,1.13
