Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Mike Minor,$5.4K,L,TEX,SP,@ MIN,,,,,-1100, ,9.0,-110,4.42,0.15,3,0.223,0.275,0.092,3.00,6,0.331,0.465,0.210,6.90,74,3.11,0.00,0.15,0.295,5.60,0.00,0.00,14.1,2.61
Danny Duffy,$5.3K,L,KCR,SP,@ HOU,,,,,-1400,3,8.5,267,2.96,0.08,0,0.225,0.274,0.084,1.60,9,0.347,0.461,0.185,6.80,37,3.92,0.00,0.16,0.347,6.80,0.00,0.00,13.38,2.52
Jose Quintana,$8.6K,L,CHC,SP,@ CIN,,,,,400,2,8.5,-138,4.56,-0.22,2,0.248,0.319,0.109,2.50,7,0.320,0.416,0.177,8.10,44,3.39,0.00,0.21,0.304,6.80,0.00,0.00,20.43,2.38
Luis Castillo,$5.8K,R,CIN,SP,CHC,,,,,-1500,7,8.5,124,3.94,-0.28,5,0.324,0.455,0.220,4.10,4,0.301,0.392,0.164,5.70,29,3.60,0.00,0.29,0.314,4.80,0.00,0.00,13.75,2.37
Chris Bassitt,$6.7K,R,OAK,SP,@ CHW,,,,,-100,-2,9.0,-139,4.82,-0.31,8,0.158,0.176,0.058,3.30,10,0.332,0.393,0.107,4.10,2,3.75,0.00,0.13,0.509,7.50,0.00,0.00,15.71,2.34
Alex Cobb,$4.9K,R,BAL,SP,@ ATL,,,,,-1100, ,8.5,160,3.63,0.12,6,0.337,0.454,0.188,3.30,3,0.333,0.459,0.176,3.50,40,4.28,0.00,0.22,0.336,3.30,0.00,0.00,11.12,2.27
Chris Stratton,$7.3K,R,SFG,SP,SDP,,,,,-400,5,7.5,-115,3.82,-0.18,6,0.338,0.417,0.154,3.50,3,0.299,0.378,0.133,4.30,26,4.38,0.00,0.14,0.325,3.80,0.00,0.00,16.28,2.23
Lucas Giolito,$4.5K,R,CHW,SP,OAK,,,,,-1500,2,9.0,122,4.18,-0.19,6,0.358,0.462,0.210,2.70,12,0.311,0.397,0.189,3.50,20,4.95,0.00,0.20,0.653,6.50,0.00,0.00,9.68,2.15
Alex Wood,$9.1K,L,LAD,SP,@ NYM,,,,,1700,-11,7.5,-144,4.06,-0.35,2,0.257,0.321,0.085,2.50,7,0.285,0.385,0.161,6.80,40,3.36,0.00,0.20,0.279,5.90,0.00,0.00,19.27,2.12
Dallas Keuchel,$8.4K,L,HOU,SP,KCR,,,,,-200,7,8.5,-283,5.54,-0.08,2,0.254,0.327,0.106,2.50,7,0.299,0.380,0.141,6.20,37,4.33,0.00,0.28,0.289,5.40,0.00,0.00,17.47,2.08
Marco Estrada,$7.2K,R,TOR,SP,@ LAA,,,,,-1000,11,8.5,129,3.89,-0.12,2,0.300,0.425,0.204,3.70,7,0.370,0.516,0.228,4.60,46,3.85,0.00,0.18,0.354,4.40,0.00,0.00,14.31,1.99
Tanner Roark,$8.3K,R,WAS,SP,PHI,,,,,500,1,8.5,-156,4.71,-0.11,6,0.347,0.466,0.195,4.10,3,0.271,0.339,0.124,4.30,44,3.87,0.00,0.20,0.322,4.20,0.00,0.00,16.22,1.95
Andrew Heaney,$8.8K,L,LAA,SP,TOR,,,,,800,-3,8.5,-144,4.61,0.12,0,0.239,0.271,0.057,1.50,9,0.355,0.521,0.273,7.80,17,3.37,0.00,0.31,0.355,7.80,0.00,0.00,17.1,1.94
Jon Gray,$7.7K,R,COL,SP,MIA,,,,,400,-2,11.0,-199,6.5,-0.34,4,0.326,0.427,0.153,5.50,5,0.327,0.428,0.149,5.20,33,3.25,0.00,0.21,0.327,5.40,0.00,0.00,14.29,1.86
