Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Matt Koch,$4.5K,R,ARI,SP,@ PHI,,,,,-1400, ,8.5,111,4.07,-0.03,5,0.406,0.667,0.445,3.86,4,0.145,0.125,0.000,10.39,3,0.00,0.00,0.00,0.290,6.76,0.00,0.00,13.06,2.9
Marco Estrada,$5.0K,R,TOR,SP,BOS,,,,,-2300,4,8.0,182,3.23,-0.09,4,0.289,0.394,0.189,8.66,5,0.380,0.521,0.230,9.08,38,0.00,0.00,0.00,0.340,8.89,0.00,0.00,13.31,2.66
Ben Lively,$4.9K,R,PHI,SP,ARI,,,,,-1500, ,8.5,-124,4.43,0.03,4,0.379,0.512,0.215,5.27,5,0.303,0.403,0.162,7.74,20,0.00,0.00,0.00,0.337,6.64,0.00,0.00,12.01,2.45
Kyle Hendricks,$6.9K,R,CHC,SP,MIL,,,,,100,-4,8.5,-165,4.78,4.78,3,0.328,0.436,0.207,9.22,6,0.285,0.368,0.128,7.35,31,0.00,0.00,0.00,0.299,7.97,0.00,0.00,16.44,2.38
James Paxton,$8.0K,L,SEA,SP,@ CLE,,,,,-600,2,7.5,-106,3.69,0.04,3,0.288,0.333,0.090,9.76,6,0.294,0.371,0.138,11.21,29,0.00,0.00,0.00,0.292,10.73,0.00,0.00,18.41,2.3
Michael Fulmer,$6.9K,R,DET,SP,@ PIT,,,,,-700, ,8.0,128,3.68,-0.01,5,0.304,0.374,0.110,6.75,4,0.272,0.324,0.100,5.87,29,0.00,0.00,0.00,0.290,6.36,0.00,0.00,15.08,2.19
Chase Anderson,$6.6K,R,MIL,SP,@ CHC,,,,,-1100,3,8.5,148,3.72,3.72,5,0.235,0.239,0.065,9.76,4,0.313,0.413,0.181,7.92,29,0.00,0.00,0.00,0.270,8.94,0.00,0.00,14.14,2.14
Homer Bailey,$5.5K,R,CIN,SP,ATL,,,,,-1000,-2,9.0,122,4.2,-0.05,6,0.360,0.447,0.170,5.40,3,0.375,0.490,0.183,7.96,23,0.00,0.00,0.00,0.365,6.25,0.00,0.00,11.57,2.1
Chris Archer,$8.8K,R,TBR,SP,@ BAL,,,,,500,-2,7.5,112,3.58,0.08,4,0.336,0.434,0.179,11.70,5,0.291,0.379,0.153,11.31,39,0.00,0.00,0.00,0.311,11.48,0.00,0.00,18.5,2.1
Dylan Bundy,$9.8K,R,BAL,SP,TBR,,,,,100,1,7.5,-125,3.92,-0.08,4,0.353,0.478,0.197,7.34,5,0.283,0.374,0.167,10.29,34,0.00,0.00,0.00,0.314,8.98,0.00,0.00,20.49,2.09
Jordan Montgomery,$7.8K,L,NYY,SP,MIN,,,,, ,1,9.5,-190,5.54,0.01,2,0.271,0.358,0.179,5.96,7,0.305,0.378,0.132,8.72,32,0.00,0.00,0.00,0.297,8.11,0.00,0.00,15.74,2.02
Chris Sale,$13.0K,L,BOS,SP,@ TOR,,,,,1600, ,8.0,-208,4.77,0.09,0,0.243,0.284,0.075,11.35,9,0.266,0.363,0.171,13.73,39,0.00,0.00,0.00,0.266,13.73,0.00,0.00,25.86,1.99
Carlos Martinez,$11.2K,R,STL,SP,NYM,,,,,1700,-1,7.0,-102,3.45,-0.11,4,0.352,0.431,0.168,8.84,5,0.267,0.331,0.131,10.73,37,0.00,0.00,0.00,0.305,9.89,0.00,0.00,21.86,1.95
Noah Syndergaard,$11.6K,R,NYM,SP,@ STL,,,,,800, ,7.0,-110,3.55,0.11,3,0.217,0.284,0.086,10.97,6,0.283,0.354,0.089,10.87,12,0.00,0.00,0.00,0.261,10.90,0.00,0.00,22.24,1.92
Jakob Junis,$8.3K,R,KCR,SP,CHW,,,,,-400,2,9.0,-178,5.16,0.57,4,0.316,0.414,0.159,7.57,5,0.323,0.433,0.186,8.09,23,0.00,0.00,0.00,0.320,7.86,0.00,0.00,15.87,1.91
Michael Clevinger,$9.5K,R,CLE,SP,SEA,,,,,700, ,7.5,-107,3.81,-0.04,4,0.358,0.456,0.206,11.31,5,0.267,0.299,0.107,9.85,32,0.00,0.00,0.00,0.307,10.50,0.00,0.00,17.93,1.89
Ivan Nova,$8.0K,R,PIT,SP,DET,,,,,-200, ,8.0,-142,4.32,0.01,3,0.341,0.466,0.190,5.35,6,0.317,0.432,0.179,8.34,36,0.00,0.00,0.00,0.325,7.34,0.00,0.00,14.94,1.87
Sean Newcomb,$8.7K,L,ATL,SP,@ CIN,,,,,1600,-8,9.0,-136,4.8,0.05,2,0.330,0.394,0.150,10.64,7,0.339,0.423,0.168,10.49,23,0.00,0.00,0.00,0.337,10.52,0.00,0.00,15.98,1.84
Lucas Giolito,$4.5K,R,CHW,SP,@ KCR,,,,,-1100,-1,9.0,159,3.84,-0.07,6,0.305,0.372,0.151,6.14,3,0.276,0.321,0.146,5.54,12,0.00,0.00,0.00,0.295,5.94,0.00,0.00,7.64,1.7
Kyle Gibson,$5.1K,R,MIN,SP,@ NYY,,,,,-2200,3,9.5,169,3.96,-0.01,3,0.381,0.494,0.173,6.18,6,0.355,0.454,0.178,8.16,33,0.00,0.00,0.00,0.364,7.50,0.00,0.00,8.68,1.7
