Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Ty Blach,$6.1K,L,SFG,SP,@ SDP,,,,,200,-2,8.5,-125,4.43, ,3,0.280,0.320,0.062,3.44,6,0.355,0.480,0.186,4.79,35,0.00,0.00,0.00,0.330,4.34,0.00,0.00,15.68,2.57
Luke Weaver,$6.8K,R,STL,SP,@ CIN,,,,,-1700,12,9.5,-162,5.31, ,5,0.268,0.344,0.144,9.99,4,0.323,0.407,0.134,11.86,15,0.00,0.00,0.00,0.292,10.82,0.00,0.00,16.56,2.44
Jacob Faria,$5.8K,R,TBR,SP,PHI,,,,,300,-2,8.0,-111,3.94, ,5,0.301,0.280,0.080,8.85,4,0.335,0.459,0.197,9.47,18,0.00,0.00,0.00,0.316,9.13,0.00,0.00,13.75,2.37
Anibal Sanchez,$5.0K,R,ATL,SP,@ CHC,,,,,-500,2,7.5,180,3.05, ,4,0.358,0.494,0.210,9.78,5,0.415,0.582,0.247,9.32,30,0.00,0.00,0.00,0.390,9.52,0.00,0.00,11.3,2.26
Tyson Ross,$5.6K,R,SDP,SP,SFG,,,,,-800,7,8.5,111,4.07, ,5,0.298,0.346,0.136,7.71,4,0.392,0.479,0.190,7.62,14,0.00,0.00,0.00,0.340,7.67,0.00,0.00,12.17,2.17
Zach Davies,$7.0K,R,MIL,SP,@ NYM,,,,,-700,6,8.0,108,3.86, ,6,0.348,0.462,0.186,5.99,3,0.322,0.405,0.121,5.79,35,0.00,0.00,0.00,0.339,5.92,0.00,0.00,15.13,2.16
Tanner Roark,$8.7K,R,WAS,SP,COL,,,,,500,1,8.5,-178,4.88, ,4,0.374,0.493,0.203,7.96,5,0.266,0.329,0.112,9.35,34,0.00,0.00,0.00,0.314,8.73,0.00,0.00,18.1,2.08
Chad Kuhl,$7.3K,R,PIT,SP,@ MIA,,,,,500,-2,8.0,-135,4.26, ,4,0.370,0.466,0.183,9.11,5,0.309,0.375,0.122,7.87,33,0.00,0.00,0.00,0.336,8.42,0.00,0.00,15.21,2.08
Mike Leake,$6.4K,R,SEA,SP,OAK,,,,,300,-2,8.0,109,3.85, ,3,0.330,0.438,0.157,5.43,6,0.306,0.406,0.143,7.69,33,0.00,0.00,0.00,0.314,6.94,0.00,0.00,13.34,2.08
Jason Hammel,$5.7K,R,KCR,SP,LAA,,,,,-500,4,9.5,150,4.14, ,2,0.344,0.447,0.165,7.44,7,0.322,0.416,0.140,7.15,35,0.00,0.00,0.00,0.327,7.21,0.00,0.00,11.78,2.07
