Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Matt Harvey,$4.5K,R,CIN,SP,MIL,,,,,-1400,1,9.0,113,4.28, ,4,0.401,0.562,0.263,3.00,5,0.318,0.413,0.159,3.90,33,4.60,5.16,0.24,0.355,3.50,0.00,0.00,13.04,2.9
Jake Arrieta,$6.1K,R,PHI,SP,WAS,,,,,-1100,6,9.0,126,4.14,-0.29,5,0.348,0.466,0.203,4.30,4,0.276,0.349,0.134,4.90,43,3.80,4.04,0.21,0.316,4.60,0.00,0.00,16.11,2.64
John Gant,$4.5K,R,STL,SP,ATL,,,,,-1500,2,8.5,102,4.16,-0.17,4,0.300,0.382,0.166,4.80,5,0.281,0.322,0.113,4.10,14,4.27,4.71,0.17,0.289,4.40,0.00,0.00,11.15,2.48
Frankie Montas,$6.6K,R,OAK,SP,CLE,,,,,-1500,7,9.0,132,4.09,0.04,6,0.412,0.583,0.283,3.00,3,0.336,0.393,0.115,5.30,29,4.34,4.94,0.25,0.387,3.70,0.00,0.00,16.27,2.47
Deck McGuire,$5.2K,R,LAA,SP,@ BAL,,,,,-300,-3,10.0,107,4.84,-0.01,4,0.203,0.264,0.113,3.00,5,0.417,0.660,0.377,5.10,11,4.55,5.60,0.18,0.322,4.10,0.00,0.00,12.16,2.34
Brad Keller,$4.9K,R,KCR,SP,@ SEA,,,,,-900,-1,7.5,230,2.75,0.03,3,0.253,0.220,0.031,1.80,6,0.303,0.356,0.077,4.50,22,5.15,4.57,0.06,0.286,3.60,0.00,0.00,11.34,2.31
Steven Matz,$6.8K,L,NYM,SP,@ MIA,,,,,-100,-3,8.0,-119,4.11,0.04,1,0.317,0.341,0.091,1.40,8,0.350,0.492,0.219,6.20,27,4.21,4.50,0.24,0.346,5.70,0.00,0.00,15.71,2.31
Chad Bettis,$5.4K,R,COL,SP,@ LAD,,,,,-700, ,8.5,189,3.41,0.18,3,0.319,0.447,0.213,3.80,6,0.366,0.497,0.196,3.30,23,4.51,4.62,0.26,0.350,3.50,0.00,0.00,12.31,2.28
Kevin Gausman,$7.0K,R,BAL,SP,LAA,,,,,-200, ,10.0,-119,5.16,0.01,2,0.339,0.432,0.169,4.10,7,0.355,0.488,0.197,5.30,47,3.74,4.20,0.26,0.351,5.00,0.00,0.00,15.82,2.26
David Price,$8.3K,L,BOS,SP,@ NYY,,,,,-300,3,8.5,161,3.61,0.29,3,0.258,0.289,0.082,1.50,6,0.297,0.384,0.151,8.50,27,3.48,4.22,0.14,0.284,6.20,0.00,0.00,18.55,2.23
Reynaldo Lopez,$6.3K,R,CHW,SP,@ TEX,,,,,-400, ,10.5,138,4.7,0.32,5,0.328,0.440,0.188,3.10,4,0.294,0.367,0.137,4.20,21,4.64,5.78,0.15,0.313,3.60,0.00,0.00,13.37,2.12
Jordan Zimmermann,$6.5K,R,DET,SP,@ TOR,,,,,-600,1,9.0,168,3.76,0.28,3,0.358,0.501,0.201,3.70,6,0.364,0.507,0.206,3.10,36,4.31,5.20,0.18,0.362,3.30,0.00,0.00,13.3,2.05
