"Alen Hanson","Brandon Crawford","Gorkys Hernandez","Hunter Pence","Jake Bauers","Kevin Kiermaier","Matt Duffy","Wilson Ramos","Zach Eflin","Zack Greinke","SFG","SFG","SFG","SFG","TBR","TBR","TBR","TBR","PHI","ARI"
"Adam Duvall","Andrew Knapp","Billy Hamilton","Carlos Santana","Maikel Franco","Nick Williams","Scooter Gennett","Scott Kingery","Clayton Kershaw","Zach Eflin","CIN","PHI","CIN","PHI","PHI","PHI","CIN","PHI","LAD","PHI"
"Aaron Judge","Alcides Escobar","Alex Bregman","Brett Gardner","Evan Gattis","Giancarlo Stanton","Jose Altuve","Yuli Gurriel","Anthony DeSclafani","Zach Eflin","NYY","KCR","HOU","NYY","HOU","NYY","HOU","HOU","CIN","PHI"
"Alex Bregman","Carlos Gonzalez","Daniel Palka","Evan Gattis","Gerardo Parra","Jose Altuve","Trevor Story","Yuli Gurriel","Trevor Richards","Zack Wheeler","HOU","COL","CHW","HOU","COL","HOU","COL","HOU","MIA","NYM"
"Adam Duvall","Alex Bregman","Amed Rosario","Brandon Nimmo","Evan Gattis","George Springer","Jose Altuve","Yuli Gurriel","Trevor Richards","Zach Eflin","CIN","HOU","NYM","NYM","HOU","HOU","HOU","HOU","MIA","PHI"
"Alex Bregman","Austin Hedges","Cameron Maybin","Freddy Galvis","George Springer","Jose Altuve","Travis Jankowski","Yuli Gurriel","Anthony DeSclafani","Clayton Kershaw","HOU","SDP","MIA","SDP","HOU","HOU","SDP","HOU","CIN","LAD"
"Alen Hanson","Austin Hedges","Daniel Palka","Eric Hosmer","Freddy Galvis","Manuel Margot","Travis Jankowski","Yolmer Sanchez","Clayton Kershaw","Zack Greinke","SFG","SDP","CHW","SDP","SDP","SDP","SDP","CHW","LAD","ARI"
"Carlos Gonzalez","Joe Panik","Jose Martinez","Marcell Ozuna","Nolan Arenado","Tommy Pham","Trevor Story","Yadier Molina","Anthony DeSclafani","Zach Eflin","COL","SFG","STL","STL","COL","STL","COL","STL","CIN","PHI"
"Adam Jones","Cesar Hernandez","Chance Sisco","Chris Davis","Manny Machado","Odubel Herrera","Rhys Hoskins","Tim Beckham","Anthony DeSclafani","Zack Greinke","BAL","PHI","BAL","BAL","BAL","PHI","PHI","BAL","CIN","ARI"
"Adrian Beltre","Albert Pujols","Elvis Andrus","Justin Upton","Max Stassi","Mike Trout","Nomar Mazara","Rougned Odor","Anthony DeSclafani","Zack Greinke","TEX","LAA","TEX","LAA","HOU","LAA","TEX","TEX","CIN","ARI"
"Adam Duvall","Eugenio Suarez","Evan Gattis","Gerardo Parra","Jesse Winker","Joey Votto","Scooter Gennett","Trevor Story","Marco Estrada","Zack Wheeler","CIN","CIN","HOU","COL","CIN","CIN","CIN","COL","TOR","NYM"
"Chris Young","David Fletcher","Jake Bauers","Joey Wendle","Justin Upton","Mike Trout","Trevor Story","Wilson Ramos","Anthony DeSclafani","Zack Greinke","LAA","LAA","TBR","TBR","LAA","LAA","COL","TBR","CIN","ARI"
"Carlos Gonzalez","Charlie Blackmon","Delino DeShields","Elvis Andrus","Nolan Arenado","Robinson Chirinos","Ronald Guzman","Rougned Odor","Anthony DeSclafani","Zack Greinke","COL","COL","TEX","TEX","COL","TEX","TEX","TEX","CIN","ARI"
"Carlos Gonzalez","Christian Villanueva","DJ LeMahieu","Eric Hosmer","Gerardo Parra","Tony Wolters","Trevor Story","Wil Myers","Anthony DeSclafani","Zack Greinke","COL","SDP","COL","SDP","COL","COL","COL","SDP","CIN","ARI"
"Adam Duvall","Carlos Santana","Cesar Hernandez","Curt Casali","Jesse Winker","Maikel Franco","Rhys Hoskins","Scott Kingery","Zach Eflin","Zack Greinke","CIN","PHI","PHI","CIN","CIN","PHI","PHI","PHI","PHI","ARI"
"Carlos Gonzalez","DJ LeMahieu","Gerardo Parra","Jeff Mathis","Jon Jay","Nolan Arenado","Paul Goldschmidt","Trevor Story","Anthony DeSclafani","Zach Eflin","COL","COL","COL","ARI","ARI","COL","ARI","COL","CIN","PHI"
"Aaron Judge","Brandon Crawford","Brett Gardner","Giancarlo Stanton","Jake Bauers","Joey Wendle","Matt Duffy","Wilson Ramos","Anthony DeSclafani","Zack Greinke","NYY","SFG","NYY","NYY","TBR","TBR","TBR","TBR","CIN","ARI"
"Adam Jones","Chance Sisco","Curtis Granderson","Devon Travis","Justin Smoak","Manny Machado","Teoscar Hernandez","Tim Beckham","Anthony DeSclafani","Clayton Kershaw","BAL","BAL","TOR","TOR","TOR","BAL","TOR","BAL","CIN","LAD"
"Adrian Beltre","Curtis Granderson","Devon Travis","Elvis Andrus","Robinson Chirinos","Ronald Guzman","Ryan Rua","Teoscar Hernandez","Clayton Kershaw","Zack Greinke","TEX","TOR","TOR","TEX","TEX","TEX","TEX","TOR","LAD","ARI"
"Adam Duvall","Brandon Crawford","Chris Young","Eugenio Suarez","Ian Kinsler","Jesse Winker","Joey Votto","Martin Maldonado","Trevor Richards","Zack Greinke","CIN","SFG","LAA","CIN","LAA","CIN","CIN","LAA","MIA","ARI"
"Carlos Gonzalez","Charlie Blackmon","DJ LeMahieu","Joey Votto","Josh Reddick","Max Stassi","Nolan Arenado","Trevor Story","Chris Bassitt","Zack Wheeler","COL","COL","COL","CIN","HOU","HOU","COL","COL","OAK","NYM"
"Alen Hanson","Denard Span","Kyle Seager","Mike Zunino","Nelson Cruz","Nick Williams","Ryon Healy","Scott Kingery","Anthony DeSclafani","Clayton Kershaw","SFG","SEA","SEA","SEA","SEA","PHI","SEA","PHI","CIN","LAD"
"Albert Pujols","Billy Hamilton","David Fletcher","Jose Peraza","Justin Upton","Max Stassi","Mike Trout","Scooter Gennett","Anthony DeSclafani","Zach Eflin","LAA","CIN","LAA","CIN","LAA","HOU","LAA","CIN","CIN","PHI"
"Avisail Garcia","Carlos Santana","Evan Gattis","Nick Williams","Odubel Herrera","Scott Kingery","Yoan Moncada","Yolmer Sanchez","Trevor Richards","Zack Greinke","CHW","PHI","HOU","PHI","PHI","PHI","CHW","CHW","MIA","ARI"
"Curt Casali","Curtis Granderson","Devon Travis","Eugenio Suarez","Jesse Winker","Joey Votto","Jose Peraza","Teoscar Hernandez","Marco Estrada","Zack Greinke","CIN","TOR","TOR","CIN","CIN","CIN","CIN","TOR","TOR","ARI"
"Billy Hamilton","Eugenio Suarez","Evan Gattis","George Springer","Joey Votto","Jose Peraza","Scooter Gennett","Tony Kemp","Zach Eflin","Zack Wheeler","CIN","CIN","HOU","HOU","CIN","CIN","CIN","HOU","PHI","NYM"
"Carlos Gonzalez","Charlie Blackmon","Evan Gattis","Gerardo Parra","Jake Bauers","Joey Wendle","Nolan Arenado","Trevor Story","Chris Bassitt","Zach Eflin","COL","COL","HOU","COL","TBR","TBR","COL","COL","OAK","PHI"
"Adam Duvall","Alcides Escobar","Alex Gordon","Curt Casali","Eugenio Suarez","Hunter Dozier","Jorge Bonifacio","Scooter Gennett","Clayton Kershaw","Zack Greinke","CIN","KCR","KCR","CIN","CIN","KCR","KCR","CIN","LAD","ARI"
"Alex Bregman","Brandon Guyer","George Springer","Jose Altuve","Scott Kingery","Tony Kemp","Yan Gomes","Yonder Alonso","Zach Eflin","Zack Greinke","HOU","CLE","HOU","HOU","PHI","HOU","CLE","CLE","PHI","ARI"
"Albert Pujols","Alex Bregman","Andrelton Simmons","Evan Gattis","George Springer","Jose Altuve","Mike Trout","Tony Kemp","Anthony DeSclafani","Marco Estrada","LAA","HOU","LAA","HOU","HOU","HOU","LAA","HOU","CIN","TOR"
"Adam Duvall","Billy Hamilton","Eugenio Suarez","Evan Gattis","Jose Peraza","Josh Reddick","Scooter Gennett","Yuli Gurriel","Antonio Senzatela","Clayton Kershaw","CIN","CIN","CIN","HOU","CIN","HOU","CIN","HOU","COL","LAD"
"Alex Gordon","Charlie Blackmon","DJ LeMahieu","Hunter Dozier","Jorge Bonifacio","Nolan Arenado","Tony Wolters","Trevor Story","Anthony DeSclafani","Zack Greinke","KCR","COL","COL","KCR","KCR","COL","COL","COL","CIN","ARI"
"Carlos Gonzalez","Chris Young","Gerardo Parra","Ian Kinsler","Lucas Duda","Martin Maldonado","Nolan Arenado","Trevor Story","Zach Eflin","Zack Greinke","COL","LAA","COL","LAA","KCR","LAA","COL","COL","PHI","ARI"
"Avisail Garcia","Charlie Blackmon","Chris Davis","Daniel Palka","DJ LeMahieu","Kevan Smith","Nolan Arenado","Tim Anderson","Danny Duffy","Zack Greinke","CHW","COL","BAL","CHW","COL","CHW","COL","CHW","KCR","ARI"
"A.J. Pollock","David Peralta","Evan Gattis","Jake Lamb","Jon Jay","Jose Altuve","Nick Ahmed","Yuli Gurriel","Anthony DeSclafani","Zack Greinke","ARI","ARI","HOU","ARI","ARI","HOU","ARI","HOU","CIN","ARI"
"Adam Duvall","Albert Pujols","Andrelton Simmons","Eugenio Suarez","George Springer","Ian Kinsler","Martin Maldonado","Shohei Ohtani","Anthony DeSclafani","Clayton Kershaw","CIN","LAA","LAA","CIN","HOU","LAA","LAA","LAA","CIN","LAD"
"Billy Hamilton","Joey Votto","Jose Peraza","Kevin Kiermaier","Mallex Smith","Matt Duffy","Scooter Gennett","Wilson Ramos","Zach Eflin","Zack Greinke","CIN","CIN","CIN","TBR","TBR","TBR","CIN","TBR","PHI","ARI"
"Alex Bregman","Brandon Crawford","Delino DeShields","George Springer","Jose Altuve","Robinson Chirinos","Ronald Guzman","Ryan Rua","Anthony DeSclafani","Zack Greinke","HOU","SFG","TEX","HOU","HOU","TEX","TEX","TEX","CIN","ARI"
"Adrian Beltre","Chris Davis","Jean Segura","Mitch Haniger","Nelson Cruz","Robinson Chirinos","Rougned Odor","Ryan Rua","Anthony DeSclafani","Clayton Kershaw","TEX","BAL","SEA","SEA","SEA","TEX","TEX","TEX","CIN","LAD"
"Adam Duvall","Billy Hamilton","Cameron Maybin","Eugenio Suarez","J.T. Realmuto","Jose Peraza","Justin Bour","Scooter Gennett","Anthony DeSclafani","Zack Greinke","CIN","CIN","MIA","CIN","MIA","CIN","MIA","CIN","CIN","ARI"
