"Adam Duvall","Eugenio Suarez","Jose Peraza","Justin Smoak","Kevin Pillar","Randal Grichuk","Russell Martin","Scooter Gennett","Zach Eflin","Zack Greinke","CIN","CIN","CIN","TOR","TOR","TOR","TOR","CIN","PHI","ARI"
"Adam Jones","Billy Hamilton","Chance Sisco","Jesse Winker","Joey Votto","Jose Peraza","Scooter Gennett","Tim Beckham","Domingo German","Zack Greinke","BAL","CIN","BAL","CIN","CIN","CIN","CIN","BAL","NYY","ARI"
"Alex Bregman","George Springer","Gerardo Parra","Jose Altuve","Russell Martin","Tony Kemp","Trevor Story","Yuli Gurriel","Anthony DeSclafani","Zach Eflin","HOU","HOU","COL","HOU","TOR","HOU","COL","HOU","CIN","PHI"
"Aaron Hicks","Curt Casali","Didi Gregorius","Giancarlo Stanton","Jesse Winker","Joey Votto","Miguel Andujar","Scooter Gennett","Anthony DeSclafani","Zach Eflin","NYY","CIN","NYY","NYY","CIN","CIN","NYY","CIN","CIN","PHI"
"Adrian Beltre","Carlos Santana","Daniel Palka","Nick Williams","Robinson Chirinos","Rougned Odor","Ryan Rua","Scott Kingery","Clayton Kershaw","Zack Greinke","TEX","PHI","CHW","PHI","TEX","TEX","TEX","PHI","LAD","ARI"
"Alen Hanson","Jose Martinez","Marcell Ozuna","Matt Carpenter","Nick Williams","Scott Kingery","Tommy Pham","Yadier Molina","Anthony DeSclafani","Clayton Kershaw","SFG","STL","STL","STL","PHI","PHI","STL","STL","CIN","LAD"
"David Fletcher","Evan Gattis","Jose Altuve","Josh Reddick","Justin Upton","Mike Trout","Scott Kingery","Yuli Gurriel","Trevor Richards","Zach Eflin","LAA","HOU","HOU","HOU","LAA","LAA","PHI","HOU","MIA","PHI"
"Billy Hamilton","Curtis Granderson","Eugenio Suarez","Joey Votto","Jose Peraza","Kurt Suzuki","Scooter Gennett","Teoscar Hernandez","Anthony DeSclafani","Trevor Richards","CIN","TOR","CIN","CIN","CIN","ATL","CIN","TOR","CIN","MIA"
"Alen Hanson","Brandon Belt","Brandon Crawford","Chris Young","David Fletcher","Hunter Pence","Martin Maldonado","Mike Trout","Anthony DeSclafani","Zach Eflin","SFG","SFG","SFG","LAA","LAA","SFG","LAA","LAA","CIN","PHI"
"Alex Bregman","Andrew Knapp","Carlos Santana","George Springer","Joey Wendle","Nick Williams","Scott Kingery","Tony Kemp","Anthony DeSclafani","Clayton Kershaw","HOU","PHI","PHI","HOU","TBR","PHI","PHI","HOU","CIN","LAD"
"Avisail Garcia","Daniel Palka","Elvis Andrus","Evan Gattis","Josh Reddick","Yoan Moncada","Yolmer Sanchez","Yuli Gurriel","Clayton Kershaw","Zack Wheeler","CHW","CHW","TEX","HOU","HOU","CHW","CHW","HOU","LAD","NYM"
"Alcides Escobar","Alex Bregman","Alex Gordon","Evan Gattis","George Springer","Jorge Bonifacio","Jose Altuve","Lucas Duda","Anthony DeSclafani","Clayton Kershaw","KCR","HOU","KCR","HOU","HOU","KCR","HOU","KCR","CIN","LAD"
"Carlos Gonzalez","Charlie Blackmon","DJ LeMahieu","Jesse Winker","Joey Votto","Jose Peraza","Nolan Arenado","Tony Wolters","Anthony DeSclafani","Danny Duffy","COL","COL","COL","CIN","CIN","CIN","COL","COL","CIN","KCR"
"Adam Duvall","Adam Jones","Manny Machado","Robinson Chirinos","Ronald Guzman","Rougned Odor","Ryan Rua","Tim Beckham","Clayton Kershaw","Zack Greinke","CIN","BAL","BAL","TEX","TEX","TEX","TEX","BAL","LAD","ARI"
"Alex Bregman","Delino DeShields","Elvis Andrus","Jose Altuve","Josh Reddick","Max Stassi","Shin-soo Choo","Yuli Gurriel","Anthony DeSclafani","Zack Greinke","HOU","TEX","TEX","HOU","HOU","HOU","TEX","HOU","CIN","ARI"
"Adam Duvall","Brandon Guyer","Eugenio Suarez","Jesse Winker","Jose Peraza","Scooter Gennett","Yan Gomes","Yonder Alonso","Trevor Richards","Zack Greinke","CIN","CLE","CIN","CIN","CIN","CIN","CLE","CLE","MIA","ARI"
"Adam Duvall","Alex Bregman","Daniel Palka","George Springer","Jose Altuve","Kevan Smith","Tim Anderson","Yuli Gurriel","Marco Estrada","Zack Greinke","CIN","HOU","CHW","HOU","HOU","CHW","CHW","HOU","TOR","ARI"
"Brandon Crawford","Curt Casali","Eugenio Suarez","Gorkys Hernandez","Hunter Pence","Jesse Winker","Joe Panik","Joey Votto","Zack Greinke","Zack Wheeler","SFG","CIN","CIN","SFG","SFG","CIN","SFG","CIN","ARI","NYM"
"Adam Duvall","Curt Casali","Edwin Encarnacion","Francisco Lindor","Jonathan Schoop","Jose Ramirez","Michael Brantley","Rajai Davis","Anthony DeSclafani","Zack Greinke","CIN","CIN","CLE","CLE","BAL","CLE","CLE","CLE","CIN","ARI"
"Adam Duvall","Alex Bregman","Cameron Maybin","Evan Gattis","Jose Altuve","Josh Reddick","JT Riddle","Yuli Gurriel","Clayton Kershaw","Zack Wheeler","CIN","HOU","MIA","HOU","HOU","HOU","MIA","HOU","LAD","NYM"
"Aaron Judge","Andrew Knapp","Carlos Santana","Giancarlo Stanton","Jose Altuve","Maikel Franco","Nick Williams","Scott Kingery","Anthony DeSclafani","Zack Greinke","NYY","PHI","PHI","NYY","HOU","PHI","PHI","PHI","CIN","ARI"
"Alen Hanson","Chris Davis","Chris Young","David Fletcher","Justin Upton","Manny Machado","Martin Maldonado","Mike Trout","Trevor Richards","Zack Greinke","SFG","BAL","LAA","LAA","LAA","BAL","LAA","LAA","MIA","ARI"
"Adam Jones","Alen Hanson","Freddie Freeman","Kurt Suzuki","Manny Machado","Nick Markakis","Ronald Acuna Jr.","Tim Beckham","Anthony DeSclafani","Zack Greinke","BAL","SFG","ATL","ATL","BAL","ATL","ATL","BAL","CIN","ARI"
"Carlos Gonzalez","Charlie Blackmon","Daniel Palka","DJ LeMahieu","Justin Smoak","Kevan Smith","Nolan Arenado","Trevor Story","Ryan Yarbrough","Zach Eflin","COL","COL","CHW","COL","TOR","CHW","COL","COL","TBR","PHI"
"Billy Hamilton","Brandon Guyer","Joey Votto","Jose Peraza","Jose Ramirez","Rajai Davis","Scooter Gennett","Yan Gomes","Anthony DeSclafani","Zack Greinke","CIN","CLE","CIN","CIN","CLE","CLE","CIN","CLE","CIN","ARI"
"Christian Villanueva","Eric Hosmer","Evan Gattis","Jose Altuve","Manuel Margot","Scott Kingery","Travis Jankowski","Wil Myers","Anthony DeSclafani","Clayton Kershaw","SDP","SDP","HOU","HOU","SDP","PHI","SDP","SDP","CIN","LAD"
"A.J. Pollock","Curt Casali","David Peralta","Jake Lamb","Jesse Winker","Joey Votto","Jose Peraza","Scooter Gennett","Anthony DeSclafani","Trevor Richards","ARI","CIN","ARI","ARI","CIN","CIN","CIN","CIN","CIN","MIA"
"Evan Gattis","Jean Segura","Josh Reddick","Kyle Seager","Mitch Haniger","Nelson Cruz","Scooter Gennett","Yuli Gurriel","Anthony DeSclafani","Zach Eflin","HOU","SEA","HOU","SEA","SEA","SEA","CIN","HOU","CIN","PHI"
"Billy Hamilton","Daniel Palka","Eugenio Suarez","Joey Votto","Jose Peraza","Kevan Smith","Ryan Rua","Scooter Gennett","Clayton Kershaw","Ryan Yarbrough","CIN","CHW","CIN","CIN","CIN","CHW","TEX","CIN","LAD","TBR"
"Adam Duvall","Cameron Maybin","Curt Casali","Eugenio Suarez","Jesse Winker","JT Riddle","Justin Bour","Scooter Gennett","Clayton Kershaw","Trevor Richards","CIN","MIA","CIN","CIN","CIN","MIA","MIA","CIN","LAD","MIA"
"Andrew Knapp","Eugenio Suarez","Hunter Pence","Jesse Winker","Joey Votto","Jose Peraza","Nick Williams","Scooter Gennett","Trevor Richards","Zach Eflin","PHI","CIN","SFG","CIN","CIN","CIN","PHI","CIN","MIA","PHI"
"A.J. Pollock","Alen Hanson","Andrew Knapp","David Peralta","Jake Lamb","Nick Williams","Paul Goldschmidt","Scott Kingery","Anthony DeSclafani","Zack Greinke","ARI","SFG","PHI","ARI","ARI","PHI","ARI","PHI","CIN","ARI"
"Alen Hanson","Cameron Maybin","Carlos Gonzalez","Gerardo Parra","J.T. Realmuto","Justin Bour","Nolan Arenado","Trevor Story","Anthony DeSclafani","Trevor Richards","SFG","MIA","COL","COL","MIA","MIA","COL","COL","CIN","MIA"
