Jose Peraza,Odubel Herrera,A.J. Pollock,Joey Votto,Matt Davidson,Asdrubal Cabrera,Michael Brantley,Jorge Alfaro,Corey Kluber,Blake Snell,301.2
Jose Peraza,Odubel Herrera,A.J. Pollock,Matt Davidson,Asdrubal Cabrera,Mitch Haniger,Logan Morrison,Mike Zunino,Jacob deGrom,Sean Manaea,284.45
Jose Peraza,Odubel Herrera,Joey Votto,Asdrubal Cabrera,Mitch Haniger,Jorge Alfaro,Eddie Rosario,Matt Chapman,Jacob deGrom,Chris Tillman,277.05
