Todd Frazier,10.00,10.00,5.80,14.20,6.30,
Chance Sisco,0.00,0.00,0.00,0.00,6.30,
Michael Taylor,10.00,10.00,10.00,10.00,6.30,
Tim Beckham,8.00,8.00,-3.30,19.30,6.27,
Victor Caratini,2.00,2.00,2.00,2.00,6.26,
Corey Dickerson,7.00,7.00,7.00,7.00,6.25,
Starlin Castro,9.30,9.30,7.30,11.40,6.24,
Tommy Pham,3.50,3.50,-1.40,8.40,6.23,
Jose Peraza,0.00,0.00,0.00,0.00,6.19,
Max Stassi,7.00,7.00,7.00,7.00,6.17,
Wilson Ramos,1.50,1.50,-0.60,3.60,6.17,
Matt Duffy,7.70,7.70,0.60,14.80,6.16,
Leonys Martin,9.00,9.00,9.00,9.00,6.16,
Asdrubal Cabrera,10.50,10.50,1.30,19.70,6.12,
Justin Smoak,7.30,7.30,0.50,14.10,6.12,
Addison Russell,10.30,10.30,3.80,16.80,6.11,
Kyle Schwarber,13.00,13.00,1.20,24.80,6.10,
Victor Martinez,0.00,0.00,0.00,0.00,6.06,
Joe Wendle,2.00,2.00,2.00,2.00,6.02,
Mitch Moreland,2.00,2.00,2.00,2.00,6.00,
Brian Anderson,9.70,9.70,5.90,13.50,5.99,
Cameron Maybin,4.50,4.50,-1.90,10.90,5.99,
Matt Joyce,4.70,4.70,0.20,9.20,5.95,
Jose Martinez,17.00,17.00,7.10,26.90,5.94,
Tyler Naquin,3.00,3.00,3.00,3.00,5.92,
Jedd Gyorko,0.00,0.00,0.00,0.00,5.89,
Jason Heyward,7.70,7.70,1.00,14.30,5.87,
Garrett Cooper,4.50,4.50,1.00,8.00,5.86,
Michael Saunders,0.00,0.00,0.00,0.00,5.84,
Josh Harrison,16.00,16.00,16.00,16.00,5.84,
Adam Frazier,15.00,15.00,15.00,15.00,5.77,
Colin Moran,0.00,0.00,0.00,0.00,5.77,
Eduardo Escobar,3.00,3.00,3.00,3.00,5.73,
Lonnie Chisenhall,8.50,8.50,0.70,16.30,5.71,
Amed Rosario,8.00,8.00,-0.50,16.50,5.68,
Yadier Molina,12.00,12.00,3.50,20.50,5.64,
Jake Marisnick,16.00,16.00,13.20,18.80,5.62,
Miguel Montero,0.00,0.00,0.00,0.00,5.61,
Wilmer Difo,0.00,0.00,0.00,0.00,5.54,
Devin Mesoraco,0.00,0.00,0.00,0.00,5.43,
Scott Schebler,14.50,14.50,5.30,23.70,5.43,
Robinson Chirinos,1.00,1.00,-0.40,2.40,5.41,
Martin Maldonado,6.50,6.50,-2.70,15.70,5.38,
Mikie Mahtook,7.00,7.00,7.00,7.00,5.35,
John Hicks,0.00,0.00,0.00,0.00,5.29,
Albert Almora,3.50,3.50,1.40,5.60,5.22,
Blake Swihart,0.00,0.00,0.00,0.00,5.21,
Dixon Machado,16.00,16.00,16.00,16.00,5.18,
Wilmer Flores,0.00,0.00,0.00,0.00,5.17,
Jose Iglesias,13.00,13.00,13.00,13.00,5.15,
Chad Wallach,1.00,1.00,-0.40,2.40,5.11,
Jordy Mercer,5.00,5.00,5.00,5.00,5.08,
Christian Vazquez,3.00,3.00,3.00,3.00,5.05,
Brock Holt,4.00,4.00,4.00,4.00,5.03,
Kevin Plawecki,18.00,18.00,18.00,18.00,5.03,
Blake Rutherford,0.00,0.00,0.00,0.00,5.00,
Francisco Cervelli,16.00,16.00,16.00,16.00,4.93,
Austin Romine,0.00,0.00,0.00,0.00,4.86,
Adeiny Hechavarria,2.70,2.70,-2.00,7.30,4.85,
Ryan Rua,0.00,0.00,0.00,0.00,4.70,
Roberto Perez,0.00,0.00,0.00,0.00,4.70,
Derek Dietrich,13.70,13.70,5.60,21.70,4.59,
Mpho' Ngoepe,0.00,0.00,0.00,0.00,4.39,
Scooter Gennett,11.00,11.00,6.80,15.20,4.28,
David Freitas,0.00,0.00,0.00,0.00,4.22,
Yadiel Rivera,0.00,0.00,0.00,0.00,4.09,
Juan Lagares,8.00,8.00,8.00,8.00,4.06,
Ichiro Suzuki,4.00,4.00,-1.70,9.70,2.71,
Magneuris Sierra,0.00,0.00,0.00,0.00,5.20,
Harrison Bader,0.00,0.00,0.00,0.00,5.59,
Ronald Torreyes,0.00,0.00,0.00,0.00,5.12,
Taylor Featherston,0.00,0.00,0.00,0.00,5.27,
Daniel Robertson,2.00,2.00,-0.80,4.80,5.63,
Chris Gimenez,0.00,0.00,0.00,0.00,4.42,
Richard Urena,0.00,0.00,0.00,0.00,5.15,
Dustin Pedroia,0.00,0.00,0.00,0.00,6.73,
Adam Engel,7.50,7.50,1.10,13.90,5.96,
Daniel Nava,0.00,0.00,0.00,0.00,4.10,
Greg Bird,0.00,0.00,0.00,0.00,7.58,
Salvador Perez,0.00,0.00,0.00,0.00,5.77,
Omar Narvaez,0.00,0.00,0.00,0.00,4.77,
Efren Navarro,0.00,0.00,0.00,0.00,4.50,
Willy Garcia,0.00,0.00,0.00,0.00,5.06,
Whit Merrifield,6.50,6.50,5.80,7.20,6.93,
Danny Espinosa,0.00,0.00,0.00,0.00,4.94,
Leury Garcia,7.00,7.00,7.00,7.00,5.44,
Aaron Hicks,6.00,6.00,6.00,6.00,6.57,
Dwight Smith,0.00,0.00,0.00,0.00,5.94,
Willson Contreras,6.70,6.70,5.10,8.20,6.89,
Trevor Plouffe,0.00,0.00,0.00,0.00,5.33,
Zach Granite,0.00,0.00,0.00,0.00,5.00,
Elias Diaz,0.00,0.00,0.00,0.00,4.36,
Austin Hays,0.00,0.00,0.00,0.00,6.76,
Max Moroff,0.00,0.00,0.00,0.00,5.27,
Tyler Austin,15.00,15.00,-6.20,36.20,6.23,
Willie Calhoun,0.00,0.00,0.00,0.00,7.96,
C.J. Cron,1.50,1.50,-0.60,3.60,6.58,
Darwin Barney,0.00,0.00,0.00,0.00,3.93,
Tyler Saladino,0.00,0.00,0.00,0.00,5.29,
Ruben Tejada,0.00,0.00,0.00,0.00,4.41,
Tzu-Wei Lin,0.00,0.00,0.00,0.00,4.57,
JaCoby Jones,10.00,10.00,10.00,10.00,5.29,
Matt Davidson,28.50,28.50,-1.90,58.90,5.33,
Joey Rickard,0.00,0.00,0.00,0.00,4.57,
Carlos Sanchez,8.00,8.00,0.90,15.10,5.72,
Sean Rodriguez,0.00,0.00,0.00,0.00,3.37,
Jose Osuna,0.00,0.00,0.00,0.00,4.72,
Tommy La Stella,0.00,0.00,0.00,0.00,3.94,
Sam Travis,0.00,0.00,0.00,0.00,5.74,
Marco Hernandez,0.00,0.00,0.00,0.00,4.97,
Curt Casali,0.00,0.00,0.00,0.00,4.85,
Cameron Gallagher,0.00,0.00,0.00,0.00,5.00,
Luke Voit,0.00,0.00,0.00,0.00,5.49,
Cheslor Cuthbert,7.00,7.00,7.00,7.00,5.32,
Jose Lobaton,0.00,0.00,0.00,0.00,4.37,
Justin Bour,2.30,2.30,0.30,4.40,5.34,
Jorge Soler,2.00,2.00,2.00,2.00,5.60,
Tomas Nido,0.00,0.00,0.00,0.00,4.97,
Danny Valencia,4.00,4.00,4.00,4.00,5.90,
Jace Peterson,0.00,0.00,0.00,0.00,5.86,
Juan Centeno,0.00,0.00,0.00,0.00,5.17,
Brett Eibner,0.00,0.00,0.00,0.00,5.40,
Tomas Telis,0.00,0.00,0.00,0.00,5.16,
Tony Kemp,0.00,0.00,0.00,0.00,5.04,
Adalberto Mondesi,0.00,0.00,0.00,0.00,5.00,
Jorge Polanco,0.00,0.00,0.00,0.00,6.98,
Ryan Lavarnway,0.00,0.00,0.00,0.00,4.14,
Welington Castillo,4.50,4.50,-1.90,10.90,5.41,
Clint Frazier,0.00,0.00,0.00,0.00,7.37,
Ramon Torres,0.00,0.00,0.00,0.00,5.40,
Drew Butera,5.00,5.00,-2.10,12.10,3.23,
Greg Garcia,0.00,0.00,0.00,0.00,3.43,
Steve Pearce,2.00,2.00,2.00,2.00,6.56,
Erik Kratz,0.00,0.00,0.00,0.00,4.38,
Paulo Orlando,0.00,0.00,0.00,0.00,4.89,
Cody Asche,0.00,0.00,0.00,0.00,5.08,
Mark Zagunis,0.00,0.00,0.00,0.00,5.93,
Luke Maile,12.00,12.00,12.00,12.00,4.48,
Tim Federowicz,0.00,0.00,0.00,0.00,6.18,
Anthony Santander,2.00,2.00,2.00,2.00,7.65,
Craig Gentry,0.00,0.00,0.00,0.00,3.98,
Alexi Amarista,0.00,0.00,0.00,0.00,3.76,
Gavin Cecchini,0.00,0.00,0.00,0.00,5.13,
Phillip Evans,0.00,0.00,0.00,0.00,4.65,
Jorge Bonifacio,0.00,0.00,0.00,0.00,5.77,
Chris Bostick,0.00,0.00,0.00,0.00,4.49,
Shane Robinson,0.00,0.00,0.00,0.00,4.22,
Chris Heisey,0.00,0.00,0.00,0.00,4.08,
Bryan Holaday,9.00,9.00,9.00,9.00,4.18,
Jose Reyes,0.00,0.00,0.00,0.00,6.59,
Scott Van Slyke,0.00,0.00,0.00,0.00,4.41,
Brock Stassi,0.00,0.00,0.00,0.00,5.39,
Carson Kelly,0.00,0.00,0.00,0.00,4.76,
Jacob Hannemann,0.00,0.00,0.00,0.00,5.57,
Rob Refsnyder,2.00,2.00,-0.80,4.80,4.47,
Chad Huffman,0.00,0.00,0.00,0.00,5.15,
Ty Kelly,0.00,0.00,0.00,0.00,4.17,
Michael Ohlman,0.00,0.00,0.00,0.00,4.78,
Taylor Davis,0.00,0.00,0.00,0.00,4.15,
Matt Den Dekker,0.00,0.00,0.00,0.00,5.00,
Luis Sardinas,0.00,0.00,0.00,0.00,4.88,
Jacob May,0.00,0.00,0.00,0.00,5.68,
Mike Freeman,0.00,0.00,0.00,0.00,4.30,
Tommy Joseph,0.00,0.00,0.00,0.00,6.07,
Alex Mejia,0.00,0.00,0.00,0.00,4.36,
Anthony Alford,0.00,0.00,0.00,0.00,6.99,
Pete Kozma,0.00,0.00,0.00,0.00,3.08,
Johnny Giavotella,0.00,0.00,0.00,0.00,5.67,
Breyvic Valera,0.00,0.00,0.00,0.00,NaN,
Kyle Higashioka,0.00,0.00,0.00,0.00,5.63,
Micah Johnson,0.00,0.00,0.00,0.00,5.76,
Ryan LaMarre,0.00,0.00,0.00,0.00,5.17,
Jarrod Saltalamacchia,0.00,0.00,0.00,0.00,4.24,
Steve Selsky,0.00,0.00,0.00,0.00,4.52,
Niko Goodrum,0.00,0.00,0.00,0.00,5.87,
Alex Presley,0.00,0.00,0.00,0.00,5.38,
Andrew Susac,0.00,0.00,0.00,0.00,4.73,
Cristhian Adames,0.00,0.00,0.00,0.00,4.47,
Gleyber Torres,0.00,0.00,0.00,0.00,7.21,
Estevan Florial,0.00,0.00,0.00,0.00,7.18,
Vladimir Guerrero Jr.,0.00,0.00,0.00,0.00,7.76,
Kennys Vargas,0.00,0.00,0.00,0.00,6.71,
Billy McKinney,3.00,3.00,3.00,3.00,5.74,
Bo Bichette,0.00,0.00,0.00,0.00,8.76,
Dalton Pompey,0.00,0.00,0.00,0.00,6.40,
Thairo Estrada,0.00,0.00,0.00,0.00,6.79,
Logan Warmoth,0.00,0.00,0.00,0.00,5.00,
A.J. Reed,0.00,0.00,0.00,0.00,6.92,
Kyle Tucker,0.00,0.00,0.00,0.00,7.26,
Carlos Tocci,0.00,0.00,0.00,0.00,5.66,
Bubba Thompson,0.00,0.00,0.00,0.00,5.00,
Leody Taveras,0.00,0.00,0.00,0.00,5.00,
Hanser Alberto,0.00,0.00,0.00,0.00,4.78,
Yordan Alvarez,0.00,0.00,0.00,0.00,6.96,
Ryan Mountcastle,0.00,0.00,0.00,0.00,6.41,
Dariel Alvarez,0.00,0.00,0.00,0.00,5.00,
Royce Lewis,0.00,0.00,0.00,0.00,5.00,
Wander Javier,0.00,0.00,0.00,0.00,5.00,
Cedric Mullins,0.00,0.00,0.00,0.00,8.00,
Alex Kirilloff,0.00,0.00,0.00,0.00,5.00,
James McCann,16.00,16.00,16.00,16.00,4.43,
Jesús Sánchez,0.00,0.00,0.00,0.00,5.00,
Garrett Whitley,0.00,0.00,0.00,0.00,5.00,
Rusney Castillo,0.00,0.00,0.00,0.00,4.94,
Michael Chavis,0.00,0.00,0.00,0.00,5.95,
Brendan McKay,0.00,0.00,0.00,0.00,5.00,
Bubba Starling,0.00,0.00,0.00,0.00,4.87,
Nick Pratto,0.00,0.00,0.00,0.00,5.00,
Seuly Matias,0.00,0.00,0.00,0.00,5.00,
Luis Robert,0.00,0.00,0.00,0.00,5.00,
Victor Reyes,0.00,0.00,0.00,0.00,6.21,
Dawel Lugo,0.00,0.00,0.00,0.00,5.69,
Cole Tucker,0.00,0.00,0.00,0.00,7.21,
Ke'Bryan Hayes,0.00,0.00,0.00,0.00,6.07,
Jung-ho Kang,0.00,0.00,0.00,0.00,6.50,
David Wright,0.00,0.00,0.00,0.00,5.04,
Yairo Munoz,0.00,0.00,0.00,0.00,4.44,
Delvin Perez,0.00,0.00,0.00,0.00,5.00,
Andres Gimenez,0.00,0.00,0.00,0.00,5.00,
Tyler O'Neill,0.00,0.00,0.00,0.00,6.84,
Jemile Weeks,0.00,0.00,0.00,0.00,5.26,
Aramis Ademan,0.00,0.00,0.00,0.00,5.00,
Monte Harrison,0.00,0.00,0.00,0.00,6.44,
Mike Moustakas,13.00,13.00,11.60,14.40,6.25,
Grant Green,0.00,0.00,0.00,0.00,4.58,
Braxton Lee,0.00,0.00,0.00,0.00,4.87,
Francisco Pena,0.00,0.00,0.00,0.00,4.59,
Kendrys Morales,0.00,0.00,0.00,0.00,6.36,
Shin-Soo Choo,5.30,5.30,0.40,10.30,7.72,
Michael Conforto,0.00,0.00,0.00,0.00,7.37,
Hanley Ramirez,6.70,6.70,1.60,11.70,6.87,
Jason Castro,7.00,7.00,-2.90,16.90,6.00,
Lucas Duda,13.50,13.50,7.10,19.90,6.20,
David Freese,0.00,0.00,0.00,0.00,4.90,
Brian McCann,9.50,9.50,3.10,15.90,7.17,
Jose Abreu,12.50,12.50,0.50,24.50,7.40,
Yulieski Gurriel,0.00,0.00,0.00,0.00,7.89,
Jacob Stallings,0.00,0.00,0.00,0.00,4.58,
Nelson Cruz,16.00,16.00,16.00,16.00,8.00,
Gary Sanchez,3.00,3.00,-0.60,6.60,8.80,
Dominic Smith,0.00,0.00,0.00,0.00,6.26,
Yoan Moncada,12.50,12.50,4.70,20.30,7.20,
Daniel Murphy,0.00,0.00,0.00,0.00,8.69,
Ben Zobrist,10.00,10.00,8.60,11.40,6.56,
Andrew Benintendi,1.30,1.30,-1.00,3.60,7.89,
Tyler White,0.00,0.00,0.00,0.00,7.44,
Eduardo Nunez,8.00,8.00,-3.40,19.40,6.90,
Josh Reddick,1.00,1.00,-0.40,2.40,5.96,
Steve Lombardozzi,0.00,0.00,0.00,0.00,5.25,
Derek Norris,0.00,0.00,0.00,0.00,4.90,
Travis d'Arnaud,16.00,16.00,16.00,16.00,5.12,
Tim Anderson,21.00,21.00,2.60,39.40,6.41,
Michael Brantley,0.00,0.00,0.00,0.00,7.39,
Aledmys Diaz,0.00,0.00,0.00,0.00,7.38,
Kolten Wong,1.00,1.00,-0.40,2.40,5.16,
Jacoby Ellsbury,0.00,0.00,0.00,0.00,7.50,
Ian Kinsler,3.00,3.00,3.00,3.00,8.21,
Teoscar Hernandez,0.00,0.00,0.00,0.00,7.71,
Delino DeShields,3.50,3.50,-1.40,8.40,6.10,
Troy Tulowitzki,0.00,0.00,0.00,0.00,6.79,
Jim Adduci,0.00,0.00,0.00,0.00,6.08,
Brian Goodwin,13.50,13.50,-2.80,29.80,6.44,
Alcides Escobar,2.00,2.00,-0.80,4.80,5.41,
Sandy Leon,0.00,0.00,0.00,0.00,4.68,
Howie Kendrick,6.50,6.50,4.40,8.60,6.45,
Ian Happ,6.00,6.00,-1.20,13.20,6.84,
Brandon Nimmo,14.00,14.00,14.00,14.00,5.99,
T.J. Rivera,0.00,0.00,0.00,0.00,5.50,
Miguel Rojas,8.00,8.00,5.00,11.00,3.69,
Martin Prado,0.00,0.00,0.00,0.00,6.87,
Ben Gamel,0.00,0.00,0.00,0.00,6.50,
Nicky Delmonico,3.00,3.00,-1.20,7.20,6.13,
Mike Napoli,0.00,0.00,0.00,0.00,6.30,
Mike Zunino,0.00,0.00,0.00,0.00,6.38,
J.T. Realmuto,0.00,0.00,0.00,0.00,6.30,
Erick Aybar,0.00,0.00,0.00,0.00,5.61,
Mason Williams,0.00,0.00,0.00,0.00,4.72,
Chad Pinder,0.00,0.00,0.00,0.00,6.40,
Christian Arroyo,0.00,0.00,0.00,0.00,5.83,
Yan Gomes,11.50,11.50,5.10,17.90,4.85,
Jesus Sucre,5.00,5.00,5.00,5.00,4.45,
Eric Young Jr.,0.00,0.00,0.00,0.00,5.91,
Jesse Winker,7.00,7.00,-0.10,14.10,5.22,
Alex Gordon,4.00,4.00,2.60,5.40,5.50,
Ehire Adrianza,3.00,3.00,3.00,3.00,4.51,
Rajai Davis,4.00,4.00,4.00,4.00,5.35,
Jon Jay,10.00,10.00,2.90,17.10,4.61,
Matt Adams,22.00,22.00,22.00,22.00,6.21,
Yandy Diaz,0.00,0.00,0.00,0.00,6.28,
Matt Wieters,4.50,4.50,1.00,8.00,5.82,
Tucker Barnhart,1.50,1.50,-0.60,3.60,4.53,
J.T. Riddle,0.00,0.00,0.00,0.00,4.75,
Rene Rivera,12.00,12.00,12.00,12.00,4.89,
Chris Carter,0.00,0.00,0.00,0.00,7.23,
Chris Young,0.00,0.00,0.00,0.00,5.38,
Phillip Ervin,0.00,0.00,0.00,0.00,6.83,
Jabari Blash,0.00,0.00,0.00,0.00,4.67,
Ben Revere,0.00,0.00,0.00,0.00,4.44,
Taylor Motter,0.00,0.00,0.00,0.00,6.33,
Franklin Barreto,0.00,0.00,0.00,0.00,6.69,
Guillermo Heredia,0.00,0.00,0.00,0.00,4.99,
J.D. Davis,1.00,1.00,-0.40,2.40,7.76,
Mark Canha,0.00,0.00,0.00,0.00,6.17,
Brett Nicholas,0.00,0.00,0.00,0.00,6.16,
Avisail Garcia,9.00,9.00,4.80,13.20,6.43,
Bruce Maxwell,3.00,3.00,3.00,3.00,5.51,
Kevan Smith,0.00,0.00,0.00,0.00,4.93,
Ryan Raburn,0.00,0.00,0.00,0.00,3.86,
Abraham Almonte,0.00,0.00,0.00,0.00,5.38,
Mike Marjama,0.00,0.00,0.00,0.00,5.52,
Brandon Guyer,0.00,0.00,0.00,0.00,4.41,
Andrew Romine,0.00,0.00,0.00,0.00,3.46,
Mark Trumbo,0.00,0.00,0.00,0.00,7.48,
Kaleb Cowart,0.00,0.00,0.00,0.00,6.39,
Caleb Joseph,6.00,6.00,-2.50,14.50,4.72,
Jaycob Brugman,0.00,0.00,0.00,0.00,6.35,
Dustin Garneau,0.00,0.00,0.00,0.00,4.27,
Cliff Pennington,0.00,0.00,0.00,0.00,3.26,
Alejandro De Aza,0.00,0.00,0.00,0.00,5.14,
Josh Phegley,0.00,0.00,0.00,0.00,5.47,
Rymer Liriano,0.00,0.00,0.00,0.00,6.55,
Renato Nunez,0.00,0.00,0.00,0.00,6.29,
Victor Robles,0.00,0.00,0.00,0.00,7.27,
Adrian Sanchez,0.00,0.00,0.00,0.00,4.77,
Erik Gonzalez,0.00,0.00,0.00,0.00,4.46,
Patrick Kivlehan,0.00,0.00,0.00,0.00,3.14,
Giovanny Urshela,0.00,0.00,0.00,0.00,4.93,
Cam Perkins,0.00,0.00,0.00,0.00,4.00,
Greg Allen,0.00,0.00,0.00,0.00,5.50,
Matt Reynolds,0.00,0.00,0.00,0.00,4.74,
Stuart Turner,0.00,0.00,0.00,0.00,4.55,
Kirk Nieuwenhuis,0.00,0.00,0.00,0.00,4.53,
Ryan Goins,0.00,0.00,0.00,0.00,4.19,
Tyler Collins,0.00,0.00,0.00,0.00,5.11,
Nolan Fontana,0.00,0.00,0.00,0.00,6.31,
Jordan Luplow,0.00,0.00,0.00,0.00,6.27,
Carlos Perez,0.00,0.00,0.00,0.00,NaN,
Juan Graterol,0.00,0.00,0.00,0.00,4.02,
Gordon Beckham,0.00,0.00,0.00,0.00,4.53,
Jake Smolinski,0.00,0.00,0.00,0.00,4.71,
Andrew Stevenson,0.00,0.00,0.00,0.00,6.07,
Pedro Severino,0.00,0.00,0.00,0.00,4.89,
