Chris Davis,2.60,4.50,-1.20,10.10,7.66,
Tim Beckham,6.20,4.70,0.20,9.30,7.62,
Ronny Rodriguez,0.80,1.70,-1.20,4.60,7.60,
Keon Broxton,3.20,8.40,-6.30,23.10,7.54,
David Fletcher,6.40,5.80,0.60,10.90,7.51,
Freddy Galvis,3.60,5.50,-0.50,11.50,7.51,
Andrew McCutchen,5.40,7.90,0.30,15.50,7.50,
Hunter Renfroe,7.00,7.00,0.60,13.50,7.49,
Albert Pujols,7.20,6.90,0.90,12.90,7.46,
Jon Jay,5.40,7.20,1.50,12.90,7.45,
Michael Taylor,3.60,7.60,-0.10,15.30,7.44,
Matt Carpenter,7.40,8.50,0.30,16.70,7.40,
Ian Kinsler,3.00,6.90,-0.60,14.30,7.39,
John Ryan Murphy,7.20,8.40,0.70,16.10,7.38,
Buster Posey,6.80,7.50,1.70,13.20,7.29,
Jefry Marte,5.00,6.50,-1.90,14.90,7.29,
Tyler White,3.80,3.20,0.30,6.00,7.29,
Brandon Crawford,9.60,8.00,0.00,16.00,7.27,
Johan Camargo,13.20,7.70,0.90,14.50,7.20,
Carlos Asuaje,2.80,4.90,-0.50,10.30,7.18,
Yulieski Gurriel,6.40,7.50,0.70,14.20,7.13,
Hernan Perez,2.80,5.80,0.00,11.60,7.09,
Marcell Ozuna,1.60,7.10,1.00,13.10,7.09,
Jake Cave,6.80,7.70,-3.00,18.40,7.01,
Jim Adduci,5.00,5.00,5.00,5.00,7.00,
Yoan Moncada,12.80,8.10,-0.30,16.40,6.97,
Danny Valencia,8.00,6.90,-0.30,14.10,6.96,
Trey Mancini,6.20,6.30,0.00,12.70,6.94,
Cameron Maybin,3.80,4.80,-0.10,9.70,6.94,
Victor Martinez,2.80,5.20,0.20,10.20,6.83,
Pablo Sandoval,3.00,6.20,0.00,12.30,6.75,
Tyler Flowers,5.20,6.90,0.30,13.50,6.69,
Tyler Saladino,7.60,7.30,0.30,14.20,6.62,
Isiah Kiner-Falefa,7.40,6.90,0.40,13.30,6.57,
Ryon Healy,9.40,7.40,-1.00,15.90,6.55,
Joe Panik,5.60,6.10,0.70,11.50,6.53,
Ben Gamel,7.20,6.20,1.60,10.70,6.51,
Yadier Molina,11.80,7.80,-0.60,16.20,6.50,
Jose Abreu,6.40,7.80,-0.20,15.90,6.42,
Jose Iglesias,6.00,6.40,0.50,12.30,6.42,
Ronald Guzman,5.00,6.80,-0.10,13.70,6.42,
Miguel Rojas,9.00,6.00,-1.00,13.00,6.37,
Jake Lamb,7.60,8.20,2.60,13.80,6.33,
Austin Hedges,4.00,4.20,-1.70,10.00,6.28,
Kolten Wong,4.60,5.00,-0.90,11.00,6.18,
Jedd Gyorko,7.80,6.30,0.00,12.60,6.18,
Kole Calhoun,10.80,5.00,-1.80,11.70,6.15,
Victor Reyes,5.40,5.80,-1.20,12.80,6.15,
Chris Herrmann,4.20,4.20,-0.80,9.20,6.12,
Dansby Swanson,3.00,6.60,-0.20,13.50,6.09,
Max Stassi,4.60,7.20,0.10,14.30,6.06,
Erik Kratz,1.80,6.80,-0.10,13.70,6.05,
Avisail Garcia,20.40,8.40,-0.10,16.90,6.03,
Martin Maldonado,10.00,5.70,-0.80,12.20,5.99,
Gorkys Hernandez,5.00,7.80,0.90,14.60,5.94,
Carlos Sanchez,8.80,7.30,1.10,13.50,5.87,
Yairo Munoz,9.00,7.00,0.70,13.20,5.81,
Daniel Palka,10.60,7.60,-1.10,16.40,5.80,
Jake Marisnick,10.00,5.00,-2.20,12.20,5.66,
Harrison Bader,9.00,7.30,0.70,14.00,5.65,
Martin Prado,3.80,4.00,0.00,7.90,5.50,
Leury Garcia,4.60,6.70,0.30,13.10,5.38,
Caleb Joseph,2.00,3.60,-0.80,8.00,5.19,
Matt Davidson,12.00,7.90,-1.50,17.30,5.03,
Josh Reddick,12.00,7.60,-0.30,15.60,4.97,
Tim Anderson,9.00,8.10,-0.50,16.70,4.89,
Guillermo Heredia,3.00,4.30,0.30,8.30,4.84,
Pedro Severino,5.20,3.80,-0.30,7.90,4.56,
Bobby Wilson,2.00,3.20,-0.80,7.20,4.54,
Omar Narvaez,6.40,4.80,0.00,9.60,4.19,
Yadiel Rivera,2.40,3.50,-0.40,7.40,4.07,
Miguel Cabrera,4.60,7.80,-0.70,16.20,0.00,
Kevan Smith,5.80,6.40,3.60,9.20,0.00,
Starlin Castro,9.00,7.20,1.20,13.20,0.00,
Franmil Reyes,5.40,6.20,0.10,12.40,0.00,
Jarrod Dyson,7.40,5.60,-0.20,11.50,0.00,
Nate Orf,8.30,8.30,2.30,14.40,0.00,
Charlie Culberson,9.00,7.20,1.10,13.30,0.00,
Matt Skole,6.50,6.50,-3.20,16.20,0.00,
A.J. Ellis,6.20,5.90,1.90,9.90,0.00,
Welington Castillo,7.60,6.80,-1.10,14.60,0.00,
Leonys Martin,4.20,8.20,0.40,16.10,0.00,
Manny Pina,8.00,6.00,0.00,12.00,0.00,
Ehire Adrianza,10.80,6.10,-0.60,12.80,0.00,
Dexter Fowler,4.60,5.90,-0.40,12.20,0.00,
Wilmer Difo,5.20,5.80,0.40,11.10,0.00,
Jose Briceno,3.60,6.40,-1.70,14.40,0.00,
Rene Rivera,9.60,7.10,-0.90,15.20,0.00,
Matt Wieters,5.00,6.30,0.10,12.50,0.00,
John Andreoli,5.00,5.00,5.00,5.00,0.00,
Robbie Grossman,9.60,5.90,0.10,11.60,0.00,
Pedro Alvarez,3.60,6.60,-2.70,15.80,0.00,
Jace Peterson,10.60,6.20,0.60,11.70,0.00,
Willians Astudillo,7.00,7.00,-0.20,14.20,0.00,
Lewis Brinson,7.80,4.90,-2.00,11.90,0.00,
Jose Rondon,2.60,7.60,0.00,15.30,0.00,
Adam Engel,7.80,5.30,-0.50,11.10,0.00,
James McCann,2.00,5.00,-0.50,10.50,0.00,
Brian McCann,1.80,5.00,-1.20,11.30,0.00,
Luis Valbuena,6.60,6.20,-1.30,13.70,0.00,
Carlos Correa,5.20,8.60,0.90,16.30,0.00,
Lorenzo Cain,7.00,9.10,1.30,16.90,0.00,
Grayson Greiner,3.40,4.80,1.20,8.40,0.00,
Royce Lewis,0.00,0.00,0.00,0.00,0.00,
Nicky Delmonico,4.80,5.00,0.10,9.90,0.00,
Zack Cozart,2.80,6.40,0.10,12.60,0.00,
Dan Vogelbach,4.80,5.10,-0.50,10.70,0.00,
Tyler O'Neill,2.60,8.70,-1.00,18.40,0.00,
Nick Hundley,7.20,7.80,-1.40,16.90,0.00,
Domingo Santana,0.60,5.20,0.40,10.00,0.00,
Miguel Sano,4.80,7.40,0.60,14.20,0.00,
Rafael Lopez,4.80,5.10,-0.70,11.00,0.00,
Chris Stewart,5.80,5.80,-1.20,12.70,0.00,
Joey Rickard,4.40,5.30,-3.60,14.10,0.00,
Chris Owings,5.40,5.90,0.00,11.80,0.00,
Brad Miller,9.20,6.60,0.50,12.80,0.00,
Mitch Haniger,8.80,8.60,0.50,16.70,0.00,
Mitch Garver,10.80,5.40,-0.50,11.30,0.00,
Franchy Cordero,6.00,8.00,2.20,13.80,0.00,
Gregor Blanco,3.40,5.70,0.50,10.80,0.00,
Daniel Descalso,2.60,7.40,0.90,13.90,0.00,
Mac Williamson,3.40,6.30,0.80,11.80,0.00,
Dixon Machado,4.40,4.70,-0.10,9.50,0.00,
Chance Sisco,2.80,5.40,0.70,10.00,0.00,
J.D. Davis,6.00,4.90,-0.90,10.70,0.00,
Eric Thames,10.60,10.30,0.90,19.70,0.00,
Derek Fisher,2.20,5.20,-1.60,12.10,0.00,
Charlie Tilson,5.40,5.00,0.70,9.30,0.00,
Howie Kendrick,5.40,6.90,1.40,12.50,0.00,
Shin-Soo Choo,12.20,9.10,1.90,16.30,0.00,
Shohei Ohtani,7.70,11.60,1.40,21.80,0.00,
Drew Robinson,4.00,4.60,0.50,8.70,0.00,
Juan Centeno,5.60,4.60,0.00,9.10,0.00,
Gregorio Petit,2.80,5.30,0.60,9.90,0.00,
Steve Wilkerson,5.80,5.80,1.00,10.60,0.00,
David Peralta,8.20,8.60,0.80,16.40,0.00,
Robinson Cano,8.40,8.00,1.40,14.70,0.00,
Tim Federowicz,4.80,4.80,1.40,8.10,0.00,
Travis Shaw,6.40,8.00,0.60,15.30,0.00,
Jose Trevino,2.50,2.50,-1.00,6.00,0.00,
Jose Martinez,4.00,8.20,-0.30,16.70,0.00,
Ryan Flaherty,2.80,6.20,-0.30,12.70,0.00,
Kurt Suzuki,5.60,7.80,-0.30,15.80,0.00,
Paul DeJong,6.40,8.00,0.30,15.80,0.00,
Christian Villanueva,7.60,7.70,-1.90,17.30,0.00,
Jose Fernandez,2.20,3.80,-0.40,7.90,0.00,
Anthony Santander,3.20,4.50,-1.30,10.30,0.00,
Jason Castro,4.80,3.90,-0.20,8.00,0.00,
Austin Jackson,3.00,5.20,0.70,9.80,0.00,
Ryan Rua,9.20,5.10,-0.20,10.50,0.00,
Byron Buxton,0.60,3.90,-0.90,8.70,0.00,
Adam Eaton,7.00,7.70,-1.40,16.80,0.00,
Preston Tucker,3.80,6.70,-0.90,14.30,0.00,
Austin Slater,8.60,8.00,0.30,15.70,0.00,
Jose Pirela,4.00,6.30,0.20,12.30,0.00,
Chris Young,3.40,5.80,-0.90,12.40,0.00,
Pete Kozma,1.00,5.40,-1.20,12.00,0.00,
Craig Gentry,6.00,5.50,-0.20,11.10,0.00,
Jeff Mathis,2.60,3.50,-0.30,7.30,0.00,
Mark Reynolds,8.60,6.90,-2.30,16.00,0.00,
David Freitas,4.00,3.80,1.10,6.50,0.00,
Orlando Arcia,3.00,3.80,-0.80,8.30,0.00,
J.T. Riddle,8.60,7.00,-0.10,14.20,0.00,
Evan Longoria,4.00,7.00,0.10,13.90,0.00,
Brian Goodwin,7.40,7.10,-0.10,14.30,0.00,
Luke Voit,1.00,1.00,-0.40,2.40,0.00,
Hunter Pence,7.00,4.70,-0.30,9.60,0.00,
Renato Nunez,3.40,3.90,0.00,7.80,0.00,
Ryan LaMarre,5.80,4.30,0.00,8.60,0.00,
Andrew Stevenson,3.00,6.00,-2.30,14.30,0.00,
Gordon Beckham,2.60,3.20,-0.40,6.80,0.00,
Francisco Pena,2.40,4.40,-2.20,11.10,0.00,
Danny Santana,3.60,5.00,-0.10,10.10,0.00,
Austin Wynns,3.00,4.00,-0.50,8.50,0.00,
Manuel Margot,3.00,6.10,0.30,11.80,0.00,
Spencer Kieboom,5.20,4.30,0.00,8.50,0.00,
Jett Bandy,2.40,3.40,-0.70,7.40,0.00,
Juan Graterol,0.00,0.00,0.00,0.00,0.00,
Tony Kemp,6.20,6.40,0.80,12.00,0.00,
Trayce Thompson,1.80,3.90,-0.20,8.10,0.00,
Ichiro Suzuki,4.40,3.20,-0.50,6.80,0.00,
Kelby Tomlinson,3.40,3.90,0.00,7.80,0.00,
Robinson Chirinos,11.80,7.00,-0.40,14.40,0.00,
Luis Sardinas,1.80,1.80,-0.20,3.80,0.00,
Alex Avila,5.40,3.70,-3.20,10.60,0.00,
Chad Wallach,1.60,3.00,-1.80,7.80,0.00,
Bryan Holaday,2.40,3.50,0.10,6.90,0.00,
Marwin Gonzalez,2.00,5.90,-0.20,12.00,0.00,
Greg Garcia,2.40,5.70,-1.30,12.70,0.00,
Colby Rasmus,3.80,3.80,-0.70,8.20,0.00,
Kristopher Negron,5.00,5.00,5.00,5.00,0.00,
Jeimer Candelario,3.60,7.80,0.40,15.20,0.00,
Carlos Perez,4.60,3.00,-1.10,7.10,0.00,
Christian Walker,5.00,5.00,0.80,9.20,0.00,
Garrett Cooper,3.00,3.00,-0.60,6.60,0.00,
Taylor Motter,0.80,3.00,-1.30,7.30,0.00,
Deven Marrero,2.80,4.40,0.10,8.80,0.00,
Moises Sierra,2.00,3.50,-0.70,7.70,0.00,
Miguel Gomez,7.50,7.50,1.10,13.90,0.00,
Matt Szczur,2.40,4.10,-1.30,9.50,0.00,
J.B. Shuck,2.20,3.80,-1.60,9.30,0.00,
Mike Marjama,3.20,2.60,-0.30,5.50,0.00,
Jabari Blash,1.40,2.30,-0.20,4.90,0.00,
Nolan Fontana,8.00,8.00,-0.50,16.50,0.00,
Jacob Nottingham,2.00,2.00,-1.50,5.50,0.00,
Braxton Lee,2.50,2.50,-0.80,5.80,0.00,
Andrew Romine,4.80,3.30,-1.00,7.60,0.00,
Eric Sogard,0.80,2.80,-1.20,6.80,0.00,
Phil Gosselin,2.60,4.70,-2.80,12.30,0.00,
Chase Headley,1.20,1.90,-1.10,4.90,0.00,
Michael Hermosillo,0.60,1.80,-0.50,4.10,0.00,
Kaleb Cowart,3.50,3.50,-1.40,8.40,0.00,
Peter Bourjos,6.20,5.20,0.30,10.20,0.00,
Corban Joseph,1.50,1.50,-0.60,3.60,0.00,
Mike Zunino,4.20,5.90,-0.80,12.70,0.00,
Alfredo Gonzalez,1.70,1.70,-1.20,4.60,0.00,
Steven Baron,3.00,3.00,3.00,3.00,0.00,
JaCoby Jones,7.00,6.40,-0.30,13.10,0.00,
Cliff Pennington,1.40,2.00,-0.10,4.10,0.00,
Andrew Susac,1.20,1.90,-0.80,4.50,0.00,
Socrates Brito,2.00,2.00,-1.10,5.10,0.00,
Tomas Telis,5.00,5.00,0.60,9.40,0.00,
Adrian Sanchez,5.00,5.00,0.00,10.00,0.00,
Carson Kelly,2.40,2.00,0.30,3.70,0.00,
Engelb Vielma,2.30,2.30,-1.70,6.40,0.00,
Miguel Montero,1.00,1.00,-0.20,2.20,0.00,
Hanser Alberto,1.30,1.30,-1.30,3.80,0.00,
Matt Reynolds,1.50,1.50,-0.60,3.60,0.00,
Carlos Tocci,1.80,1.60,-0.50,3.60,0.00,
Brett Phillips,1.00,1.00,-0.70,2.70,0.00,
Rafael Bautista,0.00,0.00,0.00,0.00,0.00,
Fernando Tatis Jr.,0.00,0.00,0.00,0.00,0.00,
Yasmany Tomas,0.00,0.00,0.00,0.00,0.00,
Cesar Puello,0.00,0.00,0.00,0.00,0.00,
Luis Urias,0.00,0.00,0.00,0.00,0.00,
Alex Dickerson,0.00,0.00,0.00,0.00,0.00,
Jack Reinheimer,0.00,0.00,0.00,0.00,0.00,
Jeremy Hazelbaker,0.00,0.00,0.00,0.00,0.00,
Reymond Fuentes,0.00,0.00,0.00,0.00,0.00,
Anthony Recker,0.00,0.00,0.00,0.00,0.00,
Dusty Coleman,0.00,0.00,0.00,0.00,0.00,
Marcus Wilson,0.00,0.00,0.00,0.00,0.00,
Pavin Smith,0.00,0.00,0.00,0.00,0.00,
Daulton Varsho,0.00,0.00,0.00,0.00,0.00,
Shane Peterson,0.00,0.00,0.00,0.00,0.00,
Daniel Robertson,0.00,0.00,0.00,0.00,0.00,
Allen Cordoba,0.00,0.00,0.00,0.00,0.00,
Luis Torrens,0.00,0.00,0.00,0.00,0.00,
Victor Robles,0.00,0.00,0.00,0.00,0.00,
Monte Harrison,0.00,0.00,0.00,0.00,0.00,
Johnny Giavotella,0.00,0.00,0.00,0.00,0.00,
Raudy Read,0.00,0.00,0.00,0.00,0.00,
Magneuris Sierra,0.00,0.00,0.00,0.00,0.00,
Alejandro De Aza,0.00,0.00,0.00,0.00,0.00,
Cristhian Adames,0.00,0.00,0.00,0.00,0.00,
Jhonatan Solano,0.00,0.00,0.00,0.00,0.00,
Grant Green,0.00,0.00,0.00,0.00,0.00,
Ryan Raburn,0.00,0.00,0.00,0.00,0.00,
Scott Van Slyke,0.00,0.00,0.00,0.00,0.00,
Carter Kieboom,0.00,0.00,0.00,0.00,0.00,
Eloy Jimenez,0.00,0.00,0.00,0.00,0.00,
A.J. Reed,0.00,0.00,0.00,0.00,0.00,
Kyle Tucker,0.00,0.00,0.00,0.00,0.00,
Ryan Cordell,0.00,0.00,0.00,0.00,0.00,
Jacob May,0.00,0.00,0.00,0.00,0.00,
Willy Garcia,0.00,0.00,0.00,0.00,0.00,
Dustin Garneau,0.00,0.00,0.00,0.00,0.00,
Zack Collins,0.00,0.00,0.00,0.00,0.00,
Luis Robert,0.00,0.00,0.00,0.00,0.00,
Yordan Alvarez,0.00,0.00,0.00,0.00,0.00,
Blake Rutherford,0.00,0.00,0.00,0.00,0.00,
Jahmai Jones,0.00,0.00,0.00,0.00,0.00,
Kyle Lewis,0.00,0.00,0.00,0.00,0.00,
Rymer Liriano,0.00,0.00,0.00,0.00,0.00,
Eric Young Jr.,0.00,0.00,0.00,0.00,0.00,
Evan White,0.00,0.00,0.00,0.00,0.00,
Brandon Marsh,0.00,0.00,0.00,0.00,0.00,
Jo Adell,0.00,0.00,0.00,0.00,0.00,
Mike Ford,0.00,0.00,0.00,0.00,0.00,
Zach Vincej,0.00,0.00,0.00,0.00,0.00,
Chris Carter,0.00,0.00,0.00,0.00,0.00,
Kirk Nieuwenhuis,0.00,0.00,0.00,0.00,0.00,
Tuffy Gosewisch,0.00,0.00,0.00,0.00,0.00,
Kevin Maitan,0.00,0.00,0.00,0.00,0.00,
Cam Perkins,0.00,0.00,0.00,0.00,0.00,
Joe Rizzo,0.00,0.00,0.00,0.00,0.00,
Ryder Jones,0.00,0.00,0.00,0.00,0.00,
Chris Shaw,0.00,0.00,0.00,0.00,0.00,
Steven Duggar,0.00,0.00,0.00,0.00,0.00,
Jarrett Parker,0.00,0.00,0.00,0.00,0.00,
Chase D'Arnaud,0.00,0.00,0.00,0.00,0.00,
Orlando Calixte,0.00,0.00,0.00,0.00,0.00,
Josh Rutledge,0.00,0.00,0.00,0.00,0.00,
Hector Sanchez,0.00,0.00,0.00,0.00,0.00,
Michael Morse,0.00,0.00,0.00,0.00,0.00,
Wander Franco,0.00,0.00,0.00,0.00,0.00,
Alex Mejia,0.00,0.00,0.00,0.00,0.00,
Andres Blanco,0.00,0.00,0.00,0.00,0.00,
Delvin Perez,0.00,0.00,0.00,0.00,0.00,
Heliot Ramos,0.00,0.00,0.00,0.00,0.00,
Willie Calhoun,0.00,0.00,0.00,0.00,0.00,
Tommy Joseph,0.00,0.00,0.00,0.00,0.00,
Brett Nicholas,0.00,0.00,0.00,0.00,0.00,
Trevor Plouffe,0.00,0.00,0.00,0.00,0.00,
Chad Huffman,0.00,0.00,0.00,0.00,0.00,
Derek Norris,0.00,0.00,0.00,0.00,0.00,
Brett Eibner,0.00,0.00,0.00,0.00,0.00,
Cameron Rupp,0.00,0.00,0.00,0.00,0.00,
Darwin Barney,0.00,0.00,0.00,0.00,0.00,
Alexi Amarista,0.00,0.00,0.00,0.00,0.00,
Jarrod Saltalamacchia,0.00,0.00,0.00,0.00,0.00,
Leody Taveras,0.00,0.00,0.00,0.00,0.00,
Bubba Thompson,0.00,0.00,0.00,0.00,0.00,
Lucas Erceg,0.00,0.00,0.00,0.00,0.00,
Isan Diaz,0.00,0.00,0.00,0.00,0.00,
Rio Ruiz,0.00,0.00,0.00,0.00,0.00,
Stephen Vogt,0.00,0.00,0.00,0.00,0.00,
Austin Riley,0.00,0.00,0.00,0.00,0.00,
Mauricio Dubon,0.00,0.00,0.00,0.00,0.00,
Jaff Decker,0.00,0.00,0.00,0.00,0.00,
Rob Brantly,0.00,0.00,0.00,0.00,0.00,
Tyler Smith,0.00,0.00,0.00,0.00,0.00,
Nick Franklin,0.00,0.00,0.00,0.00,0.00,
Keston Hiura,0.00,0.00,0.00,0.00,0.00,
Christian Colon,0.00,0.00,0.00,0.00,0.00,
Ezequiel Carrera,0.00,0.00,0.00,0.00,0.00,
Cedric Mullins,0.00,0.00,0.00,0.00,0.00,
Austin Hays,0.00,0.00,0.00,0.00,0.00,
Kennys Vargas,0.00,0.00,0.00,0.00,0.00,
Ryan Mountcastle,0.00,0.00,0.00,0.00,0.00,
Jaycob Brugman,0.00,0.00,0.00,0.00,0.00,
Erick Aybar,0.00,0.00,0.00,0.00,0.00,
Zach Granite,0.00,0.00,0.00,0.00,0.00,
Brock Stassi,0.00,0.00,0.00,0.00,0.00,
Taylor Featherston,0.00,0.00,0.00,0.00,0.00,
Alex Presley,0.00,0.00,0.00,0.00,0.00,
Ruben Tejada,0.00,0.00,0.00,0.00,0.00,
Dariel Alvarez,0.00,0.00,0.00,0.00,0.00,
Chris Heisey,0.00,0.00,0.00,0.00,0.00,
Wander Javier,0.00,0.00,0.00,0.00,0.00,
Alex Kirilloff,0.00,0.00,0.00,0.00,0.00,
Ryan Zimmerman,8.40,6.80,-2.00,15.60,0.00,
