Jed Lowrie,11.40,10.30,2.60,17.90,6.53,
Ronald Guzman,1.00,5.50,-0.30,11.40,6.53,
Scott Kingery,3.00,6.90,0.90,12.90,6.52,
Jesse Winker,6.40,6.40,2.40,10.30,6.46,
Dixon Machado,3.60,5.40,0.20,10.60,6.38,
Harrison Bader,7.60,8.20,3.00,13.30,6.37,
Billy Hamilton,7.60,6.60,0.30,12.90,6.29,
Amed Rosario,3.20,4.90,0.20,9.50,6.27,
Ehire Adrianza,4.20,4.10,1.20,7.00,6.26,
Gorkys Hernandez,6.00,6.70,0.40,13.00,6.20,
Victor Caratini,6.40,5.20,0.50,9.90,6.18,
Chad Pinder,5.80,6.60,-1.00,14.30,6.17,
Renato Nunez,5.60,4.20,0.10,8.30,6.17,
Mark Canha,5.00,8.30,0.30,16.30,6.16,
Cameron Maybin,6.80,5.60,0.90,10.30,6.09,
Jose Lobaton,3.60,3.80,0.60,7.00,6.05,
Robinson Chirinos,6.80,6.60,-1.30,14.60,5.97,
Travis Jankowski,8.40,7.50,1.30,13.70,5.92,
Starlin Castro,13.40,7.40,1.60,13.20,5.91,
Josh Reddick,5.20,8.00,-1.30,17.30,5.91,
Matt Wieters,3.60,6.20,-0.30,12.70,5.84,
Scooter Gennett,7.80,7.20,-0.40,14.70,5.82,
Franchy Cordero,6.20,9.40,2.90,16.00,5.76,
Tucker Barnhart,5.60,5.90,1.10,10.80,5.73,
Brian Anderson,4.80,7.00,0.60,13.30,5.71,
Jonathan Lucroy,6.40,5.80,0.40,11.10,5.66,
Wilmer Difo,10.80,7.10,1.10,13.20,5.61,
Isiah Kiner-Falefa,2.20,6.20,-1.00,13.40,5.47,
Jorge Alfaro,6.40,5.10,-2.70,12.80,5.23,
Manuel Margot,2.80,5.50,-0.20,11.20,5.22,
Martin Prado,2.40,3.60,-0.30,7.50,5.20,
Jose Pirela,2.60,6.50,-0.60,13.60,5.19,
Matt Olson,7.80,7.20,0.20,14.20,5.17,
Chase Headley,2.00,2.30,-1.00,5.60,5.15,
Miguel Rojas,4.60,6.00,-0.10,12.10,5.14,
Freddy Galvis,3.00,5.20,0.50,10.00,5.00,
Jake Smolinski,3.80,3.30,-1.50,8.10,4.99,
Bobby Wilson,0.00,0.00,0.00,0.00,4.97,
Carson Kelly,0.00,0.00,0.00,0.00,4.84,
Rafael Lopez,7.70,7.70,-3.90,19.30,4.10,
Stephen Piscotty,2.80,5.80,0.40,11.10,0.00,
Jason Heyward,2.60,5.80,-0.10,11.60,0.00,
Hunter Renfroe,9.40,7.40,0.40,14.40,0.00,
Aaron Altherr,4.80,6.70,0.00,13.50,0.00,
Austin Jackson,11.00,5.90,1.00,10.70,0.00,
Joe Panik,5.20,6.30,0.50,12.20,0.00,
Mitch Garver,7.40,6.30,-0.10,12.70,0.00,
Byron Buxton,5.80,5.50,-0.40,11.30,0.00,
Logan Morrison,11.60,6.20,-0.50,12.90,0.00,
Travis d'Arnaud,6.50,6.50,-0.30,13.30,0.00,
Matt Joyce,3.80,5.80,0.70,11.00,0.00,
Brandon Nimmo,6.00,8.90,1.40,16.40,0.00,
Anthony Rizzo,11.00,6.60,0.50,12.70,0.00,
Lazaro Armenteros,0.00,0.00,0.00,0.00,0.00,
Nick Hundley,14.20,9.30,-2.30,20.80,0.00,
Adrian Beltre,8.40,6.80,1.70,11.80,0.00,
Lewis Brinson,4.20,4.70,-2.00,11.50,0.00,
J.P. Crawford,2.80,4.80,-1.90,11.50,0.00,
Boog Powell,3.40,5.30,-1.00,11.60,0.00,
Rougned Odor,7.60,4.70,1.00,8.40,0.00,
Wil Myers,8.00,7.00,-1.50,15.50,0.00,
Ryan Rua,9.60,5.40,0.30,10.40,0.00,
Yadier Molina,4.80,7.20,0.10,14.20,0.00,
Austin Hedges,6.60,4.40,-2.10,10.90,0.00,
Niko Goodrum,5.60,6.30,-0.50,13.10,0.00,
Drew Robinson,4.00,4.60,0.50,8.70,0.00,
Juan Centeno,5.60,4.60,0.00,9.10,0.00,
Andrew Stevenson,9.60,8.50,-2.20,19.20,0.00,
Cory Spangenberg,7.00,5.70,-0.70,12.20,0.00,
Carlos Asuaje,6.40,5.10,-0.40,10.60,0.00,
Alex Blandino,4.60,3.80,0.50,7.00,0.00,
Jason Castro,4.80,3.90,-0.20,8.00,0.00,
Derek Fisher,8.40,5.10,-2.10,12.30,0.00,
Jose Martinez,3.20,7.50,-1.10,16.00,0.00,
A.J. Ellis,5.80,4.60,2.20,7.00,0.00,
Phillip Ervin,5.60,4.70,0.60,8.90,0.00,
Scott Schebler,4.00,8.90,1.40,16.40,0.00,
Chad Huffman,0.00,0.00,0.00,0.00,0.00,
Jake Marisnick,3.80,3.90,-1.40,9.20,0.00,
Miguel Sano,8.20,8.20,0.90,15.50,0.00,
Juan Lagares,5.00,6.00,0.50,11.50,0.00,
Andrew Knapp,4.20,4.50,0.40,8.60,0.00,
Wilmer Flores,1.80,5.80,-1.00,12.50,0.00,
Kyle Schwarber,5.00,9.30,0.50,18.10,0.00,
Miguel Cabrera,8.00,9.10,-0.80,19.10,0.00,
Greg Garcia,9.60,8.40,-3.50,20.20,0.00,
Pablo Sandoval,7.20,6.80,-0.20,13.70,0.00,
Christian Villanueva,3.60,9.50,-1.90,20.90,0.00,
J.D. Davis,5.00,3.90,-0.80,8.60,0.00,
Bruce Maxwell,1.80,3.70,0.10,7.30,0.00,
Austin Slater,4.00,4.00,1.40,6.60,0.00,
Mikie Mahtook,2.40,3.10,0.40,5.80,0.00,
Gregorio Petit,9.30,9.30,5.20,13.50,0.00,
Tommy Pham,10.00,11.40,2.80,20.00,0.00,
Hunter Pence,3.00,3.50,-0.80,7.90,0.00,
Grayson Greiner,3.00,3.00,3.00,3.00,0.00,
Lane Adams,6.50,6.50,3.00,10.00,0.00,
Devin Mesoraco,4.40,4.90,-0.90,10.70,0.00,
Adrian Sanchez,5.00,5.00,0.00,10.00,0.00,
Adam Eaton,8.20,12.60,-1.20,26.30,0.00,
J.B. Shuck,4.00,4.70,-1.80,11.20,0.00,
Tommy La Stella,5.60,4.90,0.30,9.50,0.00,
Moises Sierra,2.40,3.80,-0.50,8.10,0.00,
Chad Wallach,1.60,3.00,-1.80,7.80,0.00,
Bryan Holaday,3.20,3.50,0.50,6.50,0.00,
Ryan LaMarre,3.60,3.90,0.30,7.40,0.00,
Kelby Tomlinson,4.80,4.50,0.40,8.50,0.00,
Matt Szczur,7.40,5.10,-1.40,11.60,0.00,
Pedro Florimon,6.00,6.00,1.90,10.10,0.00,
Ryan Zimmerman,5.20,6.70,-2.40,15.80,0.00,
Garrett Cooper,3.00,3.00,-0.60,6.60,0.00,
David Bote,2.30,2.30,-0.20,4.80,0.00,
Jose Reyes,8.80,6.60,-4.50,17.70,0.00,
Brian Goodwin,4.60,6.90,-0.90,14.60,0.00,
Victor Reyes,1.20,2.70,-1.20,6.50,0.00,
Braxton Lee,2.50,2.50,-0.80,5.80,0.00,
Tomas Nido,3.40,3.00,-1.30,7.30,0.00,
Cliff Pennington,1.40,2.00,-0.10,4.10,0.00,
Francisco Pena,3.00,3.00,0.80,5.20,0.00,
Yairo Munoz,2.70,2.70,-2.00,7.30,0.00,
Tomas Telis,5.00,5.00,0.60,9.40,0.00,
Carlos Perez,1.20,1.60,0.10,3.10,0.00,
Yadiel Rivera,1.40,2.00,-1.20,5.20,0.00,
Miguel Montero,1.00,1.00,-0.20,2.20,0.00,
Carlos Tocci,1.00,1.30,-0.70,3.20,0.00,
Matt Reynolds,1.50,1.50,-0.60,3.60,0.00,
Efren Navarro,0.00,0.00,0.00,0.00,0.00,
Rosell Herrera,3.00,3.00,3.00,3.00,0.00,
Tyler O'Neill,2.00,2.00,2.00,2.00,0.00,
Rafael Bautista,0.00,0.00,0.00,0.00,0.00,
Derek Norris,0.00,0.00,0.00,0.00,0.00,
Tommy Joseph,0.00,0.00,0.00,0.00,0.00,
Jim Adduci,0.00,0.00,0.00,0.00,0.00,
Willie Calhoun,0.00,0.00,0.00,0.00,0.00,
Mike Gerber,0.00,0.00,0.00,0.00,0.00,
Brett Nicholas,0.00,0.00,0.00,0.00,0.00,
Brett Eibner,0.00,0.00,0.00,0.00,0.00,
Trevor Plouffe,0.00,0.00,0.00,0.00,0.00,
Kevin Plawecki,3.40,5.60,-0.40,11.60,0.00,
Cameron Rupp,0.00,0.00,0.00,0.00,0.00,
Hanser Alberto,0.00,0.00,0.00,0.00,0.00,
Jarrod Saltalamacchia,0.00,0.00,0.00,0.00,0.00,
Alexi Amarista,0.00,0.00,0.00,0.00,0.00,
Pete Kozma,0.00,0.00,0.00,0.00,0.00,
Darwin Barney,0.00,0.00,0.00,0.00,0.00,
Leody Taveras,0.00,0.00,0.00,0.00,0.00,
Bubba Thompson,0.00,0.00,0.00,0.00,0.00,
Mark Zagunis,0.00,0.00,0.00,0.00,0.00,
Jemile Weeks,0.00,0.00,0.00,0.00,0.00,
J.T. Riddle,0.00,0.00,0.00,0.00,0.00,
Taylor Davis,0.00,0.00,0.00,0.00,0.00,
Mike Freeman,0.00,0.00,0.00,0.00,0.00,
Magneuris Sierra,0.00,0.00,0.00,0.00,0.00,
Scott Van Slyke,0.00,0.00,0.00,0.00,0.00,
Chris Gimenez,0.00,0.00,0.00,0.00,0.00,
Jacob Hannemann,0.00,0.00,0.00,0.00,0.00,
Aramis Ademan,0.00,0.00,0.00,0.00,0.00,
Monte Harrison,0.00,0.00,0.00,0.00,0.00,
Johnny Giavotella,0.00,0.00,0.00,0.00,0.00,
Cristhian Adames,0.00,0.00,0.00,0.00,0.00,
Grant Green,0.00,0.00,0.00,0.00,0.00,
Mac Williamson,11.40,11.40,3.70,19.10,0.00,
Dominic Smith,0.00,0.00,0.00,0.00,0.00,
Nick Senzel,0.00,0.00,0.00,0.00,0.00,
Jose Siri,0.00,0.00,0.00,0.00,0.00,
Dilson Herrera,0.00,0.00,0.00,0.00,0.00,
Ben Revere,0.00,0.00,0.00,0.00,0.00,
Mason Williams,0.00,0.00,0.00,0.00,0.00,
Gavin Cecchini,0.00,0.00,0.00,0.00,0.00,
Taylor Trammell,0.00,0.00,0.00,0.00,0.00,
David Wright,0.00,0.00,0.00,0.00,0.00,
T.J. Rivera,0.00,0.00,0.00,0.00,0.00,
Matt Den Dekker,0.00,0.00,0.00,0.00,0.00,
Stuart Turner,0.00,0.00,0.00,0.00,0.00,
Phillip Evans,0.00,0.00,0.00,0.00,0.00,
Andres Gimenez,0.00,0.00,0.00,0.00,0.00,
Ty Kelly,0.00,0.00,0.00,0.00,0.00,
Patrick Kivlehan,0.00,0.00,0.00,0.00,0.00,
Zach Granite,0.00,0.00,0.00,0.00,0.00,
Kennys Vargas,0.00,0.00,0.00,0.00,0.00,
Jorge Polanco,0.00,0.00,0.00,0.00,0.00,
Luke Voit,0.00,0.00,0.00,0.00,0.00,
Brock Stassi,0.00,0.00,0.00,0.00,0.00,
Erick Aybar,0.00,0.00,0.00,0.00,0.00,
Taylor Featherston,0.00,0.00,0.00,0.00,0.00,
Brian McCann,3.80,6.30,-0.40,13.00,0.00,
Alex Mejia,0.00,0.00,0.00,0.00,0.00,
Pedro Severino,4.60,5.60,1.40,9.90,0.00,
Royce Lewis,0.00,0.00,0.00,0.00,0.00,
Wander Javier,0.00,0.00,0.00,0.00,0.00,
Alex Kirilloff,0.00,0.00,0.00,0.00,0.00,
Chris Heisey,0.00,0.00,0.00,0.00,0.00,
Delvin Perez,0.00,0.00,0.00,0.00,0.00,
Daniel Murphy,0.00,0.00,0.00,0.00,0.00,
Victor Robles,0.00,0.00,0.00,0.00,0.00,
Mark Reynolds,0.00,0.00,0.00,0.00,0.00,
Raudy Read,0.00,0.00,0.00,0.00,0.00,
Fernando Tatis Jr.,0.00,0.00,0.00,0.00,0.00,
Luis Urias,0.00,0.00,0.00,0.00,0.00,
Alex Dickerson,0.00,0.00,0.00,0.00,0.00,
Dusty Coleman,0.00,0.00,0.00,0.00,0.00,
Allen Cordoba,0.00,0.00,0.00,0.00,0.00,
Luis Torrens,0.00,0.00,0.00,0.00,0.00,
Alejandro De Aza,0.00,0.00,0.00,0.00,0.00,
Javier Guerra,0.00,0.00,0.00,0.00,0.00,
Carter Kieboom,0.00,0.00,0.00,0.00,0.00,
Juan Soto,0.00,0.00,0.00,0.00,0.00,
Shane Peterson,0.00,0.00,0.00,0.00,0.00,
Ryan Raburn,0.00,0.00,0.00,0.00,0.00,
Jhonatan Solano,0.00,0.00,0.00,0.00,0.00,
Steven Duggar,0.00,0.00,0.00,0.00,0.00,
Chris Shaw,0.00,0.00,0.00,0.00,0.00,
Chase D'Arnaud,0.00,0.00,0.00,0.00,0.00,
Jarrett Parker,0.00,0.00,0.00,0.00,0.00,
Ryder Jones,0.00,0.00,0.00,0.00,0.00,
Daniel Ortiz,0.00,0.00,0.00,0.00,0.00,
Orlando Calixte,0.00,0.00,0.00,0.00,0.00,
Hector Sanchez,0.00,0.00,0.00,0.00,0.00,
Josh Rutledge,0.00,0.00,0.00,0.00,0.00,
Michael Morse,0.00,0.00,0.00,0.00,0.00,
Wander Franco,0.00,0.00,0.00,0.00,0.00,
Miguel Gomez,0.00,0.00,0.00,0.00,0.00,
Will Middlebrooks,0.00,0.00,0.00,0.00,0.00,
Adam Rosales,0.00,0.00,0.00,0.00,0.00,
Andres Blanco,0.00,0.00,0.00,0.00,0.00,
Jesmuel Valentin,0.00,0.00,0.00,0.00,0.00,
Adam Haseley,0.00,0.00,0.00,0.00,0.00,
Mickey Moniak,0.00,0.00,0.00,0.00,0.00,
Heliot Ramos,0.00,0.00,0.00,0.00,0.00,
Franklin Barreto,0.00,0.00,0.00,0.00,0.00,
Dustin Fowler,0.00,0.00,0.00,0.00,0.00,
Jorge Mateo,0.00,0.00,0.00,0.00,0.00,
Tyler White,0.00,0.00,0.00,0.00,0.00,
Dustin Garneau,0.00,0.00,0.00,0.00,0.00,
Sean Murphy,0.00,0.00,0.00,0.00,0.00,
A.J. Reed,0.00,0.00,0.00,0.00,0.00,
Josh Phegley,0.00,0.00,0.00,0.00,0.00,
Steve Lombardozzi,0.00,0.00,0.00,0.00,0.00,
Kyle Tucker,0.00,0.00,0.00,0.00,0.00,
Yordan Alvarez,0.00,0.00,0.00,0.00,0.00,
Max Schrock,0.00,0.00,0.00,0.00,0.00,
Tony Kemp,0.00,0.00,0.00,0.00,0.00,
Tim Federowicz,0.00,0.00,0.00,0.00,0.00,
Austin Beck,0.00,0.00,0.00,0.00,0.00,
Elvis Andrus,7.80,8.10,1.70,14.40,0.00,
