Julio Teheran,12.10,13.60,1.30,25.90,18.37,
Zack Godley,10.90,14.50,2.70,26.20,17.45,
Nicholas Tropeano,15.00,14.40,3.80,25.00,15.96,
Derek Holland,11.70,11.70,3.30,20.10,15.55,
Clayton Richard,20.40,13.60,4.30,22.80,15.21,
Domingo German,11.50,11.50,-3.60,26.70,14.95,
Danny Duffy,9.10,9.80,-2.60,22.20,12.08,
Aaron Judge,9.60,10.90,2.50,19.40,11.25,
Mike Fiers,12.70,11.20,1.60,20.80,11.25,
Giancarlo Stanton,6.20,8.50,-1.70,18.70,11.23,
Paul Goldschmidt,10.20,7.30,0.50,14.00,10.34,
Mike Trout,10.80,12.10,2.50,21.70,10.29,
Gary Sanchez,3.00,8.70,-1.30,18.70,10.28,
Ozzie Albies,3.80,9.70,0.70,18.80,10.14,
Brett Gardner,14.00,8.70,1.00,16.40,9.42,
Gleyber Torres,7.40,9.20,1.90,16.50,8.59,
Justin Upton,4.20,8.00,0.50,15.50,8.52,
Mike Moustakas,7.60,8.50,0.80,16.30,8.46,
Nick Castellanos,12.00,8.90,1.30,16.50,8.41,
Eric Hosmer,9.20,7.90,0.70,15.20,8.30,
Miguel Andujar,9.60,7.90,0.40,15.40,8.21,
Ian Kinsler,11.20,6.50,-0.90,14.00,8.14,
Johan Camargo,8.80,7.30,1.40,13.30,7.97,
Neil Walker,5.40,5.90,0.20,11.60,7.97,
Clint Frazier,11.00,11.00,11.00,11.00,7.95,
Miguel Cabrera,3.60,8.70,-0.80,18.10,7.91,
Nick Ahmed,9.40,6.40,-1.70,14.50,7.59,
Jeimer Candelario,9.80,9.20,1.20,17.10,7.48,
Tyler Flowers,11.20,7.70,0.40,14.90,7.41,
Salvador Perez,4.60,8.00,0.80,15.20,7.40,
Tyler Austin,6.80,7.60,-2.50,17.70,7.37,
Freddie Freeman,6.20,9.80,1.90,17.70,7.28,
Dansby Swanson,9.40,7.30,0.20,14.40,7.22,
Whit Merrifield,10.00,8.70,2.20,15.20,7.19,
Leonys Martin,13.00,8.50,0.20,16.80,7.12,
Albert Pujols,5.20,6.70,0.50,12.80,6.98,
Buster Posey,11.80,7.60,1.90,13.30,6.97,
Andrew McCutchen,11.20,7.50,-0.30,15.30,6.88,
Ketel Marte,13.60,6.10,-0.20,12.30,6.87,
John Ryan Murphy,13.60,10.60,1.90,19.30,6.85,
Travis Jankowski,6.40,8.10,1.40,14.80,6.79,
Joe Panik,7.60,7.00,1.20,12.80,6.79,
Chris Owings,4.00,5.80,-0.50,12.00,6.76,
Zack Cozart,6.20,6.90,0.50,13.30,6.75,
Andrelton Simmons,5.60,8.50,2.00,15.10,6.71,
Evan Longoria,9.40,7.70,0.50,14.90,6.68,
Jorge Soler,10.80,8.20,0.80,15.70,6.62,
Jon Jay,9.00,6.90,1.90,11.90,6.57,
Victor Martinez,6.00,6.00,0.50,11.50,6.44,
Jefry Marte,1.00,5.90,-1.70,13.50,6.41,
Niko Goodrum,6.40,7.80,-0.50,16.00,6.31,
Brandon Crawford,5.80,7.20,0.00,14.40,6.29,
Freddy Galvis,7.00,5.50,0.00,11.00,6.21,
Franmil Reyes,9.60,6.40,-0.20,13.00,6.09,
Abraham Almonte,4.80,5.70,-0.90,12.40,6.05,
Alex Gordon,4.40,6.00,-0.60,12.60,6.03,
David Peralta,12.20,8.20,0.30,16.00,6.03,
Cory Spangenberg,4.80,4.80,-1.00,10.60,6.01,
Charlie Culberson,5.40,5.30,1.50,9.00,5.96,
Jarrod Dyson,7.20,5.60,-0.20,11.50,5.93,
Hunter Renfroe,9.40,7.90,1.20,14.60,5.92,
Ronny Rodriguez,2.70,2.70,-2.00,7.30,5.82,
Chris Young,3.80,4.80,0.00,9.60,5.81,
Ender Inciarte,2.20,7.90,0.20,15.70,5.79,
Jose Pirela,6.00,6.50,0.10,13.00,5.78,
Hunter Pence,3.00,3.50,-0.80,7.90,5.63,
Nick Markakis,5.20,8.80,2.00,15.60,5.56,
Pablo Sandoval,4.40,5.30,0.10,10.40,5.56,
Jake Lamb,8.00,7.60,1.10,14.00,5.38,
Hunter Dozier,6.20,5.60,-0.30,11.50,5.31,
Martin Maldonado,5.20,5.40,-1.20,12.00,5.24,
Gorkys Hernandez,3.80,7.80,0.80,14.90,5.15,
Victor Reyes,9.40,5.70,-3.00,14.50,5.14,
James McCann,6.40,6.00,0.10,11.90,5.02,
Rafael Lopez,5.80,4.80,-0.60,10.30,4.95,
Alcides Escobar,8.00,5.30,0.30,10.30,4.72,
Austin Romine,15.40,8.70,1.60,15.80,0.00,
Alen Hanson,10.20,10.80,3.20,18.50,0.00,
Austin Slater,7.30,7.30,0.40,14.10,0.00,
Manuel Margot,7.60,5.90,0.40,11.50,0.00,
John Hicks,4.00,6.90,0.50,13.30,0.00,
Brandon Drury,5.40,6.30,-1.80,14.30,0.00,
A.J. Pollock,5.40,11.30,1.10,21.40,0.00,
Nick Hundley,4.60,7.40,-2.40,17.20,0.00,
A.J. Ellis,6.60,6.30,1.90,10.60,0.00,
Kurt Suzuki,9.60,7.60,-1.40,16.70,0.00,
Grayson Greiner,5.00,5.40,1.40,9.30,0.00,
Mac Williamson,6.20,7.40,0.90,14.00,0.00,
Jose Iglesias,8.80,6.60,0.30,12.80,0.00,
Aaron Hicks,9.00,8.60,1.00,16.10,0.00,
Ramon Torres,6.50,6.50,0.70,12.30,0.00,
Rene Rivera,9.60,7.10,-0.90,15.20,0.00,
Jose Briceno,11.00,11.00,1.50,20.50,0.00,
Ryan Flaherty,1.40,6.50,-0.20,13.20,0.00,
Luis Valbuena,11.40,6.50,-1.00,14.00,0.00,
Cheslor Cuthbert,2.20,5.00,-1.90,11.80,0.00,
Dixon Machado,8.20,5.10,0.20,10.00,0.00,
Daniel Descalso,12.40,7.70,1.10,14.20,0.00,
Ronald Torreyes,4.40,5.70,1.50,9.90,0.00,
Franchy Cordero,6.00,8.00,2.20,13.80,0.00,
Chris Stewart,5.80,5.80,-1.20,12.70,0.00,
Austin Jackson,6.00,5.70,0.90,10.40,0.00,
Gregor Blanco,3.40,5.70,0.50,10.80,0.00,
Greg Bird,8.80,7.30,1.60,13.10,0.00,
Austin Hedges,6.60,4.40,-2.10,10.90,0.00,
Preston Tucker,5.20,7.00,-0.60,14.60,0.00,
Shohei Ohtani,6.30,11.60,1.30,21.90,0.00,
Mikie Mahtook,4.80,4.70,0.80,8.60,0.00,
Lucas Duda,11.00,6.80,0.50,13.00,0.00,
Ryan Goins,5.40,4.90,-0.70,10.40,0.00,
Drew Butera,6.00,4.30,0.10,8.50,0.00,
Paulo Orlando,2.40,4.10,-0.10,8.30,0.00,
Jarrod Saltalamacchia,0.00,0.00,0.00,0.00,0.00,
Didi Gregorius,9.80,9.20,-0.90,19.30,0.00,
Cameron Gallagher,4.80,4.10,0.80,7.50,0.00,
Pete Kozma,1.00,5.40,-1.20,12.00,0.00,
Kole Calhoun,0.80,3.70,-1.70,9.10,0.00,
JaCoby Jones,5.40,6.80,0.00,13.60,0.00,
Carlos Asuaje,1.00,4.80,-0.70,10.20,0.00,
Jabari Blash,3.30,3.30,-0.20,6.80,0.00,
Jeff Mathis,4.00,3.00,-0.20,6.30,0.00,
Juan Graterol,0.00,0.00,0.00,0.00,0.00,
Steven Souza,3.60,3.30,-0.30,7.00,0.00,
Kelby Tomlinson,1.20,3.90,-0.20,8.00,0.00,
Ronald Acuna,8.40,8.20,0.80,15.60,0.00,
Shane Robinson,5.00,5.00,5.00,5.00,0.00,
Michael Hermosillo,3.50,3.50,0.40,6.60,0.00,
Brandon Belt,6.20,9.60,2.40,16.80,0.00,
Deven Marrero,2.80,4.90,0.20,9.60,0.00,
Alex Avila,1.80,3.30,-2.70,9.30,0.00,
Wil Myers,8.00,7.00,-1.50,15.50,0.00,
Matt Szczur,1.00,4.10,-1.60,9.70,0.00,
Miguel Gomez,7.50,7.50,1.10,13.90,0.00,
Tyler Wade,0.40,2.90,-1.40,7.20,0.00,
Phil Gosselin,2.60,4.70,-2.80,12.30,0.00,
Chase Headley,1.20,1.90,-1.10,4.90,0.00,
Christian Walker,2.00,2.00,2.00,2.00,0.00,
Billy McKinney,3.00,3.00,3.00,3.00,0.00,
Socrates Brito,2.00,2.00,-1.10,5.10,0.00,
Peter Bourjos,3.80,3.80,-0.70,8.30,0.00,
Rosell Herrera,3.00,3.00,3.00,3.00,0.00,
Chris Shaw,0.00,0.00,0.00,0.00,0.00,
Steven Duggar,0.00,0.00,0.00,0.00,0.00,
Yasmany Tomas,0.00,0.00,0.00,0.00,0.00,
Cesar Puello,0.00,0.00,0.00,0.00,0.00,
Reymond Fuentes,0.00,0.00,0.00,0.00,0.00,
Ryder Jones,0.00,0.00,0.00,0.00,0.00,
Jack Reinheimer,0.00,0.00,0.00,0.00,0.00,
Jeremy Hazelbaker,0.00,0.00,0.00,0.00,0.00,
Anthony Recker,0.00,0.00,0.00,0.00,0.00,
Jarrett Parker,0.00,0.00,0.00,0.00,0.00,
Chase D'Arnaud,0.00,0.00,0.00,0.00,0.00,
Kristopher Negron,0.00,0.00,0.00,0.00,0.00,
Orlando Calixte,0.00,0.00,0.00,0.00,0.00,
Josh Rutledge,0.00,0.00,0.00,0.00,0.00,
