Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Danny Duffy ^0, 36.15,"$4,800",KAN,@ oak, 2-0,  7.0IP 3H 3BB 10K Win 
 Tyler Skaggs ^0, 30.15,"$8,000",LAA,@ min, 2-1,  7.0IP 5H R ER BB 8K Win 
 Jon Lester ^9, 27.95,"$8,200",CHC,v pit, 2-0,  7.0IP H 2BB 5K Win 
 Michael Fiers ^0, 26.15,"$5,200",DET,v cle, 4-2(F12),  7.0IP 5H R ER BB 8K 
 Chris Bassitt ^0, 22.75,N/A,OAK,v kan, 0-2,  7.0IP 3H R ER BB 6K HB Loss 
 Domingo German ^8, 21.90,"$8,500",NYY,@ nym, 4-3,  6.0IP 5H 3R 3ER 9K HB 
 David Price ^0, 20.70,"$9,200",BOS,v chw, 4-2,  6.0IP 5H 2R 2ER 3BB 6K Win 
 Michael Wacha ^9, 20.55,"$10,000",STL,@ cin, 6-4,  5.2IP 4H 2R 2ER 3BB 6K Win 
 Luis Castillo ^9, 19.30,"$6,200",CIN,v stl, 4-6,  6.0IP 4H 5R 5ER 3BB 10K Loss 
 Anibal Sanchez ^9, 19.00,"$6,500",ATL,@ lad, 5-3,  5.1IP 3H 2R 2ER 2BB 5K Win 
 Kyle Gibson ^0, 17.55,"$6,800",MIN,v laa, 1-2,  7.0IP 5H 2R 2ER 2BB 5K Loss 
 Mike Clevinger ^0, 16.80,"$9,000",CLE,@ det, 2-4(F12),  6.2IP 4H 2R 2ER 3BB 5K 
 Silvino Bracho , 16.50,"$4,000",ARI,@ col, 12-7,  2.0IP 4K Win 
 Carlos Rodon ^0, 16.45,"$6,000",CHW,@ bos, 2-4,  5.0IP 6H 4R 2ER 2BB 7K Loss 
 Brent Suter ^9, 16.25,"$5,500",MIL,@ phi, 12-3,  5.0IP 4H 3R 3ER BB 5K Win 
 Nick Kingham ^9, 16.05,"$7,100",PIT,@ chc, 0-2,  6.1IP 4H 2R 2ER 2BB 5K HB Loss 
 Kevin Gausman ^0, 15.60,"$7,300",BAL,@ tor, 3-4(F10),  6.2IP 9H 3R 3ER 6K 
 Tyson Ross ^9, 15.20,"$9,600",SDG,@ mia, 5-4,  5.1IP 6H 4R 3ER 2BB 7K 
 Aaron Sanchez ^0, 14.25,"$6,900",TOR,v bal, 4-3(F10),  6.1IP 6H 2R 2ER 4BB 5K 
 Steven Matz ^9, 14.10,"$5,600",NYM,v nyy, 3-4,  6.0IP 5H 3R 3ER 4BB 6K 
 Justin Miller , 13.75,"$4,000",WAS,v sfo, 7-5,  1.2IP 3K Win 
 Alex Wood ^9, 13.10,"$9,400",LAD,v atl, 3-5,  4.2IP 9H 4R 2ER 6K Loss 
 Tony Sipp , 11.65,"$4,000",HOU,@ tex, 4-3,  1.0IP BB 3K Win 
 Blake Snell ^0, 11.50,"$11,800",TAM,v sea, 7-3,  6.0IP 7H 2R ER 2BB K HB Win 
