Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 James Paxton ^0, 46.45,"$11,000",SEA,@ tor, 5-0,  9.0IP 3BB 7K Win     CG 
 Aaron Nola ^9, 38.75,"$10,100",PHI,v sfo, 4-2,  7.0IP 5H R ER 12K Win 
 Jeremy Hellickson ^8, 33.80,"$6,000",WAS,@ sdg, 4-0,  6.2IP 2H 8K Win 
 Jon Gray ^9, 32.75,"$6,100",COL,v laa, 4-2,  7.0IP 4H BB 8K Win 
 Luis Severino ^0, 27.90,"$10,000",NYY,v bos, 3-2,  6.0IP 6H 2R 2ER 11K 
 Sean Newcomb ^0, 26.50,"$8,500",ATL,@ tam, 1-0,  6.0IP 2H 3BB 6K Win 
 Luis Castillo ^8, 24.35,"$6,600",CIN,v nym, 7-2,  5.2IP 3H 2R 2ER BB 7K Win 
 Clayton Richard ^9, 23.80,"$4,400",SDG,v was, 0-4,  8.0IP 7H 3R 3ER 8K Loss 
 Danny Duffy ^0, 19.20,"$5,700",KAN,@ bal, 15-7,  5.1IP 6H R ER 2BB 5K Win 
 Blake Snell ^0, 18.65,"$8,900",TAM,v atl, 0-1,  6.1IP 4H R ER 2BB 5K Loss 
 Michael Fiers ^0, 18.40,"$4,800",DET,@ tex, 7-4,  5.1IP 6H 2R 2ER 5K Win 
 Drew Pomeranz ^0, 17.90,"$6,200",BOS,@ nyy, 2-3,  6.0IP 4H 2R 2ER 2BB 6K 
 Brent Suter , 16.90,"$6,900",MIL,v cle, 3-2,  4.2IP 5H 2R 2ER BB 5K Win 
 Jake Odorizzi ^9, 16.85,N/A,MIN,@ stl, 7-1,  5.0IP 2H R ER 2BB 3K Win 
 Tyler Glasnow , 14.65,"$8,000",PIT,@ chw, 10-6,  2.1IP H 3K Win 
 Andrew Heaney ^9, 14.10,"$5,100",LAA,@ col, 2-4,  6.0IP 5H 2R 2ER 3BB 5K HB Loss 
 Jose Urena ^9, 13.20,"$4,700",MIA,@ chc, 3-4,  5.1IP 7H 3R 3ER 6K HB 
 Corey Kluber ^9, 11.90,"$13,600",CLE,@ mil, 2-3,  6.0IP 5H 3R 3ER BB 4K Loss 
 Lance McCullers ^0, 11.85,"$11,300",HOU,@ oak, 4-2,  5.0IP 5H 2R 2ER 4BB 3K Win 
 C.J. Edwards , 11.65,"$4,000",CHC,v mia, 4-3,  1.0IP BB 3K Win 
 Ryne Stanek , 10.55,"$4,000",TAM,v atl, 0-1,  1.2IP 2BB 4K 
 Brad Peacock , 10.50,"$5,800",HOU,@ oak, 4-2,  2.0IP 3K Hold     
 Josh Hader , 10.50,"$4,000",MIL,v cle, 3-2,  2.0IP 3K Save 
 David Robertson ,  9.65,"$4,000",NYY,v bos, 3-2,  1.0IP H 2K BS Win 
 T.J. McFarland ,  9.00,"$4,000",ARI,@ lad, 8-5(F12),  1.1IP K Win 
 Mike Minor ^0,  8.95,"$6,300",TEX,v det, 4-7,  7.0IP 7H 5R 5ER 4K HB Loss 
 Ryan Pressly ,  8.50,N/A,MIN,@ stl, 7-1,  2.0IP 2K 
 Shane Greene ,  8.40,"$4,000",DET,@ tex, 7-4,  1.1IP H 3K Save 
 John Brebbia ,  7.30,N/A,STL,v min, 1-7,  2.0IP 2H 2K 
 Buck Farmer ,  7.00,"$4,200",DET,@ tex, 7-4,  1.1IP 2K Hold     
 Jeremy Jeffress ,  7.00,"$4,000",MIL,v cle, 3-2,  1.1IP 2K Hold     
 Jake Petricka ,  7.00,N/A,TOR,v sea, 0-5,  1.1IP 2K 
 Zack Godley ^9,  6.75,"$8,200",ARI,@ lad, 8-5(F12),  5.2IP 6H 4R 4ER 4BB 4K 
 Rob Zastryzny ,  6.70,N/A,CHC,v mia, 4-3,  2.0IP H BB 2K HB 
 Derek Holland ^9,  6.45,"$5,000",SFO,@ phi, 2-4,  5.0IP 6H 3R 3ER 2BB 3K Loss 
 Carlos Martinez ^9,  6.45,N/A,STL,v min, 1-7,  5.0IP 4H 4R 2ER 3BB 2K HB Loss 
 Daniel Hudson ,  6.25,"$4,000",LAD,v ari, 5-8(F12),  1.0IP 2K 
