Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Dylan Bundy ^0, 46.35,"$8,100",BAL,@ chw, 9-3,  9.0IP 2H 3R 3ER BB 14K HB Win     CG 
 Blake Snell ^0, 30.50,"$8,000",TAM,v bos, 6-3,  6.0IP 3H 2BB 8K Win 
 Nick Tropeano ^0, 27.50,"$6,800",LAA,@ tor, 8-1,  7.1IP 4H R ER BB 6K Win 
 Danny Duffy ^0, 25.65,"$4,300",KAN,@ tex, 8-2,  7.2IP 4H R ER 2BB 5K Win 
 Luis Castillo ^9, 19.90,"$7,800",CIN,v pit, 5-4,  6.0IP 4H 2R 2ER 2BB 5K Win 
 Charlie Morton ^0, 18.70,"$11,400",HOU,@ cle, 8-2,  6.0IP 5H 2R 2ER 3BB 5K Win 
 Steven Matz ^8, 18.70,"$5,100",NYM,@ mil, 5-0,  6.0IP 4H 3BB 3K HB Win 
 Yusmeiro Petit , 17.55,"$4,000",OAK,v sea, 4-3,  3.0IP 2H 4K Win 
 Austin Bibens-Dirkx ^0, 12.25,"$4,000",TEX,v kan, 2-8,  6.1IP 8H 6R 4ER BB 6K HB Loss 
 Paul Sewald ,  8.50,"$4,000",NYM,@ mil, 5-0,  2.0IP 2K 
 Tyler Glasnow ,  7.90,"$8,000",PIT,@ cin, 4-5,  2.0IP H 2K 
 Collin McHugh ,  7.90,"$7,000",HOU,@ cle, 8-2,  2.0IP H 2K 
 Chris Beck ,  7.90,"$4,000",CHW,v bal, 3-9,  3.1IP 3H 2R 2ER 3BB 4K E 
 Tim Hill ,  7.80,"$4,000",KAN,@ tex, 8-2,  1.1IP H R BB 3K 
 Aaron Loup ,  7.75,"$4,000",TOR,v laa, 1-8,  1.2IP 2K 
 Zach McAllister ,  7.65,"$4,000",CLE,v hou, 2-8,  1.0IP H 3K 
 Oliver Drake ,  7.00,"$4,000",CLE,v hou, 2-8,  1.1IP 2K 
 Brian Johnson ,  6.85,"$4,700",BOS,@ tam, 3-6,  2.1IP 4H 2K 
 Ivan Nova ^9,  6.60,"$6,400",PIT,@ cin, 4-5,  5.1IP 7H 5R 4ER 2BB 4K E Loss 
 Amir Garrett ,  6.55,"$5,600",CIN,v pit, 5-4,  1.2IP 2H 2R 2ER 4K Hold     
 Blake Treinen ,  6.40,"$4,000",OAK,v sea, 4-3,  1.1IP H 2K Save 
 Aaron Bummer ,  6.40,"$4,000",CHW,v bal, 3-9,  1.1IP H 2K 
 Felix Hernandez ^0,  5.90,"$7,500",SEA,@ oak, 3-4,  6.0IP 5H 4R 4ER BB 2K Loss 
 Matt Andriese ,  5.60,"$5,100",TAM,v bos, 6-3,  2.2IP 4H 3R 2ER 3K 
 Chasen Bradford ,  5.50,"$4,000",SEA,@ oak, 3-4,  0.2IP 2K 
 Chris Hatcher ,  5.30,"$4,000",OAK,v sea, 4-3,  2.0IP 2H K 
 Jose Alvarez ,  5.00,"$4,000",LAA,@ tor, 8-1,  1.1IP K 
 Ryan Cook ,  4.25,"$4,000",SEA,@ oak, 3-4,  1.0IP K 
 Luis Avilan ,  4.25,"$4,000",CHW,v bal, 3-9,  1.0IP K 
 Steven Wright ,  3.65,"$5,300",BOS,@ tam, 3-6,  1.0IP BB K 
 Hector Rondon ,  3.65,"$4,000",HOU,@ cle, 8-2,  1.0IP H K 
 Taylor Williams ,  3.65,"$4,000",MIL,v nym, 0-5,  1.0IP H K 
 John Axford ,  3.65,"$4,000",TOR,v laa, 1-8,  1.0IP H R ER 2K 
 Boone Logan ,  3.65,"$4,000",MIL,v nym, 0-5,  1.0IP H K 
 Joakim Soria ,  3.65,"$4,000",CHW,v bal, 3-9,  1.0IP H K 
 Mike Clevinger ^0,  3.40,"$9,000",CLE,v hou, 2-8,  5.1IP 7H 5R 5ER 3BB 4K HB Loss 
 Matt Bush ,  3.00,"$4,000",TEX,v kan, 2-8,  2.2IP 3H 2R 2ER BB 2K HB 
 David Hernandez ,  2.90,"$4,000",CIN,v pit, 5-4,  0.2IP H K Hold     
 Josh Tomlin ,  2.25,"$4,400",CLE,v hou, 2-8,  1.0IP 
 Noe Ramirez ,  2.15,"$4,000",LAA,@ tor, 8-1,  0.1IP H K 
 Hector Velazquez ,  1.65,"$5,300",BOS,@ tam, 3-6,  1.0IP BB 
 Jacob Rhame ,  1.65,"$4,000",NYM,@ mil, 5-0,  1.0IP H 
 Jorge Lopez ,  1.50,"$4,000",MIL,v nym, 0-5,  2.0IP 3H R ER 2BB K 
 Jared Hughes ,  1.50,"$4,000",CIN,v pit, 5-4,  0.2IP Save 
 Jace Fry ,  1.05,"$4,000",CHW,v bal, 3-9,  1.0IP H BB 
 Dan Jennings ,  1.05,"$4,000",MIL,v nym, 0-5,  1.0IP 2H 
 Richard Rodriguez ,  0.90,"$4,000",PIT,@ cin, 4-5,  0.2IP BB 
 Alex Colome ,  0.75,"$4,000",TAM,v bos, 6-3,  0.1IP Save 
 Marc Rzepczynski ,  0.75,"$4,000",SEA,@ oak, 3-4,  0.1IP 
 Zach Davies ^9,  0.20,"$6,100",MIL,v nym, 0-5,  4.0IP 6H 4R 4ER 2BB 2K Loss 
 Josh Lucas ^0, -1.10,"$4,000",OAK,v sea, 4-3,  2.0IP 3H 2R 2ER 3BB K 
 Marco Estrada ^0, -1.65,"$6,100",TOR,v laa, 1-8,  4.1IP 7H 4R 4ER 2BB K Loss 
 Lou Trivino , -2.30,"$4,000",OAK,v sea, 4-3,  0.2IP 2H R ER BB Hold     
 Rick Porcello ^0, -2.35,"$11,200",BOS,@ tam, 3-6,  3.2IP 8H 6R 4ER 2BB 2K HB Loss 
 Tyler Olson , -2.60,"$4,000",CLE,v hou, 2-8,  0.0IP H R ER 
 Deck McGuire , -3.10,"$4,000",TOR,v laa, 1-8,  2.0IP 4H 3R 3ER 2BB K 
 Neil Ramirez , -5.05,"$4,000",CLE,v hou, 2-8,  0.1IP 3H 2R 2ER 
