Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 James Paxton ^0, 33.95,"$9,600",SEA,v hou, 2-0,  7.0IP 3H 8K Win 
 Aaron Nola ^0, 25.00,"$9,000",PHI,@ bos, 1-2(F13),  8.0IP 4H R ER BB 6K 
 Edwin Jackson ^0, 23.15,"$6,300",OAK,v tor, 10-1,  5.2IP 3H 3BB 5K Win 
 Gerrit Cole ^0, 22.80,"$12,800",HOU,@ sea, 0-2,  6.2IP 4H 2R 2ER 2BB 8K HB Loss 
 Carlos Martinez ^9, 21.50,"$7,900",STL,v col, 5-4(F10),  4.2IP 4H 2R 2ER BB 9K E 
 David Price ^0, 20.60,"$8,600",BOS,v phi, 2-1(F13),  8.0IP 8H R ER BB 5K 
 Shane Bieber ^0, 17.45,"$7,700",CLE,@ min, 4-5,  6.1IP 6H 4R 3ER 2BB 7K 
 Will Smith , 15.00,"$4,000",SFO,@ sdg, 5-3(F12),  1.1IP 4K Win 
 Martin Perez ^9, 14.45,"$4,000",TEX,@ ari, 9-5,  5.0IP 6H 4R ER 2BB 5K 
 Freddy Peralta ^9, 14.20,"$8,500",MIL,@ lad, 5-2,  4.0IP 3H R ER 4BB 6K HB 
 Derek Holland ^9, 13.65,"$7,600",SFO,@ sdg, 5-3(F12),  5.0IP 4H 2R 2ER 2BB 5K 
 Josh Hader , 13.30,"$4,000",MIL,@ lad, 5-2,  2.0IP 2BB 3K Win 
 Julio Teheran ^9, 12.45,"$7,300",ATL,v mia, 5-3,  5.0IP 4H 3R 3ER 4BB 4K Win 
 Robbie Ray ^9, 12.40,"$8,000",ARI,v tex, 5-9,  5.1IP 2H 4R 4ER 4BB 6K 
 Tyler Anderson ^9, 11.90,"$8,200",COL,@ stl, 4-5(F10),  6.0IP 3H 4R 4ER 3BB 5K 
 Hector Velazquez ,  9.05,"$5,400",BOS,v phi, 2-1(F13),  1.0IP H BB 2K Win 
 Fernando Rodney ,  9.05,"$4,000",MIN,v cle, 5-4,  1.0IP 2BB 2K Win 
 Reyes Moronta ,  7.90,"$4,000",SFO,@ sdg, 5-3(F12),  2.0IP H 2K Hold     
 Jose LeClerc ,  7.65,"$4,000",TEX,@ ari, 9-5,  1.0IP H 3K Hold     
 Kirby Yates ,  7.30,"$4,000",SDG,v sfo, 3-5(F12),  2.0IP H 2K HB E 
 Dakota Hudson ,  7.05,"$4,000",STL,v col, 5-4(F10),  1.0IP H BB K Win 
 Dylan Floro ,  7.00,N/A,LAD,v mil, 2-5,  1.1IP 2K 
 Lou Trivino ,  6.25,"$4,000",OAK,v tor, 10-1,  1.0IP 2K 
 Jeremy Jeffress ,  6.25,"$4,000",MIL,@ lad, 5-2,  1.0IP 2K 
 Heath Hembree ,  6.25,"$4,000",BOS,v phi, 2-1(F13),  1.0IP 2K 
 Jake Diekman ,  6.25,"$4,000",TEX,@ ari, 9-5,  1.0IP 2K 
