Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Justin Verlander ^9, 44.25,"$13,100",HOU,@ lad, 2-1,  7.2IP 4H R ER BB 14K Win 
 Rick Porcello ^0, 41.55,"$8,700",BOS,v nyy, 4-1,  9.0IP H R ER 9K HB Win     CG 
 Anibal Sanchez ^9, 31.10,"$8,000",ATL,@ nym, 2-1,  6.0IP 2H R ER 2BB 9K Win 
 Vincent Velasquez ^9, 30.45,"$8,000",PHI,v mia, 5-1,  6.1IP 2H BB 7K Win 
Jacob deGrom^9, 27.80,"$12,400",NYM,v atl, 1-2,  8.0IP 6H 2R 2ER BB 9K Loss 
 German Marquez ^9, 26.75,"$7,500",COL,@ mil, 3-5,  7.0IP 3H 2R 2ER 2BB 9K 
 Blaine Hardy ^0, 25.95,"$4,900",DET,@ oak, 0-1(F13),  7.0IP H 2BB 6K 
 Jose Quintana ^8, 25.10,N/A,CHC,v sdg, 5-4,  6.0IP 4H R ER 6K Win 
 Ryan Borucki ^0, 23.60,"$6,100",TOR,@ sea, 7-2,  8.0IP 4H R 2K Win 
 Patrick Corbin ^9, 23.30,"$10,400",ARI,v sfo, 6-3,  6.0IP 7H 3R 3ER 8K Win 
 Lucas Giolito ^0, 22.15,"$5,600",CHW,@ tam, 3-2(F10),  7.0IP 2H R ER 3BB 6K HB 
 Junior Guerra ^9, 19.80,"$7,100",MIL,v col, 5-3,  8.0IP 5H 3R 3ER 2BB 6K 
 Trevor Richards ^9, 19.65,"$7,300",MIA,@ phi, 1-5,  5.0IP 4H R ER 2BB 7K Loss 
 Brett Anderson ^0, 17.95,"$5,100",OAK,v det, 1-0(F13),  7.0IP 2H BB 2K 
 Marco Gonzales ^0, 17.55,"$9,700",SEA,v tor, 2-7,  7.0IP 7H 4R 4ER 7K Loss 
 Mike Clevinger ^0, 15.90,"$9,300",CLE,v laa, 4-7,  6.0IP 5H 3R 3ER 6K HB 
 Alex Wood ^9, 14.10,"$8,500",LAD,v hou, 1-2,  6.0IP 4H 2R ER 3BB 4K 2HB Loss 
 Ryne Stanek ^0, 13.75,"$4,800",TAM,v chw, 2-3(F10),  1.2IP 5K 
 Ariel Jurado ^0, 12.45,"$7,200",TEX,v bal, 11-3,  5.0IP 6H 2R 2ER 2BB 3K Win 
 Blake Treinen , 11.30,"$4,000",OAK,v det, 1-0(F13),  2.0IP 2H 4K 
 Yusmeiro Petit , 10.50,"$4,000",OAK,v det, 1-0(F13),  2.0IP 3K 
 Evan Phillips , 10.50,N/A,BAL,@ tex, 3-11,  2.0IP 3K 
 Austin Pruitt ,  8.50,"$4,300",TAM,v chw, 2-3(F10),  2.0IP 2K 
 Corbin Burnes ,  8.25,"$5,000",MIL,v col, 5-3,  1.0IP K Win 
 Justin Anderson ,  8.25,"$4,000",LAA,@ cle, 7-4,  1.0IP K Win 
 John Brebbia ,  7.90,"$4,000",STL,@ pit, 6-7,  2.0IP H 2K 
 Emilio Pagan ,  7.65,"$4,000",OAK,v det, 1-0(F13),  1.0IP H K Win 
 Trevor May ,  7.65,"$4,000",MIN,v kan, 6-4,  1.0IP H 3K Hold     
 Adam Kolarek ,  7.30,N/A,TAM,v chw, 2-3(F10),  2.0IP 2H 2K 
 Hector Rondon ,  7.00,"$4,000",HOU,@ lad, 2-1,  1.1IP 2K Save 
 Tyler Danish ,  6.75,"$4,000",CHW,@ tam, 3-2(F10),  0.1IP K Win 
 Chris Archer ^9,  6.55,"$8,200",PIT,v stl, 7-6,  4.1IP 7H 5R 4ER 4BB 6K HB 
 Jaime Barria ^0,  6.45,"$6,000",LAA,@ cle, 7-4,  5.0IP 6H 3R 3ER 2BB 3K 
 Austin Bibens-Dirkx ,  6.25,"$4,100",TEX,v bal, 11-3,  1.0IP 2K 
 Sergio Romo ,  6.25,"$4,000",TAM,v chw, 2-3(F10),  1.0IP 2K 
 Taylor Rogers ,  6.25,"$4,000",MIN,v kan, 6-4,  1.0IP 2K Hold     
 Victor Alcantara ,  5.90,"$4,000",DET,@ oak, 0-1(F13),  2.0IP H K 
 Trevor Hildenberger ,  5.65,"$4,000",MIN,v kan, 6-4,  1.0IP H 2K Hold     
 Reyes Moronta ,  5.50,"$4,000",SFO,@ ari, 3-6,  0.2IP 2K 
 Luis Avilan ,  5.05,"$4,000",CHW,@ tam, 3-2(F10),  1.0IP 2H 2K 
 Ken Giles ,  5.05,N/A,TOR,@ sea, 7-2,  1.0IP 2H R ER 3K 
 Jason Adam ,  4.90,"$4,000",KAN,@ min, 4-6,  0.2IP BB 2K 
 Jake Odorizzi ^0,  4.50,"$7,800",MIN,v kan, 6-4,  3.1IP 4H 2R 2ER 2K HB 
 Tyson Ross ^8,  4.45,N/A,SDG,@ chc, 4-5,  5.0IP 6H 3R 3ER 2BB 2K Loss 
