Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Mike Clevinger ^0, 35.05,"$10,800",CLE,v chw, 6-3,  7.2IP 5H R ER 2BB 10K E Win 
 Domingo German ^0, 34.55,"$7,300",NYY,v sea, 7-2,  7.0IP 2H 2R ER 9K Win 
 Chris Sale ^0, 30.75,"$12,700",BOS,@ min, 2-6,  7.0IP 3H 2R 2ER BB 11K HB 
 Freddy Peralta ^9, 30.30,"$7,800",MIL,@ pit, 3-2,  6.0IP 2H 7K Win 
 Cole Hamels ^0, 29.55,"$9,700",TEX,@ kan, 4-1,  7.0IP 4H R 3BB 7K Win 
 Justin Verlander ^0, 28.80,"$13,300",HOU,v tam, 1-2,  6.2IP 6H R ER BB 10K 
 Sal Romano ^8, 26.95,"$4,800",CIN,v det, 9-5,  7.0IP 4H 4BB 6K Win 
 Eric Lauer ^9, 24.50,"$4,500",SDG,v oak, 2-4(F10),  6.0IP 3H R 2BB 7K 
 Blake Snell ^0, 23.75,"$9,500",TAM,@ hou, 2-1,  7.0IP 3H R ER 7BB 6K Win 
 Rich Hill ^9, 22.50,"$6,600",LAD,@ chc(2), 1-2(F10),  6.0IP 3H 2BB 6K 
 Jose Berrios ^0, 18.85,"$9,300",MIN,v bos, 6-2,  6.1IP 5H R ER 3BB 6K HB E 
 Vincent Velasquez ^8, 17.45,"$8,600",PHI,v stl, 6-7,  6.1IP 4H 4R 4ER 3BB 8K HB 
 Sam Freeman , 17.25,"$4,000",ATL,@ tor, 11-4,  2.1IP 4K Win 
 Tyler Chatwood ^9, 16.45,"$6,300",CHC,v lad(1), 3-4,  5.0IP 2H R ER 5BB 6K HB 
 Mike Montgomery ^9, 16.10,"$7,000",CHC,v lad(2), 2-1(F10),  6.0IP 5H R ER 4BB 5K 
 Dereck Rodriguez ^9, 15.85,"$6,700",SFO,v mia, 6-3,  5.0IP 7H 3R 3ER 6K 2HB Win 
 Felix Pena ^0, 15.40,"$4,400",LAA,v ari, 5-4,  4.0IP 2H R ER 3BB 6K HB 
 Jameson Taillon ^9, 14.45,"$8,400",PIT,v mil, 2-3,  5.0IP 7H 3R 3ER BB 7K Loss 
 German Marquez ^9, 12.70,"$5,800",COL,v nym, 10-8,  6.0IP 6H 4R 4ER 2BB 4K Win 
 Lou Trivino , 12.50,"$4,000",OAK,@ sdg, 4-2(F10),  2.0IP 2K Win 
 Paul Blackburn ^9, 11.65,"$5,300",OAK,@ sdg, 4-2(F10),  5.0IP 4H 2R 2ER 2BB 4K 
 Carlos Rodon ^0, 11.45,"$7,100",CHW,@ cle, 3-6,  6.1IP 5H 4R 4ER 2BB 5K HB Loss 
 Tyler Glasnow , 11.30,"$8,100",PIT,v mil, 2-3,  2.0IP 2H 4K 
 Cam Bedrosian , 11.15,"$4,000",LAA,v ari, 5-4,  1.2IP BB 2K Win 
 A.J. Cole , 10.50,"$5,600",NYY,v sea, 7-2,  2.0IP 3K 
 Tim  Peterson , 10.50,N/A,NYM,@ col, 8-10,  2.0IP 3K 
 Jordan Hicks , 10.40,"$4,000",STL,@ phi, 7-6,  1.1IP H 2K BS Win 
 Scott Alexander ,  9.75,"$4,000",LAD,@ chc(1), 4-3,  1.2IP 3K 
