Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Aaron Nola ^9, 38.55,"$13,100",PHI,@ nym(2), 3-1,  7.0IP H BB 10K Win 
 Gerrit Cole ^0, 31.90,"$13,100",HOU,v oak, 0-2,  6.0IP 3H 3BB 11K 
 Kyle Hendricks ^9, 31.15,"$7,300",CHC,@ sfo, 1-2(F11),  8.1IP 5H R BB 8K 
 Jose Berrios ^0, 29.55,"$12,100",MIN,v kan, 3-1,  7.0IP 6H R ER 8K HB Win 
 Danny Duffy ^0, 26.70,"$5,800",KAN,@ min, 1-3,  6.0IP 6H 2BB 9K 
 Clayton Kershaw ^9, 25.70,"$12,900",LAD,@ sdg, 8-2,  6.0IP 2H BB 5K Win 
 Eduardo Rodriguez ^0, 23.15,"$8,400",BOS,v tex, 5-0,  5.2IP 3H 3BB 5K Win 
 Luis Cessa ^0, 21.90,"$6,300",NYY,@ bal(2), 10-2,  6.0IP 3H 3BB 4K Win 
 Anthony DeSclafani ^0, 19.55,"$6,300",CIN,@ cle, 7-5,  7.0IP 5H R ER 2BB 3K Win 
 Mike Clevinger ^0, 19.50,"$11,500",CLE,v cin, 5-7,  6.0IP 7H 5R 5ER 3BB 11K Loss 
 Corey Oswalt ^9, 19.10,"$6,500",NYM,v phi(2), 1-3,  6.0IP H 3R 3ER 3BB 7K Loss 
 Frankie Montas ^0, 18.50,"$8,900",OAK,@ hou, 2-0,  6.0IP 3H 2BB 2K Win 
 Andrew Suarez ^9, 17.30,"$8,000",SFO,v chc, 2-1(F11),  6.0IP 3H R ER 4BB 5K 
 Ivan Nova ^9, 15.95,"$5,600",PIT,v was, 6-3,  5.2IP 8H 3R 3ER 5K Win 
 Zack Wheeler ^9, 14.50,"$7,900",NYM,v phi(1), 4-3(F10),  4.2IP 7H 3R 3ER 3BB 8K 
 Mike Wright , 13.30,"$4,400",BAL,v nyy(1), 5-4,  2.0IP 2H R ER 4K Win 
 Ryan Meisinger , 12.75,"$4,000",BAL,v nyy(2), 2-10,  3.0IP 3K 
 Chase Anderson ^9, 12.50,"$8,500",MIL,@ mia, 3-4(F10),  4.2IP 8H R 2BB 4K 
 Mike Minor ^0, 12.40,"$6,000",TEX,@ bos, 0-5,  5.1IP 6H 2R 2ER 4K Loss 
