Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Jose Berrios ^0, 39.35,"$11,000",MIN,v chw, 4-0,  7.0IP 3H 11K HB Win 
 Rick Porcello ^0, 29.95,"$8,100",BOS,v nyy, 6-3,  7.0IP 2H 6K HB Win 
 Nick Tropeano ^0, 26.20,"$5,500",LAA,@ kan, 7-1,  6.2IP 6H 2BB 6K Win 
 Chris Stratton ^9, 25.35,"$6,700",SFO,@ sdg, 7-0,  7.0IP H 3BB 4K Win 
 Chad Bettis ^9, 24.75,"$6,000",COL,@ was, 5-1,  7.0IP 3H R ER 2BB 5K Win 
 Trevor Bauer ^0, 23.75,N/A,CLE,v det, 9-3,  7.0IP 7H 2R 2ER 2BB 7K HB Win 
 Trevor Williams ^9, 22.50,N/A,PIT,@ chc, 6-1,  6.0IP 4H R ER BB 5K Win 
 Kyle Hendricks ^9, 18.70,N/A,CHC,v pit, 1-6,  6.0IP 5H 2R 2ER 3BB 7K Loss 
 Gio Gonzalez ^8, 16.45,"$10,100",WAS,v col, 1-5,  5.0IP 5H 3R 2ER 3BB 7K Loss 
 Michael Wacha ^9, 14.45,N/A,STL,@ cin, 13-4,  5.0IP 5H 4R 3ER 3BB 5K Win 
 Domingo German , 12.15,"$4,000",NYY,@ bos, 3-6,  3.0IP H 3K 
 Ian Kennedy ^0, 12.10,"$7,200",KAN,v laa, 1-7,  6.0IP 7H R ER 2BB 3K Loss 
 Chad Bell , 10.80,N/A,DET,@ cle, 3-9,  4.0IP 6H BB 3K 
 Robbie Erlin ,  9.70,"$4,600",SDG,v sfo, 0-7,  3.1IP 2H BB 2K 
 Mike Mayers ,  8.95,N/A,STL,@ cin, 13-4,  3.0IP 2H BB 2K Save 
 Derek Law ,  8.50,N/A,SFO,@ sdg, 7-0,  2.0IP 2K 
 Lucas Giolito ^0,  8.25,"$6,300",CHW,@ min, 0-4,  6.1IP 5H 4R 3ER 5BB 3K Loss 
 Jordan Lyles ,  7.90,"$4,000",SDG,v sfo, 0-7,  2.0IP 2K HB 
