Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Kyle Gibson ^0, 31.10,"$5,100",MIN,@ nyy, 3-4,  6.0IP H 3BB 10K 
 Michael Fulmer ^9, 28.50,"$6,900",DET,@ pit, 0-1,  6.0IP 4H BB 9K 
 Kyle Hendricks ^9, 27.35,"$6,900",CHC,v mil, 1-0,  7.0IP 4H 5K Win 
 Noah Syndergaard ^8, 24.90,"$11,600",NYM,@ stl, 3-4(F13),  7.1IP 6H 2R ER 7K 
 James Paxton ^0, 24.70,N/A,SEA,@ cle, 5-4,  6.0IP 5H 2R 2ER 3BB 10K 
 Ivan Nova ^9, 24.40,"$8,000",PIT,v det, 1-0,  8.0IP 6H 5K E 
 Matt Koch ^9, 16.70,"$4,500",ARI,@ phi, 8-2,  6.0IP 6H 2R 2ER 2BB 4K Win 
 Chris Sale ^0, 15.30,"$13,000",BOS,@ tor, 5-4,  6.0IP 4H 3R 3ER 2BB 4K HB Win 
 Jordan Montgomery ^0, 15.05,"$7,800",NYY,v min, 4-3,  5.0IP 4H 2R 2ER 3BB 6K 
 Chris Archer ^0, 14.80,"$8,800",TAM,@ bal, 9-5,  5.1IP 11H 4R 4ER BB 7K Win 
 Sean Newcomb ^9, 14.70,"$8,700",ATL,@ cin, 7-4,  6.0IP 5H 4R 4ER 3BB 7K 
 Chase Anderson ^9, 14.15,"$6,600",MIL,@ chc, 0-1,  7.0IP 5H R ER BB 2K Loss 
 Drew Hutchison , 13.85,"$4,000",PHI,v ari, 2-8,  3.2IP 3H R ER BB 5K 
 Carlos Martinez ^9, 13.30,"$11,200",STL,v nym, 4-3(F13),  6.0IP 4H R ER 3K 3HB 
 John Gant , 12.75,"$4,600",STL,v nym, 4-3(F13),  3.0IP K Win 
 Lucas Giolito ^0, 12.55,"$4,500",CHW,@ kan, 6-3,  5.2IP 5H 2R 2ER 2BB 2K Win 
 Dellin Betances , 12.25,"$4,000",NYY,v min, 4-3,  1.0IP 3K Win 
 Mike Clevinger ^0, 10.10,N/A,CLE,v sea, 4-5,  6.0IP 8H 4R 4ER BB 5K 
 Mike Wright ,  9.00,"$4,900",BAL,v tam, 5-9,  1.1IP 3K 
 Sam Freeman ,  9.00,"$4,000",ATL,@ cin, 7-4,  1.1IP K Win 
 Aaron Loup ,  8.50,"$4,000",TOR,v bos, 4-5,  2.0IP 2K 
 Yacksel Rios ,  7.90,"$4,000",PHI,v ari, 2-8,  2.0IP BB 2K 
 Matt Barnes ,  7.80,"$4,000",BOS,@ tor, 5-4,  1.1IP 2BB 3K Hold     
 Domingo German ,  7.75,"$5,100",NYY,v min, 4-3,  3.0IP 4H R ER BB 3K 
 Dan Altavilla ,  6.90,N/A,SEA,@ cle, 5-4,  0.2IP H K BS Win 
 Jorge de la Rosa ,  6.25,"$4,000",ARI,@ phi, 8-2,  1.0IP 2K 
 Bud Norris ,  6.25,"$4,000",STL,v nym, 4-3(F13),  1.0IP 2K 
 A.J. Ramos ,  6.25,"$4,000",NYM,@ stl, 3-4(F13),  1.0IP 2K 
