Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Julio Teheran ^9, 37.10,"$7,800",ATL,v sdg, 4-1,  6.0IP 3BB 11K HB Win 
 Eduardo Rodriguez ^0, 27.30,"$10,200",BOS,@ sea, 9-3,  6.0IP 6H 2R 2ER BB 9K Win 
 Andrew Heaney ^0, 25.60,"$8,800",LAA,@ oak, 5-6(F11),  8.0IP 3H 3R 3ER BB 8K 
 CC Sabathia ^0, 24.05,"$7,600",NYY,v tam, 1-3,  7.2IP 10H 3R 3ER BB 10K HB Loss 
 Lance McCullers ^0, 22.70,"$11,300",HOU,@ kan, 7-4,  6.0IP 6H 4R 2ER 2BB 9K 
 Zack Wheeler ^9, 22.50,"$6,300",NYM,@ ari, 5-3,  6.0IP 3H 2R 2ER 2BB 8K 
 Shane Bieber ^0, 22.15,"$7,300",CLE,v min, 4-1,  5.2IP 10H R ER BB 7K Win 
 Chris Stratton ^9, 21.10,"$7,100",SFO,@ lad, 4-1,  6.0IP 3H R BB 3K Win 
 Jack Flaherty ^9, 21.05,N/A,STL,v chc, 5-0,  5.0IP 2H 3BB 7K 2HB E 
 Anthony DeSclafani ^8, 18.35,"$6,500",CIN,@ pit, 8-6,  5.2IP 3H 2R 2ER BB 4K Win 
 Blaine Hardy ^0, 16.40,"$6,700",DET,@ chw, 3-1,  5.1IP 6H R ER 3K Win 
 Wilmer Font ^0, 15.50,"$4,000",TAM,@ nyy, 3-1,  4.2IP 4H R ER BB 5K 
 Caleb Ferguson ^9, 15.45,"$5,700",LAD,v sfo, 1-4,  5.0IP 2H 4R 3ER BB 6K Loss 
 Matt Strahm ^9, 15.40,"$4,800",SDG,@ atl, 1-4,  2.2IP H 5K E 
 Dylan Bundy ^0, 15.30,"$10,500",BAL,v mia, 10-4,  6.0IP 5H 4R 4ER 2BB 5K Win 
 Jon Gray ^0, 15.05,"$8,200",COL,@ tex, 12-13,  5.0IP 6H 6R 5ER BB 9K 
 Blake Treinen , 14.50,"$4,000",OAK,v laa, 6-5(F11),  2.0IP 3K Win 
 Clay Buchholz ^9, 13.15,"$8,500",ARI,v nym, 3-5,  5.2IP 4H R ER 2BB 3K 
 Sam Gaviglio ^0, 12.20,"$7,200",TOR,v was, 8-6,  4.0IP 6H 3R 2ER 2BB 6K 
 Jesse Chavez , 12.20,"$4,400",TEX,v col, 13-12,  2.2IP 3H 2R 2ER 4K Win 
 Chaz Roe , 11.90,"$4,000",TAM,@ nyy, 3-1,  2.0IP H 2K Win 
 James Shields ^0, 11.50,"$5,600",CHW,v det, 1-3,  6.0IP 6H 3R 3ER 4BB 5K Loss 
 Craig Stammen ,  9.90,"$4,000",SDG,@ atl, 1-4,  2.0IP H 3K 
 Ryan Tepera ,  9.80,"$4,000",TOR,v was, 8-6,  1.1IP H BB 2K Win 
 Jose Quintana ^9,  9.65,N/A,CHC,@ stl, 0-5,  5.0IP 4H 2R 2ER 2BB 3K Loss 
 Taylor Rogers ,  8.40,"$4,000",MIN,@ cle, 1-4,  1.1IP H 3K 
 Joe Jimenez ,  8.25,"$4,000",DET,@ chw, 3-1,  1.0IP 3K Save 
 Merandy Gonzalez ,  8.15,"$5,300",MIA,@ bal, 4-10,  4.1IP 5H 4R 4ER BB 5K 
 Daniel Hudson ,  8.10,"$4,000",LAD,v sfo, 1-4,  2.0IP 3BB 3K HB 
 Jake Odorizzi ^0,  7.25,"$6,200",MIN,@ cle, 1-4,  5.0IP 6H 4R 4ER 4BB 5K Loss 
 Seranthony Dominguez ,  7.20,"$4,000",PHI,@ mil, 10-9,  1.1IP H 2BB 3K Hold     
 Tommy Hunter ,  7.05,"$4,000",PHI,@ mil, 10-9,  1.0IP H R ER 2K HB Win 
 John Brebbia ,  7.05,N/A,STL,v chc, 5-0,  1.0IP 2H K Win 
 Oliver Perez ,  7.00,"$4,000",CLE,v min, 4-1,  1.1IP 2K Hold     
 Roenis Elias ,  6.85,"$4,000",SEA,v bos, 3-9,  2.1IP 2H R ER 2BB 3K 
 Erik Goeddel ,  6.55,"$4,000",LAD,v sfo, 1-4,  1.2IP H BB 2K 
 Santiago Casilla ,  6.25,"$4,000",OAK,v laa, 6-5(F11),  1.0IP 2K 
 Zach Duke ,  6.25,"$4,000",MIN,@ cle, 1-4,  1.0IP 2K 
 Will Smith ,  6.25,"$4,000",SFO,@ lad, 4-1,  1.0IP 2K Hold     
 Louis Coleman ,  5.80,"$4,000",DET,@ chw, 3-1,  1.1IP H 2K HB Hold     
 Tony Sipp ,  5.65,"$4,000",HOU,@ kan, 7-4,  1.0IP BB Win 
 Diego Castillo ,  5.65,"$4,000",TAM,@ nyy, 3-1,  1.0IP H 2K E Hold     
 Sergio Romo ,  5.65,"$4,000",TAM,@ nyy, 3-1,  1.0IP BB 2K Save 
 Michael Feliz ,  5.65,"$4,000",PIT,v cin, 6-8,  1.0IP H 2K 
 Emilio Pagan ,  5.65,"$4,000",OAK,v laa, 6-5(F11),  1.0IP H 2K 
 Tyler Glasnow ,  5.30,"$8,100",PIT,v cin, 6-8,  2.0IP H BB K 
 Chase Anderson ^9,  5.20,"$7,700",MIL,v phi, 9-10,  5.1IP 5H 6R 6ER 2BB 5K HB Loss 
 Yoshihisa Hirano ,  5.05,"$4,000",ARI,v nym, 3-5,  1.0IP 2BB 2K Hold     
 Arodys Vizcaino ,  5.05,"$4,000",ATL,v sdg, 4-1,  1.0IP 2H 2K Save 
 Shane Carle ,  5.05,"$4,000",ATL,v sdg, 4-1,  1.0IP 2H 2K Hold     
 Chris Volstad ,  5.00,"$4,900",CHW,v det, 1-3,  1.1IP K 
 Adam Cimber ,  4.40,"$4,000",SDG,@ atl, 1-4,  1.1IP H K 
 Adam Warren ,  4.40,"$4,000",NYY,v tam, 1-3,  1.1IP H K 
 Joe Musgrove ^9,  4.35,"$8,500",PIT,v cin, 6-8,  4.1IP 8H 6R 6ER BB 6K Loss 
 Robert Gsellman ,  4.25,"$4,400",NYM,@ ari, 5-3,  1.0IP K Save 
 Ken Giles ,  4.25,"$4,000",HOU,@ kan, 7-4,  1.0IP K Hold     
 Matt Barnes ,  4.25,"$4,000",BOS,@ sea, 9-3,  1.0IP K 
 John Axford ,  4.25,"$4,000",TOR,v was, 8-6,  1.0IP K 
 Austin Gomber ,  4.25,N/A,STL,v chc, 5-0,  1.0IP K Hold     
 Yovani Gallardo ^0,  3.85,"$4,500",TEX,v col, 13-12,  5.0IP 6H 5R 5ER 3BB 4K 
 Cody Allen ,  3.65,"$4,000",CLE,v min, 4-1,  1.0IP BB K Save 
 Adam Ottavino ,  3.65,"$4,000",COL,@ tex, 12-13,  1.0IP H K Hold     
 Hector Rondon ,  3.65,"$4,000",HOU,@ kan, 7-4,  1.0IP BB K Save 
 Neil Ramirez ,  3.65,"$4,000",CLE,v min, 4-1,  1.0IP BB K Hold     
