Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Trevor Cahill ^0, 27.60,"$7,300",OAK,v tam, 0-1(F13),  8.0IP 4H 6K 
 Mike Montgomery ^8, 25.55,"$4,000",CHC,@ pit, 7-0,  5.2IP 2H 5K Win 
Jacob deGrom^9, 24.95,"$11,100",NYM,@ atl(1), 3-4,  7.0IP 5H R ER 3BB 8K 
 Chris Archer ^0, 23.90,"$9,500",TAM,@ oak, 1-0(F13),  6.0IP 4H 2BB 7K 
 Justin Verlander ^0, 23.40,"$12,600",HOU,@ nyy, 5-1,  6.2IP 5H R ER 5K HB Win 
 Caleb Smith ^9, 22.75,"$8,100",MIA,@ sdg, 7-2,  7.0IP 4H R ER BB 4K Win 
 Gio Gonzalez ^0, 22.45,"$10,000",WAS,@ bal, 6-0,  7.2IP 6H 2BB 3K Win 
 Marco Gonzales ^0, 22.20,"$6,900",SEA,v tex, 2-1,  6.2IP 4H R 4BB 4K Win 
 Matt Boyd ^0, 19.65,"$8,100",DET,v laa, 9-3,  5.0IP 2H 3BB 4K HB Win 
 Brent Suter ^9, 18.25,"$4,800",MIL,v stl, 8-3,  5.0IP 5H 3R 3ER 6K Win 
 Lance Lynn ^0, 18.10,"$5,500",MIN,@ kan, 8-5,  6.0IP 6H 2R 2ER 3BB 5K Win 
 Vincent Velasquez ^9, 17.75,"$9,900",PHI,@ lad, 4-5,  5.2IP 3H 2R 2ER 2BB 6K 
 Chad Kuhl ^9, 16.70,"$7,000",PIT,v chc, 0-7,  6.0IP 4H R ER 4BB 5K Loss 
 Domingo German ^0, 16.55,"$5,800",NYY,v hou, 1-5,  5.2IP 5H 4R 3ER 2BB 7K Loss 
 Robbie Erlin , 16.35,"$4,000",SDG,v mia, 2-7,  5.2IP 4H 3K 
 Max Fried ^9, 15.85,"$4,000",ATL,v nym(1), 4-3,  5.0IP 4H 2R ER 4BB 6K HB 
 Andrew Suarez ^9, 15.05,"$6,900",SFO,@ col, 5-6(F10),  5.0IP 5H 4R 3ER BB 7K HB 
 Jake Junis ^0, 14.90,"$9,700",KAN,v min, 5-8,  6.0IP 6H 3R 3ER 4BB 7K HB Loss 
 David Price ^0, 14.45,"$10,200",BOS,v tor, 8-3,  5.0IP 4H 2R 2ER 4BB 4K Win 
 Yimi Garcia , 11.90,N/A,LAD,v phi, 5-4,  2.0IP 2K HB Win 
 Alex Cobb ^0, 10.95,"$4,000",BAL,v was, 0-6,  7.0IP 5H 3R 3ER 3BB 3K Loss 
 Matt Andriese , 10.75,"$5,100",TAM,@ oak, 1-0(F13),  3.0IP 2K 
 Jeurys Familia , 10.50,"$4,000",NYM,@ atl(2), 8-5,  2.0IP 3K Save 
 Hansel Robles , 10.35,"$4,000",NYM,@ atl(2), 8-5,  3.0IP 2H BB 3K HB 
 Matt Albers ,  9.90,"$4,000",MIL,v stl, 8-3,  2.0IP BB 3K Hold     
 Lucas Sims ,  9.45,"$7,100",ATL,v nym(2), 5-8,  2.1IP H 2BB 3K 
 Seranthony Dominguez ,  9.00,"$4,000",PHI,@ lad, 4-5,  1.1IP 3K Hold     
 Brock Stewart ^9,  8.80,"$6,200",LAD,v phi, 5-4,  4.0IP 5H 4R 3ER 2BB 5K 
 Doug Fister ^0,  8.70,"$5,200",TEX,@ sea, 1-2,  6.0IP 6H 2R 2ER BB 2K HB Loss 
 Sam Freeman ,  8.25,"$4,000",ATL,v nym(1), 4-3,  1.0IP 3K 
 Steven Wright ,  7.90,"$4,800",BOS,v tor, 8-3,  2.0IP H 2K 
 Louis Coleman ,  7.15,"$4,000",DET,v laa, 9-3,  1.2IP H 2K 
 Shane Carle ,  7.05,"$4,000",ATL,v nym(1), 4-3,  1.0IP 2H R ER 2K Win 
 Dylan Covey ^0,  6.95,"$4,700",CHW,@ cle, 6-9,  4.1IP 5H 5R 2ER 3BB 3K 
 Heath Hembree ,  6.70,"$4,000",BOS,v tor, 8-3,  2.0IP 2H R ER BB 3K 
 Harrison Musgrave ,  6.50,"$4,000",COL,v sfo, 6-5(F10),  2.0IP K 
 Miguel Castro ,  6.40,"$4,000",BAL,v was, 0-6,  1.1IP BB 2K 
 Kenley Jansen ,  6.25,"$4,000",LAD,v phi, 5-4,  1.0IP 2K Save 
 Jacob Rhame ,  6.25,"$4,000",NYM,@ atl(2), 8-5,  1.0IP 2K Hold     
 Ryne Stanek ,  5.95,"$4,600",TAM,@ oak, 1-0(F13),  1.2IP H 2BB Win 
 Michael Lorenzen ,  5.90,"$4,000",CIN,@ ari, 5-12,  2.0IP BB K 
 Tyler Skaggs ^0,  5.85,"$9,200",LAA,@ det, 3-9,  5.0IP 6H 5R 5ER 3BB 5K Loss 
 Evan Marshall ,  5.80,"$4,000",CLE,v chw, 9-6,  1.1IP 2H 2K Hold     
 Alex Colome ,  5.65,"$4,000",SEA,v tex, 2-1,  1.0IP H 2K Hold     
 Chris Devenski ,  5.65,"$4,000",HOU,@ nyy, 5-1,  1.0IP H 2K 
 Tyler Olson ,  5.50,"$4,000",CLE,v chw, 9-6,  0.2IP 2K Hold     
 Jesse Biddle ,  5.30,"$4,000",ATL,v nym(1), 4-3,  2.0IP H BB K 
 Fernando Rodney ,  5.20,"$4,000",MIN,@ kan, 8-5,  1.1IP 3H R ER 3K Save 
 Adam Plutko ^0,  5.05,"$7,200",CLE,v chw, 9-6,  5.0IP 6H 5R 5ER BB 2K Win 
 Bryan Shaw ,  5.05,"$4,000",COL,v sfo, 6-5(F10),  1.0IP 2H Win 
 Chris Hatcher ,  4.70,"$4,000",OAK,v tam, 0-1(F13),  2.0IP 3H R ER 2K Loss 
 John Brebbia ,  4.25,"$4,000",STL,@ mil, 3-8,  1.0IP K 
 Tommy Kahnle ,  4.25,"$4,000",NYY,v hou, 1-5,  1.0IP K 
 Fernando Salas ,  4.25,"$4,000",ARI,v cin, 12-5,  1.0IP K 
 Sam Dyson ,  4.25,"$4,000",SFO,@ col, 5-6(F10),  1.0IP K Hold     
 Taylor Williams ,  4.25,"$4,000",MIL,v stl, 8-3,  1.0IP K Hold     
 Luke Farrell ,  4.25,"$4,000",CHC,@ pit, 7-0,  1.0IP K 
 Mike Mayers ,  4.10,"$4,000",STL,@ mil, 3-8,  2.0IP 3H R ER BB 2K 
