Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Max Scherzer ^9, 29.90,"$13,000",WAS,v cin, 10-4,  6.0IP 4H 2R 2ER 2BB 10K Win 
 Brian Johnson ^0, 24.45,"$5,500",BOS,v nyy, 15-7,  5.0IP 6H 5R 4ER 2BB 11K Win 
 Mike Hauschild , 23.90,N/A,TOR,@ sea, 7-3,  6.0IP 4H BB 5K HB Win 
 Brad Keller ^0, 23.45,"$6,800",KAN,@ chw, 4-6,  6.1IP 5H 2R 2ER 3BB 9K 
 Clayton Kershaw ^9, 23.30,"$11,600",LAD,v mil, 21-5,  6.0IP 5H 2R 2ER 2BB 7K Win 
 Nick Pivetta ^9, 21.10,"$8,500",PHI,v mia, 5-2,  6.0IP 4H 2R 2ER 7K 
 Miles Mikolas ^9, 20.35,"$9,100",STL,v col, 3-2,  7.0IP 7H 2R ER 2BB 6K E 
 Mike Foltynewicz ^9, 19.90,"$10,500",ATL,@ nym, 4-2,  6.0IP 5H 2R 2ER BB 5K Win 
 Robbie Erlin ^9, 19.45,"$4,200",SDG,@ chc, 6-1,  5.0IP 2H R ER BB 4K Win 
 Pablo Lopez ^9, 18.50,"$5,700",MIA,@ phi, 2-5,  6.0IP 5H R ER 5K 
 Jalen Beeks , 17.45,"$5,900",TAM,v laa, 4-2,  5.0IP 2H 2R 2ER BB 4K Win 
 Madison Bumgarner ^9, 17.25,"$9,600",SFO,@ ari, 8-1,  5.0IP 7H R ER 3BB 5K Win 
 Antonio Senzatela ^9, 16.70,"$6,600",COL,@ stl, 2-3,  6.0IP 5H R ER 2BB 5K HB 
 Zack Greinke ^9, 16.50,"$11,200",ARI,v sfo, 1-8,  6.0IP 4H 2R 2ER BB 5K Loss 
 Reynaldo Lopez ^0, 15.55,"$6,300",CHW,v kan, 6-4,  7.0IP 5H 2R 2ER 2BB 4K 
 Hunter Wood ^0, 13.90,"$4,300",TAM,v laa, 4-2,  2.0IP H 5K 
 Jason Vargas ^9, 11.85,"$4,100",NYM,v atl, 2-4,  5.0IP 6H 4R 4ER 3BB 7K Loss 
 Andrew Heaney ^0, 10.70,"$9,600",LAA,@ tam, 2-4,  6.0IP 6H 4R 4ER 5K 2HB Loss 
 Mike Montgomery ^8,  9.20,"$7,000",CHC,v sdg, 1-6,  5.1IP 7H R ER BB 2K 
 Chasen Shreve ,  8.25,"$4,000",STL,v col, 3-2,  1.0IP K Win 
 Jose Castillo ,  7.65,"$4,000",SDG,@ chc, 6-1,  1.0IP 3K HB Hold     
 Keury Mella ,  7.55,"$4,000",CIN,@ was, 4-10,  4.1IP 3H R ER 4BB 2K 
 Yovani Gallardo ^0,  7.40,"$6,200",TEX,v bal, 17-8,  5.1IP 9H 5R 5ER 2BB 4K Win 
 Felix Hernandez ^0,  7.05,"$6,100",SEA,v tor, 3-7,  5.0IP 5H 2R 2ER 2BB 2K 
 Austin Davis ,  6.50,"$4,000",PHI,v mia, 5-2,  2.0IP K 
 Robert Gsellman ,  6.25,"$4,500",NYM,v atl, 2-4,  1.0IP 2K 
 Diego Castillo ,  6.25,"$4,000",TAM,v laa, 4-2,  1.0IP 2K Hold     
 Drew Steckenrider ,  6.25,"$4,000",MIA,@ phi, 2-5,  1.0IP 2K Hold     
 Sergio Romo ,  6.25,"$4,000",TAM,v laa, 4-2,  1.0IP 2K Save 
 Ray Black ,  6.25,"$4,000",SFO,@ ari, 8-1,  1.0IP 2K Hold     
 Blake Parker ,  6.25,"$4,000",LAA,@ tam, 2-4,  1.0IP 2K 
 Tommy Hunter ,  5.65,"$4,000",PHI,v mia, 5-2,  1.0IP H Win 
 John Brebbia ,  5.65,"$4,000",STL,v col, 3-2,  1.0IP BB 2K 
 A.J. Minter ,  5.65,"$4,000",ATL,@ nym, 4-2,  1.0IP BB 2K Save 
 Brad Brach ,  5.65,"$4,000",ATL,@ nym, 4-2,  1.0IP H 2K Hold     
 Miguel Castro ,  5.50,"$4,000",BAL,@ tex, 8-17,  2.0IP 4H 2R 2ER BB 4K 
 Ty Blach ,  5.30,"$5,100",SFO,@ ari, 8-1,  2.0IP 2H K 
 Pedro Baez ,  5.30,"$4,000",LAD,v mil, 21-5,  2.0IP 2H K 
 Adam Warren ,  5.05,"$4,000",SEA,v tor, 3-7,  1.0IP H BB 2K 
 Tim Hill ,  4.90,"$4,000",KAN,@ chw, 4-6,  0.2IP H 2K 
 Jared Hughes ,  4.25,"$4,000",CIN,@ was, 4-10,  1.0IP K 
 Jesse Biddle ,  4.25,"$4,000",ATL,@ nym, 4-2,  1.0IP K Hold     
 Seung Hwan Oh ,  4.25,"$4,000",COL,@ stl, 2-3,  1.0IP K Hold     
 Jerry Blevins ,  4.25,"$4,000",NYM,v atl, 2-4,  1.0IP K 
