Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Trevor Bauer ^0, 31.65,"$11,500",CLE,@ chw, 2-3,  7.2IP 4H 3R 3ER 2BB 12K Loss 
 Chris Sale ^0, 29.30,"$13,500",BOS,@ bal, 5-1,  6.0IP 2H R ER 4BB 9K HB Win 
 Jhoulys Chacin ^9, 27.30,"$5,900",MIL,v chc, 1-0,  6.0IP 4H 3BB 7K Win 
 Tyler Anderson ^9, 26.15,"$6,200",COL,@ phi, 7-2,  7.0IP 6H R ER 6K Win 
 Mike Soroka ^9, 25.05,"$7,400",ATL,v nym, 2-0,  6.1IP H BB 4K Win 
Jacob deGrom^9, 23.55,"$12,600",NYM,@ atl, 0-2,  7.0IP 7H R ER 7K Loss 
 Jose Berrios ^0, 20.10,"$11,200",MIN,@ det, 2-5,  6.0IP 7H R ER BB 7K HB 
 Dylan Covey ^0, 19.75,"$5,500",CHW,v cle, 3-2,  7.0IP 10H 2R 2ER 5K Win 
 Jameson Taillon ^9, 18.95,"$7,600",PIT,@ ari, 5-4,  7.0IP 6H 2R 2ER 2BB 4K Win 
 Cole Hamels ^9, 18.10,"$8,300",TEX,@ lad, 2-3(F11),  6.0IP 5H 2R ER 4BB 6K 
 Mike Montgomery ^9, 17.70,"$6,800",CHC,@ mil, 0-1,  6.0IP 2H R ER BB 4K Loss 
 Tyler Mahle ^0, 17.25,"$6,700",CIN,@ kan, 7-0,  6.1IP 3H 2BB K Win 
 James Happ ^0, 16.85,"$10,900",TOR,@ tam, 0-1,  5.0IP H 3BB 4K E 
 Gerrit Cole ^0, 16.70,"$13,200",HOU,@ oak, 13-5,  6.0IP 6H 4R 4ER 2BB 6K Win 
 Justin Miller , 15.15,"$4,000",WAS,@ nyy, 5-4,  1.2IP H 4K Win 
 Jason Hammel ^0, 14.30,"$5,100",KAN,v cin, 0-7,  7.1IP 7H 3R 2ER 3K Loss 
 Marco Gonzales ^0, 13.85,"$6,300",SEA,v laa, 8-6,  5.0IP 7H 3R 3ER 2BB 7K 
 Matt Boyd ^0, 13.65,"$7,300",DET,v min, 5-2,  5.0IP 3H 2R 2ER 2BB 5K HB 
 T.J. McFarland , 12.05,"$4,000",ARI,v pit, 4-5,  2.1IP H BB 4K 
 Eric Lauer ^9, 11.95,"$4,300",SDG,@ stl, 4-2,  5.2IP 8H 2R 2ER 2K Win 
 Diego Castillo , 11.90,"$4,000",TAM,v tor, 1-0,  2.0IP H 2K Win 
 Yefry Ramirez ^0, 11.55,N/A,BAL,v bos, 1-5,  4.1IP 4H 3R 3ER 2BB 6K HB Loss 
 Jose Castillo , 11.00,"$4,000",SDG,@ stl, 4-2,  1.1IP 4K Hold     
 Caleb Smith ^9, 10.85,"$9,100",MIA,v sfo, 5-4,  6.1IP 8H 3R 3ER 4K HB 
 Emilio Pagan , 10.80,"$4,000",OAK,v hou, 5-13,  2.2IP 2H 2R 2ER 5K 
 John Brebbia , 10.50,"$4,000",STL,v sdg, 2-4,  2.0IP 3K 
 Matt Andriese , 10.45,"$5,100",TAM,v tor, 1-0,  3.2IP 2H BB 2K 
 Zack Greinke ^9,  9.10,"$9,300",ARI,v pit, 4-5,  4.2IP 5H 5R 5ER 4BB 7K Loss 
 Andrew Suarez ^9,  9.05,"$7,100",SFO,@ mia, 4-5,  5.0IP 5H 2R 2ER 2BB 3K 
 Roenis Elias ,  8.70,"$4,000",SEA,v laa, 8-6,  2.0IP 2H BB K Win 
 Jake Diekman ,  8.25,"$4,000",TEX,@ lad, 2-3(F11),  1.0IP 3K 
 Will Harris ,  8.25,"$4,000",HOU,@ oak, 13-5,  1.0IP 3K 
 Hector Neris ,  8.25,"$4,000",PHI,v col, 2-7,  1.0IP 3K 
 Reymin Guduan ,  7.90,"$4,000",HOU,@ oak, 13-5,  2.0IP H R ER 3K 
 Tony Watson ,  7.65,"$4,000",SFO,@ mia, 4-5,  1.0IP BB 3K Hold     
 Joe Jimenez ,  7.65,"$4,000",DET,v min, 5-2,  1.0IP H K Win 
 Adam Liberatore ,  7.65,"$4,000",LAD,v tex, 3-2(F11),  1.0IP BB K Win 
 Josh Hader ,  7.65,"$4,000",MIL,v chc, 1-0,  1.0IP H 3K Hold     
 Jose LeClerc ,  7.65,"$4,000",TEX,@ lad, 2-3(F11),  1.0IP BB 3K 
 Liam Hendriks ,  7.30,"$4,000",OAK,v hou, 5-13,  2.0IP H BB 2K 
 Drew Steckenrider ,  7.05,"$4,000",MIA,v sfo, 5-4,  1.0IP H BB K Win 
 Blake Parker ,  6.70,"$4,000",LAA,@ sea, 6-8,  2.0IP 2H R ER BB 3K BS 
 Wilmer Font ^0,  6.50,"$4,000",TAM,v tor, 1-0,  3.1IP 2H 3BB K E 
 Edward Paredes ,  6.25,"$4,000",LAD,v tex, 3-2(F11),  1.0IP 2K 
 Shane Greene ,  6.25,"$4,000",DET,v min, 5-2,  1.0IP 2K Save 
 Corey Knebel ,  6.25,"$4,000",MIL,v chc, 1-0,  1.0IP 2K Save 
 Luke Weaver ^9,  6.00,"$7,700",STL,v sdg, 2-4,  5.1IP 9H 4R 4ER BB 4K Loss 
 Chasen Shreve ,  5.90,"$4,000",NYY,v was, 4-5,  2.0IP H R ER 2K Loss 
 Buck Farmer ,  5.65,"$4,200",DET,v min, 5-2,  1.0IP BB 2K 
 Seung Hwan Oh ,  5.65,"$4,000",TOR,@ tam, 0-1,  1.0IP 2K HB 
 Mark Leiter Jr. ,  5.30,"$4,300",PHI,v col, 2-7,  2.0IP H R ER BB 2K 
 Erick Fedde ^0,  5.05,"$5,900",WAS,@ nyy, 5-4,  5.0IP 6H 4R 4ER BB 3K 
 Jace Fry ,  5.05,"$4,000",CHW,v cle, 3-2,  1.0IP 2H 2K Hold     
 Chris Hatcher ,  5.05,"$4,000",OAK,v hou, 5-13,  1.0IP 2BB 2K 
 Erik Goeddel ,  5.05,"$4,000",LAD,v tex, 3-2(F11),  1.0IP 2H 2K 
