Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Daniel Mengden ^0, 38.05,"$7,000",OAK,v ari, 3-0,  9.0IP 2H 5K Win     CG 
 Aaron Nola ^9, 30.60,"$12,200",PHI,v tor, 2-1,  6.2IP H R ER 3BB 10K 
 Anthony Banda , 27.85,"$4,800",TAM,v bal, 5-1,  6.1IP 3H R ER BB 7K Win 
 Wei-Yin Chen ^9, 23.50,"$4,700",MIA,v was, 1-4,  7.1IP 3H R ER 2BB 6K 
 Jaime Garcia ^9, 20.75,"$5,800",TOR,@ phi, 1-2,  7.0IP 5H R ER 5K 
 Tanner Roark ^8, 20.15,"$11,400",WAS,@ mia, 4-1,  7.0IP 4H R ER 2BB 5K 
 Jack Flaherty ^9, 19.90,"$10,900",STL,@ pit, 4-1,  6.0IP 4H R ER 2BB 4K Win 
 Chris Stratton ^9, 17.05,"$4,700",SFO,@ chc, 5-4,  5.0IP 4H 3R 3ER 3BB 6K Win 
 Carlos Carrasco ^0, 16.75,"$11,600",CLE,v hou, 8-6,  5.2IP 7H 5R 5ER 2BB 8K HB Win 
 Hector Santiago ^0, 16.45,"$6,100",CHW,@ det, 8-4,  5.0IP 7H 3R 2ER BB 5K Win 
 Clay Buchholz ^0, 16.30,"$5,500",ARI,@ oak, 0-3,  6.0IP 2H R ER 3K Loss 
 Juan Nicasio , 14.50,"$4,000",SEA,v min, 4-3(F12),  2.0IP 5K 
 Wade LeBlanc ^0, 13.90,"$4,400",SEA,v min, 4-3(F12),  6.0IP 4H 2R 2ER 2BB 4K 
 Bartolo Colon ^0, 13.55,"$7,400",TEX,v kan, 4-3(F10),  7.0IP 5H 3R 3ER 2BB 4K 
 Francisco Liriano ^0, 11.85,"$8,000",DET,v chw, 4-8,  5.0IP 6H 5R 5ER 3BB 8K Loss 
 Alex Wood ^9, 11.80,"$10,100",LAD,v sdg, 5-7,  5.1IP 6H 5R 5ER BB 7K 
 Jaime Barria ^0, 11.05,"$5,300",LAA,@ nyy, 11-4,  5.0IP 6H 4R 4ER BB 4K Win 
 Steven Wright , 10.95,N/A,BOS,v atl, 8-6,  3.0IP 2H BB K Win 
 Ian Kennedy ^0, 10.45,"$6,000",KAN,@ tex, 3-4(F10),  5.0IP 5H 2R 2ER 3BB 4K 
 Ryne Stanek ^0,  9.75,"$4,600",TAM,v bal, 5-1,  1.2IP 3K 
 Craig Stammen ,  9.75,"$4,000",SDG,@ lad, 7-5,  1.2IP K Win 
 Jose Quintana ^9,  9.55,"$8,100",CHC,v sfo, 4-5,  4.1IP 5H 4R 4ER 2BB 6K Loss 
 Adrian Houser ,  9.30,N/A,MIL,v nym, 17-6,  2.0IP 2H 3K 
 Justin Wilson ,  9.15,"$4,000",CHC,v sfo, 4-5,  1.2IP H 3K 
 A.J. Cole ,  8.50,"$5,600",NYY,v laa, 4-11,  2.0IP 2K 
 Seranthony Dominguez ,  8.40,"$4,000",PHI,v tor, 2-1,  1.1IP H K Win 
 Jonathan Holder ,  8.40,"$4,000",NYY,v laa, 4-11,  1.1IP BB 3K 
 Artie Lewicki ,  8.35,"$4,000",DET,v chw, 4-8,  3.0IP 4H R ER 3K 
 Tanner Scott ,  8.25,"$4,000",BAL,@ tam, 1-5,  1.0IP 3K 
 Chasen Bradford ,  7.65,"$4,000",SEA,v min, 4-3(F12),  1.0IP H K Win 
