Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Blake Snell ^9, 33.10,"$12,700",TAM,@ nym, 3-0,  7.1IP 6H 3BB 9K Win 
 Anibal Sanchez ^9, 30.60,"$5,900",ATL,@ mil, 5-1,  6.2IP 2H R ER BB 8K HB Win 
 Jake Arrieta ^9, 27.55,"$6,300",PHI,@ pit, 3-2,  7.0IP 6H 2R 2ER BB 8K Win 
 Ross Stripling ^0, 27.10,"$9,900",LAD,@ laa, 3-1,  6.0IP 3H R ER 7K HB Win 
 Kyle Gibson ^0, 26.95,"$7,900",MIN,v bal, 5-4,  7.0IP 4H 3R 3ER 4BB 9K Win 
 Michael Fiers ^0, 23.90,"$6,900",DET,v tex, 7-2,  6.0IP 5H R ER BB 6K Win 
 James Paxton ^0, 20.95,"$12,500",SEA,v col, 1-5,  7.0IP 7H 4R 4ER BB 9K Loss 
 Carlos Martinez ^9, 20.15,"$8,100",STL,@ sfo, 3-2,  7.0IP 6H R ER 3K Win 
 Charlie Morton ^0, 18.55,"$12,200",HOU,v chw, 12-6,  5.2IP 5H 5R 5ER 2BB 8K Win 
 Jameson Taillon ^9, 18.00,"$6,600",PIT,v phi, 2-3,  6.2IP 5H 3R 3ER 6K Loss 
 Corey Kluber ^0, 17.55,"$11,800",CLE,v oak, 3-6(F11),  7.0IP 5H 2BB 3K 
 Matt Moore , 17.55,"$4,600",TEX,@ det, 2-7,  4.1IP 2H 4BB 6K HB 
 Deck McGuire ^0, 16.95,"$4,000",LAA,v lad, 1-3,  3.0IP H 2BB 6K 
 Steven Matz ^9, 16.85,"$6,100",NYM,v tam, 0-3,  6.1IP 5H R ER 3BB 5K HB Loss 
 Luis Severino ^0, 15.05,"$13,000",NYY,@ tor, 8-5,  5.0IP 5H 3R 3ER 2BB 5K Win 
 David Price ^0, 14.50,"$9,000",BOS,@ kan, 15-4,  4.2IP 6H 4R 4ER BB 9K 3HB 
 Aaron Wilkerson ^9, 13.05,"$5,000",MIL,v atl, 1-5,  5.0IP 4H 2R 2ER 3BB 5K Loss 
 Blake Treinen , 12.50,"$4,000",OAK,@ cle, 6-3(F11),  2.0IP 2K Win 
 Max Scherzer ^9, 12.35,"$14,300",WAS,v mia, 18-4,  7.0IP 7H 4R 4ER 2BB 3K Win 
 Randy Rosario , 12.05,"$4,000",CHC,v cin, 8-7,  2.1IP 2H 2K Win 
 Kyle Freeland ^0, 11.85,"$9,200",COL,@ sea, 5-1,  5.0IP 5H R ER 4BB 4K 
 Alex  Claudio , 11.75,"$4,000",TEX,@ det, 2-7,  3.0IP 5H 4K 
 Kevin Gausman ^0, 11.65,"$7,400",BAL,@ min, 4-5,  5.0IP 5H 3R 3ER BB 5K 
 Robbie Ray ^9, 10.95,"$9,200",ARI,v sdg, 20-5,  4.1IP 4H 4R 4ER 4BB 7K 
 Scott Oberg , 10.25,"$4,000",COL,@ sea, 5-1,  1.0IP 2K Win 
 Matt Harvey ^8, 10.15,"$6,500",CIN,@ chc, 7-8,  5.2IP 9H 3R 2ER BB 4K HB 
 Edwin Jackson ^0,  9.35,"$5,800",OAK,@ cle, 6-3(F11),  5.2IP 5H 3R 2ER 4BB 3K E 
 Blaine Hardy ,  9.30,"$6,600",DET,v tex, 7-2,  2.0IP 2H 3K 
 Adam Ottavino ,  9.30,"$4,000",COL,@ sea, 5-1,  2.0IP 2H 3K Hold     
 Lou Trivino ,  8.70,"$4,000",OAK,@ cle, 6-3(F11),  2.0IP 3H 3K 
 Heath Hembree ,  8.40,"$4,000",BOS,@ kan, 15-4,  1.1IP BB K Win 
 Jake Petricka ,  8.05,"$4,000",TOR,v nyy, 5-8,  2.1IP H R BB 2K 
 A.J. Minter ,  7.65,"$4,000",ATL,@ mil, 5-1,  1.0IP H 3K 
 James Shields ^0,  7.55,"$4,700",CHW,@ hou, 6-12,  5.2IP 10H 8R 8ER 2BB 9K Loss 
 Taylor Cole ,  7.45,"$4,000",LAA,v lad, 1-3,  2.1IP 2H 2R 2ER BB 4K Loss 
