Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Patrick Corbin ^9, 44.05,"$9,800",ARI,v sfo, 1-0,  9.0IP H BB 8K Win     CG 
 Lance McCullers ^0, 38.55,"$9,600",HOU,@ sea, 4-1,  7.0IP H R ER BB 11K Win 
 Johnny Cueto ^9, 35.95,"$8,800",SFO,@ ari, 0-1,  7.0IP 2H 11K HB 
 Trevor Cahill ^0, 31.55,"$5,100",OAK,v chw, 10-2,  7.0IP 5H 2BB 8K Win 
 Matt Moore ^0, 26.95,"$5,200",TEX,@ tam, 7-2,  7.0IP 5H R 2BB 6K HB E Win 
 Danny Duffy ^0, 26.50,N/A,KAN,@ tor(2), 4-5(F10),  6.0IP 2H 3BB 8K 
 Corey Kluber ^0, 24.80,"$12,100",CLE,@ min, 6-1,  6.2IP 5H R ER 2BB 6K Win 
 Alex Wood ^9, 24.20,"$8,200",LAD,@ sdg, 7-3(F12),  5.1IP 2H R BB 7K E 
 Junior Guerra ^9, 23.75,"$5,400",MIL,v cin, 2-0,  5.2IP H 3BB 7K HB 
 Mike Foltynewicz ^9, 22.70,"$7,200",ATL,v phi, 1-5(F10),  6.0IP 4H R ER 4BB 8K 
 Chad Bettis ^9, 22.30,"$6,900",COL,@ pit, 2-0,  7.1IP 5H 2BB 3K Win 
 David Price ^0, 21.05,"$10,100",BOS,@ laa, 10-1,  5.0IP 3H R ER 4BB 6K Win 
 Francisco Liriano ^0, 20.45,N/A,DET,v bal, 4-2,  5.0IP 5H 2R 2ER 3BB 7K Win 
 Adam Wainwright ^9, 19.25,"$6,500",STL,@ chc, 5-3,  5.0IP 4H R 4BB 5K 2HB E Win 
 Gio Gonzalez ^9, 16.00,"$8,500",WAS,@ nym, 5-2,  5.1IP 8H 2R 2ER 2BB 5K Win 
 Tyler Chatwood ^9, 15.70,"$8,000",CHC,v stl, 3-5,  4.2IP H 2R 2ER 7BB 7K Loss 
 Jarlin Garcia ^0, 15.65,N/A,MIA,@ nyy, 9-1,  5.0IP H 5BB 2K Win 
 Trevor Williams ^9, 13.30,"$6,700",PIT,v col, 0-2,  6.0IP 4H 2R 2ER 3BB 4K Loss 
 Ariel Miranda ^0, 13.25,"$5,400",SEA,v hou, 1-4,  5.0IP 6H R ER 4BB 5K 
 Jaime Garcia ^0, 13.25,N/A,TOR,v kan(1), 11-3,  5.0IP 8H 3R 3ER BB 5K HB Win 
 Burch Smith , 12.20,N/A,KAN,@ tor(1), 3-11,  2.2IP H BB 4K HB 
 Sal Romano ^9, 11.65,"$5,300",CIN,@ mil, 0-2,  5.0IP 4H 2R 2ER 2BB 4K E Loss 
 Andrew Cashner ^0, 11.50,N/A,BAL,@ det, 2-4,  6.0IP 7H 3R 3ER 3BB 5K Loss 
 Jake Odorizzi ^0, 11.05,"$6,000",MIN,v cle, 1-6,  5.0IP 6H 4R 4ER BB 6K Loss 
 Pedro Baez , 11.00,"$4,000",LAD,@ sdg, 7-3(F12),  1.1IP 4K Hold     
 Brian Johnson , 10.95,"$5,600",BOS,@ laa, 10-1,  3.0IP H 2BB 3K 
 Bryan Mitchell ^9, 10.10,"$4,800",SDG,v lad, 3-7(F12),  6.0IP 5H 3R 3ER 3BB 4K HB 
 Josh Hader ,  9.90,"$4,000",MIL,v cin, 2-0,  2.0IP H 3K Save 
 Nick Pivetta ^8,  9.65,"$8,400",PHI,@ atl, 5-1(F10),  5.0IP 5H R ER 2K HB 
 Hector Neris ,  9.65,"$4,000",PHI,@ atl, 5-1(F10),  1.0IP BB 2K Win 
 Bud Norris ,  9.15,"$4,000",STL,@ chc, 5-3,  1.2IP H 3K Save 
 Joe Jimenez ,  8.40,N/A,DET,v bal, 4-2,  1.1IP H 3K Hold     
 C.J. Edwards ,  8.25,"$4,000",CHC,v stl, 3-5,  1.0IP 3K 
 Nate Jones ,  8.25,"$4,000",CHW,@ oak, 2-10,  1.0IP 3K 
 David Robertson ,  8.25,N/A,NYY,v mia, 1-9,  1.0IP 3K 
 Joe Biagini ^0,  8.15,N/A,TOR,v kan(2), 5-4(F10),  5.2IP 6H 3R 3ER 3BB 4K 2HB 
 Eric Skoglund ^0,  7.85,N/A,KAN,@ tor(1), 3-11,  5.0IP 8H 5R 5ER BB 6K Loss 
 John Axford ,  6.50,N/A,TOR,v kan(1), 11-3,  2.0IP K 
 Joakim Soria ,  6.45,"$4,000",CHW,@ oak, 2-10,  1.0IP 2H BB 3K 
 Tayron Guerrero ,  6.45,N/A,MIA,@ nyy, 9-1,  1.0IP H 2BB 3K 
