Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Zack Godley ^9, 37.35,"$7,200",ARI,v tex, 6-0,  7.0IP 2H BB 10K HB Win 
 Matt Boyd ^0, 33.00,"$7,300",DET,v cin, 2-1,  8.0IP 4H BB 7K Win 
 Masahiro Tanaka ^0, 29.90,"$10,300",NYY,v bal, 6-3,  6.0IP 3H 2BB 8K HB Win 
 Tanner Roark ^9, 29.35,"$9,100",WAS,v nym, 25-4,  7.0IP 4H R ER 7K Win 
 Jake Arrieta ^0, 27.55,"$6,200",PHI,@ bos, 3-1,  7.0IP 6H R ER 7K HB E Win 
 Wade Miley ^9, 27.35,"$5,500",MIL,@ lad, 1-0,  7.0IP 2H 2BB 5K Win 
 Homer Bailey ^0, 26.10,"$4,200",CIN,@ det, 1-2,  8.0IP 3H 2R 2ER BB 6K Loss     CG 
 Charlie Morton ^0, 25.30,"$11,100",HOU,@ sea, 5-2,  6.0IP 6H 2R 2ER BB 8K Win 
 Walker Buehler ^9, 24.75,"$8,500",LAD,v mil, 0-1,  7.0IP 5H R ER 7K Loss 
 Danny Duffy ^0, 24.75,"$7,700",KAN,@ chw, 4-2,  5.2IP 6H 4BB 7K Win 
 Dereck Rodriguez ^9, 24.15,N/A,SFO,@ sdg, 3-2(F10),  7.0IP 3H R ER 3BB 7K 
 Jon Gray ^9, 22.90,"$9,600",COL,@ stl, 6-3,  7.1IP 4H 3R 2ER 2BB 5K Win 
 Trevor Cahill ^0, 21.30,"$7,400",OAK,v tor, 6-2,  6.0IP 5H 2R 2ER 2BB 6K Win 
 James Shields ^0, 18.95,"$6,000",CHW,v kan, 2-4,  7.0IP 5H 4R 4ER 3BB 8K Loss 
 Trevor Bauer ^0, 14.85,"$13,300",CLE,@ min, 6-2,  6.1IP 4H 2R 2ER 4BB 3K HB Win 
 Luke Jackson , 14.75,"$4,000",ATL,v mia, 11-6,  3.0IP 4K 
 Kyle Gibson ^0, 14.70,"$8,700",MIN,v cle, 2-6,  6.0IP 5H 3R 3ER 3BB 6K Loss 
 Jack Flaherty ^9, 13.80,"$9,400",STL,v col, 3-6,  5.1IP 5H 4R 4ER 2BB 7K Loss 
 Jameson Taillon ^9, 11.00,"$7,800",PIT,v chc, 5-4,  6.2IP 7H 3R 3ER 2BB 2K HB Win 
 Mike Leake ^0, 10.10,"$5,700",SEA,v hou, 2-5,  6.0IP 8H 3R 3ER 4K HB Loss 
 Joe Biagini ,  9.00,"$4,100",TOR,@ oak, 2-6,  1.1IP 3K 
 Jordan Lyles ,  8.50,N/A,SDG,v sfo, 2-3(F10),  2.0IP 2K 
 Jace Fry ,  8.25,"$4,000",CHW,v kan, 2-4,  1.0IP 3K 
 Aroldis Chapman ,  8.25,"$4,000",NYY,v bal, 6-3,  1.0IP 3K Save 
 Tanner Scott ,  8.25,"$4,000",BAL,@ nyy, 3-6,  1.0IP 3K 
 Tony Watson ,  8.25,N/A,SFO,@ sdg, 3-2(F10),  1.0IP K Win 
 Noe Ramirez ,  7.60,"$4,100",LAA,@ tam, 6-10,  2.2IP 4H 2K 
 T.J. McFarland ,  7.30,"$4,000",ARI,v tex, 6-0,  2.0IP 2H 2K 
 Drew Pomeranz ^0,  7.25,"$5,900",BOS,v phi, 1-3,  5.0IP 4H 2R 2ER 4BB 3K 2HB Loss 
 Wander Suero ,  7.05,N/A,WAS,v nym, 25-4,  1.0IP H BB 3K 
 Jeffrey Springs ,  6.70,N/A,TEX,@ ari, 0-6,  2.0IP H R ER 2BB 3K 
 Matt Barnes ,  6.45,"$4,000",BOS,v phi, 1-3,  1.0IP 2H BB 3K 
 Luis Santos ,  6.40,"$4,600",TOR,@ oak, 2-6,  1.1IP BB 2K 
 Caleb Ferguson ,  6.25,"$5,900",LAD,v mil, 0-1,  1.0IP 2K 
 Cam Bedrosian ,  6.25,"$4,000",LAA,@ tam, 6-10,  1.0IP 2K 
 Heath Hembree ,  5.65,"$4,000",BOS,v phi, 1-3,  1.0IP BB 2K 
 Luis Avilan ,  5.65,"$4,000",CHW,v kan, 2-4,  1.0IP H 2K 
 Jeurys Familia ,  5.65,"$4,000",OAK,v tor, 6-2,  1.0IP BB 2K 
 Ryan Yarbrough ,  5.25,"$6,900",TAM,v laa, 10-6,  5.0IP 9H 6R 6ER 4K HB Win 
 Jason Hammel ,  5.05,"$5,100",KAN,@ chw, 4-2,  1.0IP 2H 2K Hold     
 Diego Castillo ,  5.05,"$4,000",TAM,v laa, 10-6,  1.0IP 2BB 2K 
 Chasen Shreve ,  5.05,"$4,000",STL,v col, 3-6,  1.0IP H BB 2K 
 Seranthony Dominguez ,  5.05,"$4,000",PHI,@ bos, 3-1,  1.0IP BB 2K HB Save 
 Tony Sipp ,  4.90,"$4,000",HOU,@ sea, 5-2,  0.2IP H 2K Hold     
 Dellin Betances ,  4.90,"$4,000",NYY,v bal, 6-3,  0.2IP H 2K 
 Clayton Richard ^9,  4.45,N/A,SDG,v sfo, 2-3(F10),  5.0IP 5H 2R 2ER 3BB K 
 Brad Hand ,  4.40,"$4,000",CLE,@ min, 6-2,  1.1IP H K Hold     
 Jesse Chavez ,  4.25,"$4,400",CHC,@ pit, 4-5,  1.0IP K 
 Wade Davis ,  4.25,"$4,000",COL,@ stl, 6-3,  1.0IP K Save 
 Jeremy Jeffress ,  4.25,"$4,000",MIL,@ lad, 1-0,  1.0IP K Save 
